year	month	actual_ret	expected_ret	sharpe
2005	3	-0.056522701778742	0.5686120617801176	1.0642315222915322
2005	6	0.26147198908546015	0.31011455172577457	0.5679788238699247
2005	9	-0.16668794380633634	0.5640369682537686	1.1312242251354454
2005	12	-0.2515623477347836	0.5225050070227256	0.569324287381248
2006	3	-0.05470905162169584	0.6085261551343911	0.7810041603032006
2006	6	0.181558759992216	0.7356898716567144	0.4299107003263591
2006	9	-0.04184114085749496	0.7351196442548064	0.5073442797535851
2006	12	0.05997095244407925	0.41608878196287213	0.9382054770442
2007	3	0.012748382167326367	0.686719737790617	0.6499937264095436
2007	6	0.11838177697818297	0.24636859786831783	0.8697399879038336
2007	9	-0.054841347062118545	1.023766788546517	0.02808998491133889
2007	12	-0.08676678011311699	0.21007022976588008	0.5805000596026431
2008	3	-0.21335543553171493	0.4357548216521039	0.7275606940490198
2008	6	0.12829332820856026	0.5605319789185392	0.3854382529335185
2008	9	-0.0014030527414131948	0.9981703300245924	0.3539870616281974
2008	12	0.5599303310596481	1.8892017945473416	0.298475957814511
2009	3	-0.3829679796158674	1.2790196959383984	0.35800384960305653
2009	6	0.31682855532763793	1.4796680664689987	0.29535472493281656
2009	9	1.9644340280716068	2.527961726331516	-0.0511116283431891
2009	12	0.1340216249986119	1.2043715469463174	0.2186198581293531
2010	3	-0.11565292408208665	1.434458903523446	0.20733671004307783
2010	6	-0.028941531781267044	0.3433140135584696	0.3313544859919508
2010	9	0.7718358077371841	2.065008893719719	0.16842843959774131
2010	12	0.053089695630679265	1.1573048971417543	0.20364792300047807
2011	3	0.2449262329358215	0.4444518365731607	0.6731662782998765
2011	6	0.09946947018103403	0.3324798022683633	0.3869303981536704
2011	9	0.08922842389016977	0.2936463355315026	0.3424246687227362
2011	12	-0.054602792639271015	0.8364966366730835	0.24045543138628012
2012	3	-0.03929476501914808	0.8581550864102809	0.20702906570793891
2012	6	-0.18140363943058496	0.718690533805318	0.2673324153155221
2012	9	0.15880620832195272	0.6798911099914116	0.4475636713749285
2012	12	-0.21784628495523967	0.4886185006062658	0.4480906216663722
2013	3	0.2543079277218954	1.4363050526478345	0.25584571236426384
2013	6	0.5948179189376439	0.40552734184781014	0.36285489336421606
2013	9	0.20820841740606774	0.5000219685794496	0.32762033666416046
2013	12	0.2919010408669717	0.9865888998899862	0.22915126523645074
2014	3	0.22538163378284556	0.703543295021951	0.3393887650560664
2014	6	0.15134046233400666	0.5993889628257766	0.5594995350481324
2014	9	-0.011046161931053242	0.24956183477730237	0.47391089750011156
2014	12	0.1254442783335719	0.9770652157195976	0.26984453091535743
2015	3	0.20186010748340796	0.23248584136245912	0.591906939851249
2015	6	0.1747122476381432	0.24940536394978366	0.36801910299293655
2015	9	-0.11675416488093181	0.9099925793426054	0.36030878408001854
2015	12	-0.27640552161988824	1.007338257558533	0.2601203713285461
2016	3	-0.41815025818043255	0.5592698275124002	0.2786890273410004
2016	6	0.12590676315121876	0.24130048063195328	0.5168494871380949
2016	9	0.09708300398029265	0.34312456776976036	0.2977552233114808
2016	12	-0.022884868110557278	0.22180354664570545	0.35526674972341105
2017	3	0.10924990361593377	0.35345766193638223	0.44417099787785586
2017	6	0.1246165195177091	0.18221907652587732	0.5336412282073881
2017	9	0.055231936516945294	0.7445517008102616	0.191351735515451
2017	12	0.07990854797985929	0.29165536329647695	0.2705729688134168
2018	3	0.25282201205902344	0.6497596695543573	0.18330354274867508
2018	6	0.319007876935235	0.6413978311291616	0.3079733034391924
2018	9	0.13042525928125545	0.7639935890507968	0.34591988023126446
2018	12	-0.2639220583153493	0.5386620179254095	0.2267790267044066
2019	3	0.8095280986283935	1.416109507726349	0.33006605678858
2019	6	0.20886489803228864	0.5837686281028509	0.4358570745626946
2019	9	-0.47822201507389117	1.5235051639890103	0.3586652226189586
2019	12	0.24288702884838217	0.8597761569972675	0.3281267259225104
2020	3	-0.2163104138282675	1.0747344305699869	0.4102959499222278
2020	6	0.25534021417520747	1.000606855554371	0.30550480699242905
2020	9	0.2861735742394575	1.6006812763220593	0.3058846817851742
