year	month	ABC	CCU	DAR	DECK	EPC	JBSS	KO	LEXR	LTRE	MED	MGPI	MIDD	MTEX	MVL	PPC	REV	SUP	SWY	TEN	USNA	ANDE	CHE	F	JAH	NATR	NLS	SBUX	SEB	SPTN	STKL	TAP	TIVO	TOM	VC	CL	MNST	MTH	PTRY	TPX	TRW	TSCO	BID	CRI	ELY	EXPE	FDP	KCP	NAFC	RDEN	SNMX	DPZ	JNJ	OATS	RAI	SXT	WBD	HLF	JAKK	MCK	SKX	VGR	CAA	MOD	NTRI	PBH	CTB	LEA	THS	GT	ICON	TUP	ARDNA	CQB	IMKTA	SEED	ADY	CROX	GRMN	JSDA	WWW	AMZN	BG	BZH	COKE	PAS	RCII	SAM	CENTA	TBL	TR	BARE	FACE	HBI	SUSS	WINN	HOG	IBA	WRC	BGS	ALCO	G	KTII	OME	WBC	ETP	ADM	DAN	HOGS	PNRA	SMG	BC	ATVI	AXL	STMP	DL	FLO	SENEA	CHBT	BRFS	CZZ	GM	PRGO	SVM	CSKI	DOLE	FOSL	LO	DPS	JNY	FARM	MDC	CLX	PRMW	SPB	TTWO	IPAR	SODA	TSLA	WFM	INGR	URI	BTH	CHEF	EA	ZNGA	RNDY	HSH	CG	PEP	RGS	SYY	LFVN	NGVC	WWAV	BDBD	LKQ	PF	CSG	COTY	ENZY	POST	SFM	VFC	ESI	CPG	FGL	MJN	ABEV	GPRO	SC	WES	KATE	NHTC	DPLO	PFGC	FRPT	SFS	VSTO	BETR	BLD	ENR	KHC	NOMD	UAA	RRR	TPB	USFD	ELF	ADNT	TWNK	NBEV	WOW	CELH	ROKU	APTV	DLPH	CRON	HFFG	VNE	WMK	CPRI	EL	PM
2012	9																-3.0645817119921436e-08									0.18213615379658607																				0.12794062001541961						0.29828202285769834													1.9347811324830324e-08											-0.029393099131118493		0.039177863258321836						2.0732793836332594e-07											0.3740905943130759													0.010694970944513948				0.05370784959012468								3.8873963692683597e-07				-1.0480271635756168e-07		-0.027944340246735783					-0.06639299461926707			-0.4999997649226096		-0.13098715289531265	0.16868755553780956	-1.1038900223661817e-07	-4.2183541689575277e-07																																																																	
2012	12																-0.0001987855141090614			-0.0075528030706867085						0.10641048497906583							5.960619318712324e-07													0.07920899030773035			-0.042125645210252964																-0.01838098354177513											-0.028938301460868673	5.633076412237059e-07	0.015093149655197187						0.026153773106210004											0.13678008914641968													0.010412484460895807																		0.10370880705152993					-0.10092447930411566			-0.22464764806684834		-0.011358034563778187	0.10432616491156048		-0.14796859517101224	0.5000004360420348																																																																
2013	3									3.193344764587617e-07		0.03897529454399256					0.06144765562142637			0.02490218931031897																					0.10327240008567032												1.5289181131914004e-07														0.15326972327057847		1.2433172256228247e-07									0.08072629760673333						0.12987783700868694											-1.2577610400684835e-07													0.04782927211887477					-3.9646591569846915e-07	0.13250919557542298	-3.090145990245227e-07		-3.4716407807320373e-07			-3.0328427859482895e-07														-0.4933348092070168							-1.9805509980563307e-07	0.22052607593792548																																																														
2013	6									-0.007616899206731099	0.04196006413365208						-6.555826579715585e-06			0.021675415589445492	0.0500864791077448														-5.429009990799296e-05		-0.0055240092119411225			0.06886831931240829	0.08578671045889447										-5.040328053267935e-06													-4.8446481006307284e-05				-3.224100500487014e-05																																																						-6.627903744404742e-05												-0.14822155137826915					0.1440061755158664	0.2834170749971494			6.91473775497668e-06	1.6278323381919579e-06	-4.469306339743795e-06	-0.03423544579008682																																																										
2013	9									-1.8737213613611283e-07		0.060216611807744125								0.03308330797550678	0.06983220920441181					3.203076090119999e-06									-8.869221736909052e-07						0.1027428180117095				6.948041358411136e-07																							-1.270237334473835e-07											3.5798242090813094e-08																																					0.16111637130298687						-2.0653124814837461e-07		-1.4398644810679481e-06										-4.52643103572904e-08		1.2045722797905452e-06		0.1758710466163893	0.021384266865554145				-0.47168007141486057		0.3025577544120231		0.04487421242193931																																																									
2013	12											0.09517205220861615								0.06742621335831649							0.2384599419377207										-2.9068096423553485e-08			0.32516116947570406	0.2092587938843012																		-1.7128429888130777e-07					0.20764907084910267	1.8776134986277104e-06																			0.07849551671366625																								0.05504489713947907				0.28346923810015473		0.26337925867373785										-6.103393448528578e-07										-9.448895687349655e-07					4.4700597901233397e-07	-4.667461876527733e-07			-0.5000003958817648			-0.32351401231486615		-0.5000032874003509																																																								
2014	3									-0.06457144685581377		0.035395586019561845		0.034046628791662266						0.027491623917044617	0.06031608744263641					4.061879684765803e-08									-3.1883048668634e-08						0.08974923450853024												4.538688041074857e-07															-4.883933568170497e-08																	-0.03900045195927482																							0.06698626525447775								0.21696399390335222																		0.057805750683538146					0.1499316793016746							-1.2297963415091398e-07			-2.045805555224202e-08	-8.014471122462077e-07	-0.13511491468542589	2.640963242032057e-07																																																				
2014	6												0.1740595653196034				8.001173188120539e-08																													0.04725668135230771						0.1656062306750266																								-9.169151169123584e-07		0.008218896490722424						-9.006695688991168e-08																								6.020162903764178e-07				0.02200332236303481												-0.06862292108817325										-1.009491934576203e-06			0.0670509275559441		-1.1686028955838726e-07				-0.5000028334405772			7.180816176517186e-07	1.9926296930439773e-08		0.08443241162169329				-1.1188841038810913e-08	-9.9185071485579e-07	0.5000016734456106																																																	
2014	9											-3.2148920508168953e-07		2.1625107347815793e-07						-1.1845346200063591e-07						0.010997997243580254																				0.1026796450692919					4.7514225861507736e-07	0.14302050807723082																								-1.577112302660444e-08			0.06383422963803573			0.050112339435612746																																-4.313633328882015e-07										-0.061326368789587374												3.2741662017050986e-08			0.045538192104844305				-0.38700892875584747	0.03215141220216381		-5.234622836150981e-07										9.09197303807776e-07	2.5348488290489927e-07	0.5000003884341739																																														
2014	12									-9.544929309857712e-06		0.11159183740123414								0.03504678123595498							0.21532508041274953														0.1830227664632593										0.14635020558532214																																	0.10850471662018872																								0.04876961911976115				0.33406408148477673		0.12866496416953643										-0.160612580020187														-8.218571163397411e-06		-2.4699454980165e-05		0.46378021453928137	-0.5000125348848787										-0.4999827193650701	-6.388885314653398e-06		-2.122983114548769e-05	-1.8758220935267604e-05		-0.11441170779417126																																													
2015	3																			5.610629325867071e-09						0.023083017699417473																				0.11070639354724349						0.17824170334776035																														0.03697037548730601																										3.913549356710575e-07															0.10847047442362946																0.020232372050141934								-8.502271013327883e-08						-0.10672239510561252	1.3260773854233653e-07	0.32099952092068296	-1.6515589919402746e-07	1.0404650259069786e-06		-0.45357908837080285	-3.7880458114477056e-07	-0.08426924855622304	-1.9753893983235172e-07	-0.007086203149971495	0.35295151291370525																																								
2015	6																																		4.4055827295509446e-05																																	1.60194174567814e-05																5.255094137352263e-05																								2.919701700335664e-05								0.07310052152110447					-0.07195663442130945	0.00011387099028135282												-2.9268988057953548e-05				3.650514991579708e-05	0.009773488687127716	3.6266369299731233e-06					0.20666075444034712	1.2520884775228021e-05	2.5193369466139415e-06						-0.22996536241538287		0.2299947684811498	-8.953567605924071e-05		0.28453270614623977			-0.0023549387004628618				-7.860442151733264e-06																																							
2015	9											0.04643844531387823								0.015904522009655805	0.06075263116966602					1.9654581871817768e-07									1.0638279532960956e-06																																	5.326005244901254e-07											9.536261909766036e-07																																										5.349928453278411e-07	8.954946866226942e-07												0.13302965199533726					0.08178223488709178							0.04379285070771847							-0.2811015137026253	0.024229625012758108							0.0023184926146271397		3.9911829266313367e-07		0.0012480466897694764	-0.12839885931231873	0.49999930033997503	-3.9095129140307406e-08																																				
