year	month	ABC	CCU	DAR	DECK	EPC	JBSS	KO	LEXR	LTRE	MED	MGPI	MIDD	MTEX	MVL	PPC	REV	SUP	SWY	TEN	USNA	ANDE	CHE	F	JAH	NATR	NLS	SBUX	SEB	SPTN	STKL	TAP	TIVO	TOM	VC	CL	MNST	MTH	PTRY	TPX	TRW	TSCO	BID	CRI	ELY	EXPE	FDP	KCP	NAFC	RDEN	SNMX	DPZ	JNJ	OATS	RAI	SXT	WBD	HLF	JAKK	MCK	SKX	VGR	CAA	MOD	NTRI	PBH	CTB	LEA	THS	GT	ICON	TUP	ARDNA	CQB	IMKTA	SEED	ADY	CROX	GRMN	JSDA	WWW	AMZN	BG	BZH	COKE	PAS	RCII	SAM	CENTA	TBL	TR	BARE	FACE	HBI	SUSS	WINN	HOG	IBA	WRC	BGS	ALCO	G	KTII	OME	WBC	ETP	ADM	DAN	HOGS	PNRA	SMG	BC	ATVI	AXL	STMP	DL	FLO	SENEA	CHBT	BRFS	CZZ	GM	PRGO	SVM	CSKI	DOLE	FOSL	LO	DPS	JNY	FARM	MDC	CLX	PRMW	SPB	TTWO	IPAR	SODA	TSLA	WFM	INGR	URI	BTH	CHEF	EA	ZNGA	RNDY	HSH	CG	PEP	RGS	SYY	LFVN	NGVC	WWAV	BDBD	LKQ	PF	CSG	COTY	ENZY	POST	SFM	VFC	ESI	CPG	FGL	MJN	ABEV	GPRO	SC	WES	KATE	NHTC	DPLO	PFGC	FRPT	SFS	VSTO	BETR	BLD	ENR	KHC	NOMD	UAA	RRR	TPB	USFD	ELF	ADNT	TWNK	NBEV	WOW	CELH	ROKU	APTV	DLPH	CRON	HFFG	VNE	WMK	CPRI	EL	PM
2013	9									-0.023860734467219646		0.031682615128248756								0.019830582969165008	0.027222664337823135					1.8909708949426296e-05									-9.984289910124937e-06						0.05091633493477071				9.8853053741975e-06																							2.0698737928995687e-05											-1.7957237275931058e-05																																					0.061041207532507524						1.3267067842400638e-05		-0.028153383693799574										-4.062592119484674e-06		1.8642810472220005e-05		0.04698841348596149	0.007429066504376063				-0.3532861572149794		0.07757617377409182		0.08257705821339487																																																									
2013	12											0.018689622286175735								0.012797683067837691							0.047569066664048025										-2.756705027490095e-07			0.061065241258354296	0.037336627462217394																		-3.168912712451077e-07					0.042954891251177234	-1.3106997627705956e-06																			0.014181649742054865																								0.007873430009452183				0.048603838001780815		0.05162948773904996										2.476101990202883e-07										-6.011836662214664e-07					-1.8921392876123962e-07	-6.07554794914335e-07			-0.20729453131607842			-0.018515501058978725		-0.11688767677967604																																																								
2014	3									-0.2864635427324263		0.08983976693206783		0.057535928269373024						0.07256139544241404	0.11832760719577858					2.3653290301505083e-05									0.00011056851096452621						0.20414397686408342												-0.14445021309208245															9.913025671531046e-05																	-0.3261297028477318																							0.14317809887522925								0.45029543587079623																		0.06909037966215235					0.2968559854242968							2.9455074355026007e-05			5.5215714917739184e-05	-0.19234507268944356	-0.5000121689308792	-0.05268265754915961																																																				
2014	6												0.08269495294438839				1.110194737398463e-07																													0.012672840772723123						0.03667342579901461																								4.1116006356665234e-07		0.010577452997299666						0.014503559809535048																								0.0052290763867500955				0.03191470854893282												-0.05547652954408497										9.345871830496377e-07			0.0387297486371106		-3.00536360723961e-07				-0.3992297490390209			1.7134633139335063e-07	1.259061340623731e-07		1.938625211010604e-06				3.142627280750377e-07	3.325837168360995e-07	0.22170680434723883																																																	
2014	9											4.460266181891345e-06		1.860422635422993e-05						-3.261667682192775e-06						0.0004854844314456964																				0.06353618540478718					4.0188368481223814e-05	0.0850371095341102																								6.513648875944228e-06			0.034476298150078244			0.026417600841831538																																-1.541403036297486e-05										-0.04895962704718143												-1.583455952713545e-05			0.03566649686988902				-0.3329308180261394	0.0038311334247742423		-2.4071132231446774e-05										2.6957101536702087e-05	2.2370016476046717e-05	0.13237798863892314																																														
2014	12									-8.82966605650851e-05		0.056351829142910724								0.01850790400979638							0.11049872339019308														0.09251343350728575										0.07535845979614525																																	0.056538083041627545																								0.02552699311952725				0.16744256428890633		0.06852991109323128										-0.07849497037537542														3.1596772784197675e-06		1.5238756239614301e-05		0.2323073998237084	-0.32510517530290384										-0.4317948714385928	1.3848211518885686e-05		6.190480277491326e-05	1.0791834767779134e-05		-0.06819027147172568																																													
2015	3																			1.1021449407166254e-06						0.002833261143250185																				0.07620940491280685						0.11108219526735554																														0.00897411663565011																										-5.693165165446171e-07															0.041961847294327254																0.004836585986736166								-1.2565410369079615e-06						-0.07789296541877921	1.2719025021815656e-06	0.0974134885358662	5.0173772663289376e-06	-3.28243315641805e-06		-0.36592918216439735	-1.0951751022157437e-06	-0.06617796323793934	-3.566838717011531e-06	-0.023378303406530535	0.19006902478899942																																								
2015	6																																		2.8881418405902153e-05																																	1.301161046961233e-05																-4.158470295692806e-05																								-3.511787800990651e-05								0.049091344966320005					-0.07334166828635721	-0.015663274589280803												-1.4159608971236007e-05				6.475284142234058e-05	0.010528661017212785	5.671362870010249e-05					0.13070336650749534	0.00014292756323938278	2.3205951841096833e-06						-0.19043063282408562		0.07773686248381827	4.4714801689204075e-05		0.02375057401755563			-0.01253489156534377				-8.07864370890914e-06																																							
2015	9											0.014034488124663395								0.004698767528863079	0.013180435262084796					-5.159344772919335e-06									-4.716470334891476e-06																																	-7.884761427820771e-06											-4.247457486758679e-06																																										-0.006856212071514423	-1.147003965347352e-05												0.030459459195166246					0.016843663840059628							-2.050904850005096e-05							-0.13251383028753935	-1.1868959123406533e-05							8.719271001715588e-07		-0.08730364730486852		-4.434396525447354e-06	-0.115818828867644	0.2633500618281368	3.8139939083742896e-06																																				
2015	12											0.04720609246118823					0.02896470914206922			0.017985150414345268							0.09140280306787062													0.11914976880364121																							-0.04131101466182664																																																			0.08118135821616117							-0.08165629788121585													2.959395629002824e-05				-0.02023247391056755															-0.13712659304447464	-1.8674294095846683e-05							-4.1640067260770786e-05				-3.4273446311521216e-06	-0.10555991592180879	-1.841853156304117e-05		7.834707012845622e-05	2.8070141705545422e-06	-2.1615892224909994e-05	6.952453410293017e-05																																
2016	3											0.05268933051706825					0.037593192265689405			0.011012722271428773							0.09358019916081772													0.13980331136014673																							-0.09221256427028462																																																	0.1437687897424793		0.05930228459823561						1.649379663344785e-05	-0.0015389560405693525																	2.7142609085562926e-05				0.13367440527093732											7.645838462613146e-06												-3.929233904311405e-06	-0.2076881121559543			-8.06145026305676e-06	3.182597394210697e-06	-1.0878599985462178e-07		-0.3700165682073153	-2.2166041372435897e-05																														
2016	6											0.029475473726425297		-7.506283121878175e-07												0.003405536985666586																				0.04315883552990431					-0.011934181759816781	0.13441377015238112											-0.16242783312152054													-0.0180944733609391						0.07502948622032478																																																														-1.105533730213732e-06									-0.030231758756347073	-0.05983773531846784	0.33476526975404425					0.19394229577928845	-0.09998092850509292					-1.4409110603553408e-06				-0.07391042127021714	-0.218954196257075				-2.1602856649234917e-07	-0.13881673424031002																												
2016	9																2.5837677093030957e-06																																																																																											0.007784587665998097																										0.1327536335046027					0.0441895575986076					5.399455793107356e-06	0.3261516413090272	-0.01702697485048347							1.734435731467857e-06		0.3943849907739743					5.256938705376915e-06	-0.15056608274236863		-0.16728657741078062			-0.023415087363415243				1.777041516291678e-06	3.7434978627904227e-06			-0.04699359408630319	5.134279005195511e-07		-2.9185212831334433e-07	-0.49999929928320913	-6.931219383140872e-07																									
2016	12																-1.476130348319752e-05			-5.899824323279206e-06						0.04814575622600258																																																																																								-3.18646938302578e-05																								-3.4346692517531445e-05	0.004228303571925988					-5.470758614582872e-05	0.2495886678525362								-2.286672474498104e-05	-0.09842608791523366				0.4101885553941353			-0.22843649506730518		-0.0674931258689653							-1.3968756262534378e-05	-8.620433052642809e-05		-0.01140309830526469	-2.1015405451453573e-06	0.022916811991764725		-9.524689067562469e-05		-0.3289262294818843																									
