year	month	BG	CCU	DAR	KOF	LEXR	LTRE	MGPI	MIDD	MNST	MO	MTEX	NAFC	OME	PBG	RDEN	SNMX	STKL	TAP	TPX	USNA	CRI	ELY	EPC	GT	JAH	MED	MVL	NLS	NUS	OATS	REV	SAP	SPTN	TOM	TRW	ABC	ARDNA	CRESY	ETH	EXPE	HAR	MOD	TIVO	URI	CTB	HLF	KCP	LEA	NTRI	PBH	SEB	ANDE	CL	ICON	RAI	SNA	THS	UL	VC	WBD	AMZN	CQB	DPZ	HAS	ADY	F	GRMN	SEED	AXL	CROX	DECK	JSDA	MHK	BARE	HOG	SAM	IBA	PNR	SUSS	CENTA	FACE	WINN	BZH	HBI	MCK	ALCO	IPAR	WBC	WRC	BGS	DAN	ETP	HOGS	POOL	SHOO	ATVI	CSKI	DL	FLO	PRGO	RCII	CHBT	DPS	G	LO	MTH	RYL	JNY	RAH	AIPC	MJN	SVM	TEN	CZZ	BRFS	DOLE	PPC	GM	SPB	TSLA	PRMW	SENEA	SODA	SUP	TTWO	NATR	ADM	BC	JBSS	WFM	CHEF	BID	EA	BNNY	BTH	ZNGA	CG	INGR	JAKK	LKQ	RNDY	HSH	LFVN	PF	BDBD	NGVC	WES	WWAV	CSG	ARMK	COTY	CPG	ESI	FGL	KATE	SC	SFM	ENZY	GPRO	HAIN	MDLZ	NHTC	PM	RGS	ABEV	DPLO	IMKTA	SFS	FRPT	BETR	POST	BLD	ENR	KHC	CAA	VSTO	NOMD	RRR	FARM	TPB	USFD	ADNT	ELF	NBEV	UAA	CELH	COKE	WOW	TWNK	DLPH	ROKU	CRON	HFFG	VNE	APTV	KDP	CPRI	FOSL	GO	BYND	CTVA	KTB	BRBR	PTON	PPD
2013	9							0.1407766163049752																																			0.05241948485622318							0.15859922209037738										-0.010143485018671945			0.09620004047812775							0.06869866668395673														0.05668922699251999							0.1533185896983556																						-0.03936254170095862						-0.012791355111500341	-0.04746419946560133				0.4005786921783398		-0.30741078812081485							0.0828999949064596	-0.27540756948717054		-0.010711238007839553	-0.5000000763175609	-0.49999998441993443		-0.00688957169255612					0.5000001677182315																																																													
2013	12																	0.03456405210371826																									0.025329969844246254																	-0.01116156559456614																				0.061341049525923924											0.09305933896160805																						-0.07137006708557785								0.11821655121995145	-0.0124630120627592				-0.22871525394452									0.22184252731676485	0.021949064049576385		-0.44251689128316796			0.4905947039406592	0.01968260330742693		-4.987229893809168e-07	-0.016022711718436448	1.255990998900323e-06	7.189397010291155e-07	-0.30432879268670465	4.2645722339783815e-07																																																									
2014	3							0.09370447315867325																																							-0.014547811621790113																0.05656038818432719																													0.03258220138418069																					-3.8608176149474336e-06	0.03622564827147667	0.059121183322945504	0.24095033501097188					-1.5422810695259832e-06													-0.22892518718688676	-1.8276367450753816e-06		-5.006889753988418e-07			-0.02615910591103719		-2.8273716330059565e-06		-0.32403954728571865		-0.4286577193365245	-5.163434644860639e-06	1.1160418842366514e-05	0.49999031854816517	0.003204054386048953																																																								
2014	6							0.13703156544598258		-0.08306980035540606								0.06958833892232862																															-0.04365415461110708	0.1287954193263645										-0.04792165379142197									-0.059620590667827385								0.1605123780587183														0.14996608580409893																						-0.1340045244214895							-0.18300321833539734	0.22388569409459763			0.21475358147539717		-0.2778336383108205							0.06004184664708787				-0.0376004427599158								-0.5000000162075704	0.22213315489554597	0.4999999693460979			-0.5000000105050719																																																								
2014	9											-0.02002106111463578																																																-0.033331566132593256									-0.047489526367292687																																																				0.06546659201434922	3.1260761051901923e-07										-9.895656339026468e-07						-5.368682371735476e-07				0.05185648070670858		-0.04323614425663195			0.47293036396890853		-2.5582417568402754e-08	-0.09416022115819929	-2.291626016978758e-06	2.412954131160111e-06	1.0127083903599957e-07	-2.299104019867208e-06	-0.5000013551303889	-0.04547422411478617	5.752288692079663e-07	0.19346315558585528																																																
2014	12							0.11263591697309543																																									-0.024658988532407833																				-0.026988539293867252																																																			5.373293689024446e-07		0.036965082611688356		0.07165426773427758		-0.02723570287309537										1.4718355669659588e-07	-0.05170573327228614							0.028083464249911563	-1.2586854243907178e-06				-2.647359452486162e-06		-0.483667749081813		0.16052547220588176	0.09242948743511993	0.1473301278269051	0.12279879929713737		0.21709365958135557	1.8899434230131637e-06	-0.37525973235687504																																														
2015	3																																							-6.809682164490956e-06							-0.12335799210543785																													-0.08405480124070307																																												3.4437067138404878e-06		0.036504592118937786										0.09236828790830282				-5.451094294485931e-06						0.12545589528637816					0.43145416495177735		-7.849222590033206e-06					-6.0583159828624205e-05		0.13359285138654337		0.3651941052197367	5.057746428442627e-06	1.4413099502740602e-06	-0.03400404429496083	-0.49043896099609935	0.13351799466776212	-0.48985798946219206	-0.09631712323626361																																									
2015	6																																																																			0.10455295600971411				0.043618545021413845					0.19468342152726392														0.17448135800070422																														0.02284902135506981											0.09716504272075299																		2.1864461384244336e-06	5.076084253405978e-07		-0.037356049572655495	-0.08607771196807411	0.15504938297010998	-0.18864179329906686	1.0313880682520012e-07		-0.2779780208598341	6.096064396355959e-06			7.074384169838404e-05			-0.3182002914779477	6.296105860692802e-05	0.14519618032184864	-0.02948623816889946																																					
2015	9																																																																																			0.04513153480308151																															-0.05445170711965018							0.10153490088224605		0.10162513632986321		-2.7627649342463834e-06											-1.0009370545992895e-07							-0.21706502168294917	0.4521101454189422							-5.552833692375519e-06	-0.12185315058776819	-0.07622443676545831	2.758054939449897e-05		-0.1282887731945743	0.0802956098874328	-1.9760720012312205e-06	-2.4654084674327564e-06			0.041813508279307354			-0.43582389388026405	3.0526496561465904e-06			0.21123409112205457																																				
2015	12							0.10584584200522872				-0.031285107329884																																	0.08306852016427112																									0.04902691516235627																													-0.04440027295579723															0.041984474562947405		0.07423084562479688					-0.028449852777185834	7.320975447281346e-10												-0.17427309140644798			-0.061339331458479675				-0.23738948050735528							0.11101291916156227				-0.1281166414668869	0.13071675056232485			0.08867059134344925				0.022227613942737447			-0.0015307004108272434						-0.49999999994298655	0.5000000026277154																																				
2016	3							0.14546800196076629																	0.09002217217674274				0.08248462545838708														0.04524876310271707																											0.05830809804700754														0.03214324100259464																														0.05387735511408875										0.0982839866815093														-0.01869983121023912						5.249167591946062e-08								1.7694013810663097e-08	-0.26927808464285646				-0.015812992057931775	0.18311032252312645		-0.006302970287237422						-0.018791958223590154	1.861928715824383e-08			-0.46006086872282037	-1.4973729569253785e-08	1.8282807748690996e-08																																		
2016	6							0.10000593549242																																			0.02112097720049546		0.05861918771605747																									0.022524519305790244														0.008736921053679477																															-2.8798871620238775e-07					0.10847341346516065		1.6259352268597887e-06			0.0770319443620052							3.0858653963211515e-06																9.6864634505651e-07				1.996095630487241e-06					-0.18254241091270434			8.475175715587523e-06			-0.012910492286749191				-0.004173089829104953				-1.0367255762265131e-07		2.0747163544837037e-06	2.0838787854955982e-06	-0.19692436354316317																															
2016	9											-0.011470768092095929																															-3.262858418404821e-07																																									-1.337183639139731e-07															-3.5767067396565256e-07																	-8.388463897786511e-07					-2.0583606621637358e-07	0.04607274895349695															-5.079902835975419e-07								0.17054236548880927							0.08960110363985548				-0.17183415141966613				-0.01377346134764002						-0.04952771786969269	0.06809668112108544		0.40872792397675534	-8.771989924507267e-07			1.3315195804576858e-07		-0.5000001994778891	-0.036430357191948176	-3.025077554812995e-07																													
2016	12							0.30145933076045817				-3.359192453264977e-07																				0.015256443390911811																							-1.200311945801287e-07																																																												-1.7991545321188988e-07	5.736816910501482e-07				0.33046892241943515					0.219210494606138																			-0.4370736789041209				-7.106665065656664e-08				-5.696114779331045e-07	-0.4618203074447555			-0.22626908270489549	-7.598796916286476e-07			1.8171172771220896e-07			-3.0896113095803784e-07			-6.277298619991199e-07				-0.14261591886743852								-5.489230723167593e-07	0.40138600782781253																											
2017	3																																																-0.014488980787742557											-0.014936806839936785												0.031420364938502275																			0.12121216053137955	-8.658173014453973e-06																							-0.024259337138714605																	0.059581249746724185												-0.1345567762604384								0.06378527342155131	-0.12937818310822513						-0.19293365025824322	0.00012406593398003776							0.012220038143325835				-0.021251318464829014	0.028896223276720947						-0.010965981902205124	0.08686594377100043	0.13866437347145344	-1.8634992966856186e-06	6.287237662595211e-07																								
2017	6																							-0.08258997420502302																									-0.05804412838277329											-0.059727957149118334																								-0.010013828494707095																													-0.0680945411832892		-0.06290740765291769																	0.03745474239598946		0.2033916311301404			2.54517141671162e-05							-0.24196539359249353									-0.21142349921118206					0.05720813070568766	-0.2716121665368844								0.04809062053826196				-0.14180605113592717		0.2556786055007123					0.13263355068398874			0.23460132041326676		0.23909442538046802	-9.802860701297025e-05																						
2017	9							0.1551179441031483																																										0.13850730816962073																															0.15367470920018966			1.4185665813025198e-06																																						0.07928417280493007															0.0019158459952990593							-0.1325229538484316			-0.060255620909278725				0.37165800343638444		-0.30704853086433787										0.04829490279939197				-0.09488255297056207		-0.202244768626378					-0.2864502052597547				0.13562378019113266			-0.0006828227954251607		3.0282405273824144e-06	2.4189663722983636e-06	2.759567345870468e-06	-3.298474680464348e-06																				
2017	12																-0.14102357476819488																										0.13382399407797202																	-0.060359958431815526																																																											-0.06645931317217638		0.29263034195802556	7.442428613756436e-13																															-0.15006475894145938				-0.3186688109148712						-1.6219778982002574e-11				0.0011088558654284624		-0.2541008364285366	0.2097138397120837		0.06274056421366667								0.4769758462949902	0.07241600069321802				2.91408494188964e-12	-0.37017825660934367	-0.10364790114081297	0.21509396776532055	-1.7345667542532755e-10																	
2018	3																							-0.007922950314036151																									-2.4362788765005545e-05											-7.948582487533602e-06							-6.594910007422761e-06					0.049650406908788344																																											8.49910752638659e-06	5.477579276740313e-05																																				1.907027510305768e-05	-0.015291725394761242				2.223271446581509e-06	0.0574948660527519									-6.9671852675988404e-06		-0.09537974998330082				0.4830847129328893		-0.47171323145238303						-2.182341167741238e-05			-5.57961988691879e-05	8.972440632091657e-05	9.703043945037716e-06	1.080604032255843e-05																			
2018	6			0.008151780667375484																												-3.060542425997151e-08																																								-6.250733395799751e-09												0.0035464133492442945																																-0.10736859501079044						-4.2653955874672674e-09							0.0066212310150466505				0.014534644436157824															-0.06993673134425438										-4.718357421195065e-08		-0.04794284438735941									-0.15669389101957318				0.3490884365599796								1.0432259072533987e-08		5.512820681363646e-08		-1.0406164562277606e-07	-5.757432230890801e-08	-6.254564922121918e-09		-7.375878400808742e-08	-3.926730380675178e-08																
2018	9											7.792273526044955e-07																																						0.07508500673189857																															0.18331330600899945				1.010204914675743e-06																	0.016420632554917762													-0.025488110901406315	-0.1553483051102774						0.07675702989390801																						9.653160141759878e-07				-0.1310545616392391									1.9142520911772916e-06						0.02911393112321505															2.3165225050458033e-06	5.069177374287823e-07			1.6842048169797827e-06			-0.06880682360163948		4.173341016402912e-07		-8.843348308361292e-07		1.4861562723753638e-06	-1.1212789579194331e-07														
2018	12																																																																						0.04554145841263114													3.0242584013572633e-05																															2.1932397579805408e-05	-0.013423164330930945																					0.026307275389100288							-0.053355544819680814													6.043199127359489e-05										2.6180418968976266e-05		-0.04077621983046782				0.09595571582634392		-0.11152648505953666		0.06772985506235772							-4.071669589861756e-05	0.006376179552410583	0.14037282141003377	7.406109215727305e-05		2.8794977333548524e-07	8.47061803396967e-06		2.894756657029009e-05	-0.16354221530936447													
