1XAPM0	1XAPU0	1XAPZ0	ADM	ALCO	ANDE	AOI	APFH	AVP	BDBD	BEAM	BETR	BF	BG	BGS	BJ	BNNY	BOBE	BRBR	BUFF	BYND	CAG	CALM	CASY	CCE	CELH	CENT	CENTA	CHD	CHEF	CL	CLX	COKE	COST	COTY	CPB	CQB	CVGW	CVS	DAR	DF	DMND	DPLO	DPS	EL	ELF	ENR	EPC	FARM	FDP	FIZZ	FLO	FRPT	FWM	GIS	GMCR	GO	HAIN	HLF	HRG	HRL	HSH	HSY	HTSI	IMKTA	INGR	IPAR	JBSS	JJSF	K	KDP	KHC	KMB	KO	KR	KRFTV	LANC	LNCE	LNDC	LO	LP4011	LW	MDLZ	MED	MGPI	MJN	MKC	MNST	MO	NGVC	NHTC	NUS	OME	PEP	PF	PFGC	PG	PM	POST	PPC	PRMW	PSMT	PTRY	RAD	RAI	RDEN	REV	RNDY	RTYH0	RTYH1	RTYM0	RTYU0	RTYZ0	SAFM	SAM	SEB	SENEA	SFM	SFS	SJM	SMPL	SPB	SPTN	STSI	STZ	SUSS	SVU	SWY	SYY	TAP	TFM	THS	TPB	TR	TSN	TWNK	UNFI	USFD	USNA	UTZ	UVV	VGR	VITL	VLGEA	WBA	WDFC	WFM	WMK	WMT	WWAV	XAPH1	XAPU0
20170123				3212531.28		144123.7		68644.02	274270.4			36633.1	1160969.25	1202339.25	353343.3					260271.0		2021261.58	163306.9	567817.52			41085.24	124508.16	1400400.9	41828.5	6793456.67	1912754.96	109578.6	8592901.77	1086466.15	1488581.85		117730.65	10254121.0	257689.4	238983.68			2053058.16	2078331.19		335516.37	528442.51	36687.6	246199.1	73809.76	453026.4	26897.5		4551594.04			498596.46	412529.04	208195.26	1250209.48		1834903.55		71785.0	1104350.16	68673.0	70470.78	241999.76	2365240.8		6517107.81	5038432.56	20764848.0	3796321.68		332221.56	360093.75	41919.75			635442.48	8491261.12	45652.48	72568.77	1592708.0	1311848.35	2191384.95	16138733.15	13752.0	23068.5	329518.56	58964.1	18394352.99	772079.44	134535.7	26255708.85	17323760.88	634406.34			198000.0		1053516.75	5848817.7		47274.8							233452.38	187454.85	140263.2	31715.1	331132.14	51751.7	1830442.95		400581.36	181703.55		3315556.84		152472.7		3590175.84	2248088.7		501324.08		95013.0	2250513.65		294810.84	182956.5	82038.0		166400.25	269728.25		28846.56	9349426.08	201807.85	1203529.11	98618.5	13040549.84	1197991.3		
20170210				3032745.99		118062.7		125994.0	296356.2			38352.0	1135271.76	1116966.32	344310.2					252841.5		1923842.08	150286.35	524155.74			39351.18	122849.53	1373753.89	41958.75	6455903.85	1840021.14	97384.0	8447861.0	1079445.25	1478343.62		102988.6	9909746.0	226813.85	212740.41			1986292.38	2110707.0		369384.84	544103.19	34994.7	220862.4	67765.67	439118.68	28471.5		4433582.4			476394.4	458273.01	218395.71	1248594.75		1799008.54		62543.0	1084208.05	65357.5	64391.36	225433.44	2255095.44		6406633.6	5123024.97	20042527.14	3578332.8		297691.02	345839.1	37765.0			601095.54	8164145.79	44036.46	58380.72	1529745.69	1297573.2	2003629.46	16456467.8	14865.18	22026.4	339438.97	60341.95	17627818.45	734035.32	148578.3	26201970.0	17585245.76	638065.68			194068.0		708776.64	6056808.42		51612.0							215532.24	163671.0	133873.6	27015.5	306639.06	50560.55	1844418.24		413861.97	167953.45		3104311.18		121149.96		3285596.52	2124684.85		502165.0		84708.3	2198522.09		273916.44	176377.04	78922.5		186532.5	257178.04		26839.26	8854839.0	176357.8	1126034.0	83433.75	12135000.42	1155193.3		
20170307				3389864.92		138385.1		142482.24	256002.96			44198.82	1324724.8	1458281.0	367263.0					277217.5		2191990.23	149498.45	591962.28			46816.79	147195.28	1633398.48	41162.6	7901995.2	2269406.52	113601.6	9992723.58	1167318.75	1519421.02		117273.0	11147878.35	271001.6	206801.28			2221514.77	2354273.75		431450.25	566373.12	35740.8	244987.86	87902.64	462397.26	29810.2		4615320.06			462160.0	511507.36	260716.68	1296880.2		2006912.6		74149.2	1118091.52	77958.0	66587.4	256590.85	2492415.68		7085611.39	6125914.44	21944088.72	3730850.46		327658.08	390180.28	40392.0			701678.04	8744458.14	51903.28	66740.87	2083011.35	1440367.5	2161026.87	18717838.37	15085.1	26996.44	357950.43	65377.65	20197248.26	858759.79	175392.0	29847457.99	21658040.2	683165.1			230048.0		808368.0	6776668.73		59251.5							244729.46	182716.35	134136.1	31140.2	343567.62	54121.5	2107070.08		468266.4	176305.5		3589476.6		134468.26		3579636.2	2407587.84		614489.75		94324.5	2382463.8		283130.72	355437.88	82476.0		193277.25	288386.56		28876.8	10305217.44	202586.25	1273513.9	98073.85	14250361.86	1256137.92		
20170407				3535853.13		135210.6		159980.16	254434.51			37416.4	1305822.12	1479073.88	360118.35					270445.65		2232478.72	149886.4	578042.73			50095.08	156386.7	1724233.92	39167.8	8240791.59	2321305.82	136105.0	9780599.84	1178378.5	1521467.51		125533.05	11206477.4	316195.2	235309.68			2383272.56	2528794.88		460842.36	565799.51	39550.0	264918.27	130430.08	483576.39	31334.8		4655483.91			510489.3	543236.75	281338.92	1327211.16		2090335.5		71395.2	1162631.22	84018.0	80073.12	269516.68	2544920.82		7389303.2	6311947.44	23261602.2	3490509.6		331193.62	412495.24	40278.0			776518.41	8908019.44	52029.82	85589.85	2191002.0	1489088.04	2465195.4	18726659.6	12862.96	28607.32	402231.72	52028.75	21441299.94	906427.62	226292.5	30736010.8	23470032.96	753140.1			245606.4		618570.16	7161982.56		49639.2							279197.66	178482.5	159302.91	31244.0	411268.34	47428.8	2036761.42		500157.0	175925.75		3847391.4		134501.0		3602124.9	2400527.26		637637.0		94720.0	2387810.32		286638.88	367584.96	84374.1		203552.05	265894.08		26344.2	10223220.03	205683.0	1242482.23	97610.6	14755987.62	1314675.6		
20170607				3471506.29		133851.2		224430.7	214375.86			43581.35	1557951.5	1618061.38	381551.5					293291.82		2296292.76	167770.0	642997.56			42882.2	137674.12	1910680.87	45828.0	9205292.11	2488783.85	161915.92	11205401.76	1311521.61	1656757.12		154201.3	11729765.07	376215.88	236945.36			2437061.39	2993205.54		468838.16	603810.8	36753.15	250702.84	156828.49	496066.63	45971.25		4793119.53			518541.14	710561.28	295133.79	1387392.27		2384910.4		62621.1	1188248.75	83973.0	75359.61	278950.89	2702766.08		8062604.46	6617966.58	26668863.76	3824457.6		341275.68	406234.76	48761.2			918413.64	10258169.92	51871.41	85196.8	2364826.45	1701111.72	2904313.83	20976059.4	13315.68	29521.0	425575.62	50890.35	24248576.79	1026379.95	337136.4	32017329.4	26660806.7	744427.6			250242.2		520567.38	8171475.22		35473.9							341571.24	189982.8	168892.5	28833.15	461545.2	54666.45	2132736.84		507714.48	157222.45		4596326.13		147901.6		4034756.4	2572845.84		627237.53		96701.15	2411984.26		287425.04	618087.36	99575.25		204821.05	298974.96		26507.52	10575027.84	214798.0	1589583.82	90459.0	17317180.35			
20170710				3444408.25		134700.95			244610.96			48305.16	1483950.0	1524269.67	349740.9					331266.76		2330984.48	177968.0	615812.09			52114.16	159697.6	1958521.62	40455.0	9228236.48	2536642.02	172139.5	10346570.72	1363559.4	1422810.33		161421.75	12222070.74	381656.55	232840.54			2470662.0	3155077.52	45778.56	443629.24	612352.78	45747.0	250347.4	163441.52	484363.22	50560.0		4732971.97			548343.84	728913.12	312236.47	1467105.96		2282414.34		59493.2	1253372.5	91020.4	76097.28	294595.35	2685366.86		7747558.4	6812490.0	27143758.06	3236425.64		345274.58	396944.14	53037.6			907665.84	9771854.4	58453.65	87398.26		1609486.08	2961709.31	21419760.0	11173.44	30356.5	491363.52	57453.15	24402610.7	1050664.86	330385.8	33012705.0	26963289.84	730892.88			274420.3		451383.32	8255749.92		46750.4							354349.84	185287.0	171805.92	32602.5	435095.52	39381.6	2040093.72		487949.4	146484.78		4942557.23		128345.75		3798484.38	2420274.78		682023.19		97825.0	2622635.72	105728.0	272472.78	573654.0	102078.0		238170.0	302224.77		31742.28	10673915.63	229696.35	1989616.51	77612.7	17319784.86			
20170807				3697488.22		150740.8			252705.6			64097.55	1593705.65	1730109.95	378236.6					352897.57		2312364.16		650543.7			62538.48	180415.27	2106629.2	56144.0	9414313.74	2641591.92	194837.4	10389945.73	1551016.48	1513888.25		185420.0	12654171.75	431641.6	218811.36			2579765.16	3410649.0	53992.96	440366.16	302399.16	58391.4	272716.29	194084.1	513787.2	62952.0		4969408.62			728370.0	733924.6	318912.52	1543955.65		2373422.32		62728.5	1370626.5	111698.5	95862.14	310614.36	2762893.65		8254022.84	6742464.35	29019933.31	3530287.72		375457.5	430893.12	57603.0			948133.34	10375563.12	71736.03	114268.88		1687074.24	3309390.42	20077314.2	21734.72	36365.76	525659.52	61199.1	25736176.83	1100191.12	376515.3	35661636.78	28430786.02	839795.79			285770.0					50470.8							415045.46	231383.1	204629.28	38113.6	487741.26	49183.75	2212741.5		487130.38	168208.6		5204309.55		155271.48		4154449.75	2606645.72		761285.46		116762.0	2803374.0	113545.25	305502.2	635311.53	103046.35		258368.0	310368.06		37902.75	11301422.04	239892.1	2068249.92	87632.16	18966128.21			
20171006				3804990.28		144289.1			181045.0			46286.24	1739378.48	1647390.35	326780.25					409401.0		2272417.92	177343.8	659485.05			60726.0	201142.08	2015297.6	57826.4	9522483.3	2807296.65	175686.1	10855278.72	1282397.4	1479058.5		177349.5	12536631.3	455962.71	165270.58			2649887.73	3739730.04	42651.0	435947.26	655011.9	50921.7	258163.4	216927.72	527553.9	59032.0		4960318.75			659847.44	773144.91	301209.84	1433663.02		2399842.8		48409.4	1420782.68	112542.1	89510.73	307793.57	2772118.5		7978753.05	6962294.4	29626007.61	3315436.8		359186.4	446298.48	59390.55			1002593.32	10169917.59	84239.01	107501.86		1734585.84	3582926.1	19878045.6	15338.7	23656.1	515552.4	54405.45	26298763.05	1116552.92	371208.7	37583557.65	28904678.94	859603.8			282224.25		397931.4			40138.8							487664.04	228910.5	198951.0	39731.45	423860.17	40881.8	1935632.56		460508.95	154195.84		5483359.2		121156.2		4305985.32	2693291.87		603677.8		112118.7	2857230.27	95010.21	282615.96	632923.2	110041.95		235549.6	327244.86		37205.63	12007021.38	249306.6		81150.16	19312200.6			
20171020				3799833.75		152227.3						43831.04	1745472.8	1528489.2	328274.85					448777.45		2260492.85	202238.3	685279.92			72495.5	215099.58	1877305.56	71983.8	9595085.5	2620234.53	175018.14	11236492.3	1239722.45	1345018.35		189207.2	12940004.92	452315.56				2541145.24	3723632.55	86448.19	453700.17	629821.86	54437.4	245411.48	230618.4	561412.5	57408.0		4708103.4			667684.71	752431.68	299622.18	1444707.6		2446327.98		55356.4	1354651.2	122174.2	93980.45	315360.48	2581553.81		7420950.69	6489993.44	28490050.71	2692776.86		369139.32	466956.23	59028.75			1022337.84	9610331.0	95272.76	116394.33		1801746.25	3449025.16	19379988.04	14308.05	34987.68	518862.96	62546.4	24925639.52	1071440.71	376559.8	36331277.92	27139114.6	913658.88			304761.6		341409.46			70125.0							518094.72	236751.0	220500.0	45790.5	393156.45	44822.1	1915706.88		443983.56	168469.6		5342635.1				4297461.45	2403811.15		614200.05		120408.3	2950616.9	101991.87	337579.82	801565.38	107366.4		236349.3	341169.21		38803.7	11133267.36	256266.75		82387.86	18704676.1			
20171121				3933554.04		159390.85			161800.2			35555.74	1845170.91	1572013.38	348091.15			230459.48		454977.5		2308071.08	219107.8	727405.92			65975.7	208650.64	1805081.23	67209.25	9387602.8	2610164.96	177921.1	11360947.92	1176417.45	1369149.88		181443.05	11273920.35	472609.14	142084.47			2528451.45	4012104.9	80105.25	436737.06	571540.06	53479.8	261509.58	180028.8	570293.82	51346.1		4718624.38			596798.4	713213.14	308892.65	1418044.95		2448692.13		43981.2	1442323.84	123827.2	89776.8	314687.71	2501033.08		7408449.75	6384561.33	30092919.26	3045184.32		385081.74	458544.24	51769.35			1131081.38	9639975.6	94201.8	125721.92		1793229.96	3651725.31	20001598.05	7090.64	22655.16	537267.72	75357.9	25322680.65	1030218.34	374836.0	35670747.06	26289123.0	875082.96			291546.6		273587.3			47616.45							480738.18	256796.0	200925.0	36665.6	389199.84	28804.2	1917334.74		461672.4	148913.04		5903934.0		99892.3		4495353.93	2411527.75		611264.65		109351.65	3329787.3	83301.36	310852.49	833559.16	117236.1		233000.55	339075.28		30253.96	9842326.66	246976.0		67842.88	21307184.45			
20171207				3281144.31		125676.6			129754.2			30486.96	1761614.4	1354370.22	374801.5			218620.44		437171.52		2297695.2	220446.0	694899.92			61804.96	196772.52	1693657.63	59858.4	8771466.09	2602996.34	153505.44	11302802.51	1206929.98	1299998.64		174841.15	10855052.6	418644.72	142432.56			2387150.64	4027353.21	71550.71	411266.18	459259.54	50352.4	235886.85	180924.66	546758.91	56095.2		4711939.56			623450.52	618027.93	303665.22	1520901.41		2318842.5		50054.55	1454657.75	111666.3	73098.15	327996.72	2547551.6		7166409.84	6138211.94	26808463.5	3229691.74		369430.25	432400.95	45034.0			1088171.5	9457535.0	95316.36	125322.12		1679159.16	3570743.55	18890480.63	10272.24	19720.1	520709.52	67671.0	24228059.24	990896.94	357231.6	33183755.08	23149822.08	766845.14			264453.0		329024.16			42386.25							494172.0	239011.5	189890.36	33665.8	436899.66	38777.7	1989042.3		441792.12	137045.16		5334777.32		99982.4		4258490.8	2097872.32		377822.34		104887.5	3431142.66	90770.79	343004.75	782934.72	115432.1		198643.0	330901.81		29600.64	9592330.0	242301.15		63710.4	21466224.36			
20180108				3686678.64		137340.35			154157.15			67760.42	2293303.32	1540760.52	381975.05			244105.54		527820.63		2561220.97	222783.4	699289.18			69511.12	224110.53	2044979.37	75768.0	10320277.35	3139603.92	175221.64	13343315.04	1581314.67	1429107.55		217161.2	12047107.5	487697.0	171642.88			2884817.32	4657111.24	83193.99	484885.88	525066.99		254557.8	185720.64	594361.8	63330.9		5593003.57			652170.15	675574.72	333304.8	1728233.88		2678041.43		67435.4	1638176.4	121442.75	85324.25	372590.82	2878069.26		7742329.92	6968235.66	30388388.6	4027326.75		405331.77	632610.56	50677.2			1280511.8	10547546.4	108833.79	147148.32		1993461.51	4115495.54	22394747.28			590053.04		27942918.96	1154253.23	562004.9	38297789.12	26822844.6	856238.61			299628.0		338250.97			46804.6							463941.54	278241.6	211680.0	33978.75	512372.7	40749.3	2301670.24	124076.26	482196.0	161654.12		6424874.13		134654.4		4978706.13	2535880.93		461412.34		114623.6	3834448.86	231036.0	407019.47	1118252.46	133215.95		216667.5	372604.62		29717.28	10797141.6	271518.0		72763.62	24109220.0			
20180122																																																	52854.6																																																																																																							
20180209				4159514.16		161632.5			191053.67			71184.0	2442841.6	1957335.9	383094.8					569154.5		2739890.34	226536.2	819057.0			74794.06	240144.3	2132511.2	81030.6	10876282.86	3185488.96	175072.2	15109241.04	1668589.67	1470091.2		237423.0	14189379.93	534768.6	164376.8			3764327.0	5323651.32	80643.66	572511.88	535512.64	55071.0	269096.64	224318.72	644791.68	66132.9		5884243.84			626598.72	882256.2	379316.92	1755993.5		2749750.65		71070.15	1785641.0	141483.25	90751.89	362763.9	3061376.4		8322805.5	7287157.5	33438273.0	4815584.34		424265.52	674674.0	55989.4			1406504.5	11635924.5	116197.55	162699.66		2250742.62	4700241.7	23316039.9			674947.59		29748305.7	1282531.96	622937.25	38593279.2	29181471.06	870681.6			319704.0		379127.84			47517.15							472993.74	293062.0	204243.84	38841.0	628230.9	48013.0	2515423.1	128542.31	538419.42	160196.21		6587636.85		105623.28		5525646.9	2745490.24		473271.12		119273.7	3971953.72	228859.2	425323.36	1215150.74	143883.15		211724.65	374759.49		32609.4	12053282.25	304891.5		75591.66	28007537.67			
20180307				3550476.24		150119.15			177365.08				2166319.35	1593729.34	314152.8					597109.24		2281468.8	200883.9	659123.3			65804.91	203411.78	1872291.09	77088.6	8868303.2	2546646.59	139018.6	12638228.2	1463103.8	1209975.78		208778.7	10516369.5	431804.92	122561.9			3203483.5	4742735.4	70050.96	515735.0	412662.58	49736.4	231826.7	176450.46	598538.42	62704.9		4441929.72			499088.96	802113.12	298656.54	1441393.0		2145647.88		58647.4	1424449.44	111752.8	73175.0	307721.6	2634181.2		6266301.36	6015807.0	26790924.18	3709047.24		352856.26	583860.6	48672.0			1143495.36	10057033.17	91864.38	150230.34		1935461.22	3868360.11	18611456.0			569582.1		23960556.75	993532.47	490612.5	31130401.34	24502929.92	774896.78			255829.0		321736.73			40478.2							385640.96	226464.0	210280.14	30510.0	503877.3	33926.2	2176308.4	125155.53	403489.1	97391.54		5683255.2		79980.6		4549497.75	2193557.52		332637.84		98189.0	3269456.0	187554.32	332183.6	1077454.14	128319.1		193161.0	311828.3		29511.8	9532331.8	270870.15		62875.05	20719304.32			
20180409				3540509.95		130579.5			183452.64				2029174.4	1517618.5	229179.0					568367.37		2199154.4	194639.8	608125.8			68800.0	208388.21	1837233.52	75394.0	8728473.6	2505396.42	126912.45	12019761.27	1301367.9	1139962.51		212613.2	9198930.49	414629.1	114077.08			3119786.52	4913361.24	66690.91	529785.36	380649.54	44394.0	212401.8	150354.78	602964.38	49794.15		3738267.72			438685.53	868555.17	288805.86	1454378.64		2059555.52		58526.65	1352370.8	118252.2	69501.87	299066.4	2458808.22		5539574.28	5654845.11	25660354.92	3078731.88		344299.44		46940.85			1180352.28	9102982.2	129895.5	152034.23		1860867.49	3296783.46	17358862.08			567419.58		22658885.1	939879.3	457272.15	29359524.56	22536465.0	731841.6			258670.8		261824.64			39490.2							354560.58	240093.5	183395.0	27007.5	434500.11	23520.9	2056333.82	119945.28	391052.7	92538.17		5731504.24		84221.9		4332529.72	2077902.72		318674.29		84614.27	3179446.79	204471.75	319602.42	1026979.03	134948.9		176588.5	300854.45		30879.27	8044953.6	267614.4		64256.64	19397684.25			
20180508				3553707.8		122796.65			155878.36				2005223.28	1422136.47	212166.5							2120441.07	209653.5	512946.0			57284.72	178245.5	1616815.2	78327.5	7619516.3	2116046.0	118378.17	12064220.4	1184432.45	1029654.22		206327.4	9905106.18	394459.96	108675.42			3032708.76	4661873.2	59652.11	486642.24	327599.85	39746.7	222993.55	144910.4	597424.03	57162.6		3480960.42			380059.11	903780.04	187775.44	1473598.75		1835490.16		56478.25	1218770.85	122470.4	65139.05	286637.26	2137009.8		4809721.42	5099862.7	24490434.17	3107539.16		337962.69		45605.7			1270343.36	8265533.0	133103.88	157957.71		1768674.39	3040345.0	14992479.78			524873.55		20100989.72	1006566.0	476593.15	25698206.28	17834180.0	735783.79			261310.8		248228.8			41701.2							318584.56	272118.1	172303.15	25538.85	441954.71	20614.2	1814670.56	107982.72	261146.2	93245.22		5623794.99		95079.3		4334897.56	1885010.4		308231.0		78141.35	2921137.1	187693.95	319596.98	1027553.34	160752.65		166086.5	276939.0		30328.0	7832793.75	258128.3		68845.92	18500878.24			
20180607				3572333.28		126908.7			116641.28				2129206.88	1427612.55	271593.0							2224569.75	213686.0	539666.4			65981.68	202332.24	1735567.8	91047.75	7748692.6	2345274.0	93088.8	12585105.96	956151.63	899126.67		202297.0		449844.96	131210.0			3140963.94	4903394.08	63423.4	544837.26	349231.85	43170.4	212358.22	159795.94	563964.25	69171.3		3517242.3			351657.54	874018.24	230182.24	1557162.81		1884028.8		51345.4	1183486.56	133681.1	82393.38	308926.62	2465826.66		5171271.08	5349432.48	25183779.52	3174733.18		360615.04		50473.05			1302990.0	8554135.04	201121.25	148270.43		1798193.74	2959070.04	15577642.48			624782.96		20891035.48	1102653.76	542736.0	27408017.53	17996659.84	750685.32			268888.2		251393.96			31836.0							294782.04	319488.0	179611.0	28513.6	398682.57	21975.35	1779572.92	118900.16	311182.88	122094.84		5587498.84		104979.98		4716498.4	1699972.75		396653.16		82431.6	3027494.12	189155.57	340792.55	1119554.44	182052.0		240597.0	281476.89		34932.03	7716106.98	281680.0		84940.0	18124831.68			
20180710				3728545.48		134371.8			103955.4				1887522.13	1427869.93	289970.2							2085381.45	204903.65	573316.48			69437.56	212710.32	1887180.0	94648.5	7845833.79	2548786.25	98374.64	13359046.5	1001283.3	1065188.5		221241.15		475748.28	133098.64				4664678.79	51998.88	546115.04	375775.62	49093.85	206578.35	181516.2	573762.35	97969.05		3666542.66			405011.8	895566.12		1577629.58		1927924.02		55491.0	1164564.0	133803.5	89712.25	331012.37	2638221.33		5573201.94	5378239.04	25876478.94	3650391.05		386607.06		53803.9			1458372.37	8877525.0	265545.28	173801.17		2045854.07	3528304.8	15711918.93			569379.58		22504517.7	1127815.1	554647.1	28648644.48	18256848.06	861490.3			301636.5		268409.5										313767.6	383316.3	170397.82		406176.28	22677.3	1776859.36	126306.68	273835.1	133699.28		5460806.5		114953.04		4929308.78	1872392.76		430949.57		79562.15	2981962.35	188564.0	312441.84	1185014.06	202351.5		241875.1	282135.96		35499.3	7357118.82	297765.0		104919.78	18468880.8			
20180720																																												3192374.0																229664.05																																																																																												
20180807				4194689.15		147322.9			111465.84				2211285.28	1520600.02	334536.0							2317873.86	216795.0	653771.65			73298.73	226912.4	2136958.5	98894.8	8759826.76	2759979.24	115034.5	15250056.0	1041282.0	1171293.4		230880.0		519035.52	136867.71				4771865.7	51992.16	595570.01	432121.14	48701.4	204047.6	188620.8	611496.1	109623.8		4142397.28			423485.22	940424.04		1649654.1		2205976.8		55277.65	1139383.4	161011.0	103230.0	365284.58	2930165.07		5822626.04	6004059.88	29696071.65	4152686.44		442508.79		54443.75		140948.05	1628163.2	10137164.0	305428.5	172640.61		2238389.12	4003973.47	17606835.05			575314.74		25697464.98	1246061.48	594133.8	32047037.8	21325237.66	949629.36			293447.0		331120.44										328343.94	383965.45	170200.92		425048.4	29036.0	1999164.16	158683.35	576012.36	137147.04		5695685.55		197339.6		5239595.3	2000629.51		426014.77		82298.7	2770057.28	211390.01	255088.26	1143428.22	252024.5		265786.2	291592.16		37168.32	9230854.36	353952.7		109560.9	20866802.0			
20180907				5048327.9		195939.8			161044.5				2451835.26	1629690.64	368780.85							2622233.0	265617.05	760761.67			77042.79	265379.29	2464144.28	119617.1	9876847.68	3362260.0	155424.8	18174630.88	1113819.98	1274293.35		292226.6		586973.78	117716.49				5619618.0	56191.85	683188.4	517434.64	56655.15	212168.88	241201.52	677201.23	156204.0		4656877.4			474241.56	1168101.45		2011924.5		2550158.24		88652.7	1299982.2	198426.7	110395.92	385728.93	3333648.5		6361757.62	7192786.3	32663906.4	4905468.48		531787.2		58267.3			1758074.16	11318408.48	456897.76	181914.2		2682556.38	4612771.26	19996324.92			710555.5		28505351.88	1419844.25	606797.1	37704656.4	21882530.7	1195886.7			351216.0		272224.4										388607.67	473378.4	191828.0		574763.03	37839.4	2095645.44	193769.51	630578.43	136047.6		6414568.52		224323.5		6574009.78	2270131.74		516652.92		90717.1	3337480.35	201710.7	311062.08	1243111.1	284542.65		266375.6	289813.44		41948.56	10237189.8	434415.1		110685.19	25523391.2			
20181005				5162980.35		186894.6			179784.0				2460066.3	1778558.35	337113.45							2454264.56	270914.7	888535.02			71971.88	249279.08	2667256.62	154269.4	10190325.6	3578404.31	167515.32	18930858.24	1126832.96	1214687.43		278884.2		583116.24	113763.3				5978464.8	54127.96	641806.95	434192.16	52984.8	197104.24	247934.12	649144.08	166691.4		4673816.32			484363.2	1159351.15		2107624.2		2644452.0		75898.0	1393658.88	202953.05	109354.16	413740.38	3346465.86		6170225.82	7291256.04	34295335.96	4345948.34		526412.88		64670.4		167942.37	1788942.6	11638938.0	467913.6	194527.74		2933413.75	4517341.08	20965082.82			798320.12		29114508.8	1419533.43	636496.2	38440191.65	23280485.4	1212852.84			340799.5		251957.76										391048.71	461150.0	200342.16		629498.06	32284.8	2140957.65	215447.65	552330.24	132797.2		6655542.54		225991.08		6658791.25	2137678.5		494146.95		94155.75	3254981.34	193138.29	277247.15	1223923.84	267379.9		299130.0	268902.92		40337.6	11286232.2	438682.9		106199.8	25462757.4			
20181107				5417856.0		198101.0			173243.94				2488773.48	1934692.86	363843.31							3564948.96	303424.5	959376.0			71077.5	245187.25	2974940.39	155494.07	10068101.68	3994409.16	179549.6	20187330.24	1003388.92	1393044.96		317875.48		682286.33	141440.4				5932324.98	48742.48	700459.98	487380.46	53782.56	200533.32	227067.52	766768.12	193836.8		5445167.0			496142.68	1277558.4		2549047.68		3079572.16		82692.5	1475070.45	208012.0	118156.12	476649.0	3773296.74		6872007.4	7490383.53	38864603.47	4936745.94		676284.18		67744.2		1107696.71	2266380.06	12540766.68	496572.8	195784.4		3543624.75	4511984.6	25163920.88			737573.4		32559381.22		618744.5	45269543.97	28386319.55	1189456.0			315817.02		238741.02										429373.59	561516.8	219393.0		697073.56	31413.72	2513018.4	216280.61	528334.38	136681.48		6732499.34				7194015.03	2223563.79		533272.88		111890.48	3730533.3	194241.78	220947.2	1292150.79	283425.06		346279.6	280771.23		41805.92	13407189.6	474609.24		131812.17	30518599.5			
20181207				7363499.48		255500.28			275569.44				3658966.5	2333933.28	580670.56							4483400.18	408825.69	1407049.26			102019.41	350796.62	4614759.48	251967.2	14948612.16	6148831.5	311004.85	29005515.0	1187585.76	2049425.82		444554.9		1027363.37	126518.49				9065339.0	82483.96	781001.9	613914.0	76642.77	296937.84	290269.6	1077902.7	228185.42		7158858.21			579649.62	1878529.84		3766166.41		4341194.9		102026.32	2141392.68	303525.6	140060.4	674005.8	4704535.0		8926153.87	11485229.25	56656341.52	7061310.96		991669.84		105368.25			3208038.96	18795088.81	478042.5	264732.3		5171885.95	7101393.6	30295202.04			994112.46		47982612.08		1038344.8	66787145.88	38679286.24	1827465.86			437108.76		343929.06										668085.6	715605.15	300846.4		969971.55	57200.0	3362213.76	339760.0	570593.4	189590.32		9436719.95				9560827.32	3480071.34		846149.72		179868.37	4920860.88	307693.47	322826.26	2016790.36	418347.0		459233.2	387947.76		62909.25	20465650.3	707158.2		183618.93	41096852.64			
20190108				5701166.34		198726.44			165162.03				3142286.3	1867190.0	493351.32	440661.76						2568583.32	323342.3	1158621.75			93263.4	317895.42	4030475.0	188293.3	12275638.76	4898615.04	224796.6	22130451.4	791085.57	1506739.52		288239.04		783039.04	82958.94				7197560.16	50503.05	673058.43	481022.01	63224.7	225186.38	208038.32	866946.0	192858.8		5769968.64			365660.0	1599103.2		3087925.6		3750370.3		80033.69	1615763.94	280118.25	116988.5	536416.29	3717929.5		6634098.91	9830816.77	47631313.6	5488033.88		832957.2		71349.03			2692212.14	14611627.22	355040.4	193016.4		4210612.9	5075934.24	23020149.84			789697.61		38985332.16		829240.3	56688794.32	26118855.63	1462411.08	241192.89	118412.0	330078.0		183829.18										509036.1	518955.86	274039.92		699433.59	37769.2	2667889.19	277701.31	425889.27	151266.84		6828068.36				7681054.68	2644787.26		699332.4	60210.7	143377.52	3868449.4	252034.38	128680.92	1690174.26	347754.0		342899.1	256607.12		53000.52	14337454.5	638193.6		159524.25	33950918.43			
20190207				5907839.24		219720.4			197435.07				2915244.09	1810547.16	399562.02	515697.28						2458846.4	308278.29	1118922.35			100883.1	343239.66	3662945.6	183998.16	12450425.5	4405912.5	250500.25	21889730.85	833440.7	1485860.43		297179.74		821669.6	83104.14				7113539.68	46044.05	643382.25	472971.15	63265.35	237401.58	230282.4	860560.47	206587.2		6152226.21			399794.22	1529362.51		2861832.3		3523521.34		79120.69	1661853.15	268592.31	126809.8	531716.5	3552092.09		6730971.5	8856989.96	45668299.16	5317232.04		709738.2		73255.16		405865.7	2510397.04	15174206.84	337635.0	225251.27		3512572.52	5502251.4	21281946.2			790602.75		37016872.14		848287.86	55565945.0	27343991.36	1449123.84	285961.5	103793.78	337110.4		208796.46										584934.87	503743.34	290474.03		681843.78	45302.4	2780093.68	272059.1	520186.98	178421.72		6763833.45				7335272.2	2920577.65		758762.55	68816.65	138873.34	4344735.36	253580.54	158178.36	1748787.35	327378.59		343622.03	265383.18		50362.32	14266287.42	582153.66		155766.24	33033723.6			
