ACV	ADM	ADY	AIPC	AITP	ALCO	ANDE	AOB	AOI	ARDNA	AVP	BARE	BDBD	BEAM	BETR	BF	BG	BGS	BJ	BNNY	BOBE	BRBR	BUFF	BYND	CAG	CALM	CASY	CCE	CEDC	CELH	CENT	CENTA	CHBT	CHD	CHEF	CHTT	CIGX	CL	CLX	COKE	COST	COTY	CPB	CPO	CQB	CSKI	CVGW	CVS	DAR	DEMB	DF	DLM	DMND	DOLE	DPLO	DPS	EL	ELF	ENR	EPC	EPC_w	ETP	FARM	FDP	FEED	FIZZ	FLO	FRPT	FRZ	FWM	GAP	GIS	GMCR	GO	HAIN	HANS	HEK	HFFG	HLF	HNZ	HOGS	HRG	HRL	HSH	HSY	HTSI	IG	IMKTA	INGR	IPAR	JBSS	JJSF	JSDA	K	KDP	KFT	KHC	KMB	KO	KR	KRFTV	LANC	LDG	LFVN	LMNR	LNCE	LNDC	LO	LW	MDLZ	MED	MGPI	MJN	MKC	MNST	MO	MTEX	NAFC	NATR	NBEV	NGVC	NHTC	NTY	NUS	OME	PAS	PBG	PBH	PEP	PF	PFGC	PG	PGPDQ	PM	POST	PPC	PRMW	PSMT	PTRY	RAD	RAH	RAI	RCPI	RDEN	RDK	REV	REYN	RNDY	SAFM	SAM	SEB	SENEA	SFD	SFM	SFS	SHF	SJM	SLE	SMBL	SMPL	SPB	SPCBQ	SPTN	STSI	STZ	SUSS	SVU	SWY	SYY	TAP	TFM	THS	TPB	TR	TSN	TWNK	UNFI	USFD	USNA	UST	UVV	VGR	VLGEA	WAG	WBA	WDFC	WFM	WFMI	WINN	WMK	WMT	WNI	WWAV	WWY	WWYWB
20150821		47515599.0					2416108.0				4409576.0		1717679.0			21471576.0	18691607.0	3861963.0							29770901.0	4100616.0	7398322.0	19423425.0			1547899.0	1926873.0		18963938.0	1782832.0			91339705.0	23136543.0	3357126.0	97787917.0	4669196.0	15915493.0				2650549.0	179055052.0	3992945.0		3720627.0		2472684.0			25428938.0	32821708.0		3965683.0	9856024.0			162189.0	3810479.0			7480909.0	137265.0				55474945.0	14943015.0		11824305.0				6979485.0			3705086.0	14252913.0		22677514.0			2351579.0	11247705.0	2160091.0		4037496.0		28257634.0			73980928.0	65987836.0	242590628.0	57813116.0		3856937.0			1281810.0	3690597.0	149720.0			115756058.0	1791417.0		28099446.0	15930853.0	35129476.0	141910374.0					2005821.0			4492821.0					204283390.0	9363849.0		301611092.0		186015092.0	6154036.0	3506286.0		4078070.0		15096525.0		58793002.0		1042185.0		2090001.0			3275591.0	4108067.0		1587440.0		6396263.0	167927.0		18937598.0				5964773.0		3544002.0		32254535.0		4338416.0		33359813.0	17576702.0	2788951.0	6385586.0		2383850.0	22374885.0		4117096.0		2689698.0		3700548.0	4376613.0	1579494.0		130767543.0	3468591.0	20967892.0			1879728.0	163148860.0		15603694.0		
20151007		43669274.0					3470177.0				944658.0		2650765.0			19287539.0	17383073.0	4588799.0							28335815.0	4463408.0	8017413.0	18958978.0			2120992.0	2492025.0		18678930.0	2099146.0			82095936.0	23569708.0	3114675.0	93478753.0	5335530.0	15240856.0				3202643.0	146389402.0	4876106.0		4234236.0		3179013.0			23737346.0	29295373.0		5416690.0	10074945.0			1115659.0	3974955.0			8436533.0	2326314.0				52405713.0	11707710.0		11147239.0				7884960.0			3678592.0	15090356.0		21945291.0			2718391.0	11067493.0	2512715.0		4449454.0		27925222.0			66197983.0	59512026.0	216345757.0	49614347.0		4591953.0			1845217.0	4353730.0	1709077.0			105238591.0	2191803.0		25479223.0	15553705.0	31292791.0	131028872.0					1913483.0			5993764.0					178208051.0	9276185.0		259361161.0		158222253.0	8417138.0	3926184.0		4380140.0		14066275.0		55576919.0		1828984.0		2577182.0			3941356.0	4679902.0		2152718.0		6291539.0	1238914.0		19807449.0				5805006.0		3372568.0		34545024.0		4483878.0		37037316.0	17408434.0	3432765.0	7001625.0		2756827.0	21043898.0		5456647.0		3122288.0		3494353.0	5006111.0	1802932.0		114160575.0	3721992.0	19336688.0			2137540.0	129785333.0		14012349.0		
20151021		39703173.0					3303718.0				3364888.0		2618253.0			18801507.0	17354581.0	5410018.0							27189502.0	4505270.0	7677832.0	17580640.0			2615776.0	3107893.0		17936142.0	2157205.0			81858196.0	24176617.0	3824476.0	95220308.0	4678106.0	15891170.0				2427211.0	136123343.0	4391985.0		4171217.0		3184875.0			24135941.0	29243515.0		5275244.0	9199094.0			2661262.0	3922829.0			8860755.0	1859571.0				51141615.0	10633849.0		9330828.0				7348671.0			3312998.0	15431179.0		22237349.0			2553548.0	11032492.0	2440188.0		4354997.0		27687529.0			63446762.0	60106992.0	217872543.0	51190905.0		4628838.0			1937167.0	4270184.0	2144771.0			102664151.0	2162472.0		22606989.0	15910459.0	30122301.0	131299677.0					2124102.0			5323386.0					178476329.0	8533929.0		260577039.0		155232071.0	7523666.0	3846669.0		3910078.0		10221552.0		57987458.0		2531902.0		2251217.0			3836492.0	4722508.0		1967950.0		6413050.0	2565961.0		21164494.0				5308312.0		3046319.0		33329149.0		3832928.0		35744102.0	20956656.0	3530365.0	6755206.0		2713625.0	21179297.0		5407410.0		2786082.0		3446206.0	4900469.0	1806661.0		108175342.0	3879800.0	18448374.0			2650833.0	128308310.0		12025487.0		
20151120		44856658.0					3495431.0				4280271.0		2883390.0			21134917.0	17732855.0	5516479.0							27903631.0	4522288.0	8131035.0	19139193.0			2766097.0	3344282.0		18875405.0	2349477.0			87799562.0	26163324.0	4281015.0	106852911.0	5159324.0	16341327.0				2845492.0	142979111.0	4052412.0		4686343.0		4202731.0			27968342.0	29900867.0		6010976.0	9790951.0			2853240.0	4644176.0			9942777.0	1757789.0				54334535.0	10629283.0		9237604.0				7760755.0			3867292.0	16898038.0		21996007.0			2749896.0	12343351.0	2799204.0		4826138.0		30067542.0			71913057.0	67723179.0	235926472.0	55045040.0		5543736.0			1890544.0	4612666.0	2301355.0			116110172.0	2323776.0		26997270.0	16687582.0	31181019.0	149724204.0					2282291.0			5074059.0					198414352.0	9242121.0		283808832.0		177457077.0	8394176.0	3578817.0		4459697.0		13615253.0		64941210.0		2758838.0		2441151.0			3995018.0	5068796.0		2218526.0		6363553.0	2450894.0		22347182.0				5699624.0		3347275.0		36814824.0		3597200.0		38800740.0	22817371.0	3997617.0	7640116.0		2834604.0	22348346.0		5755639.0		2761171.0		3855558.0	5382627.0	1952099.0		113084297.0	4276536.0	17890195.0			2659495.0	116196456.0		12590613.0		
20151221		35590886.0					2857356.0				3734459.0		2430384.0			19635180.0	16113292.0	4800591.0							28551049.0	3935077.0	8359115.0	18052519.0			2226179.0	2640783.0		18652059.0	2258808.0			87770680.0	25977208.0	3107048.0	110518140.0	4535196.0	16386539.0				2715048.0	142729073.0	4249520.0		4116732.0		3038631.0			27744597.0	30595201.0		4595462.0	9052869.0			2484141.0	3670897.0			8198178.0	1581390.0				54668800.0	10798120.0		8057191.0				7550334.0			3279494.0	18194172.0		21410749.0			2364052.0	12210753.0	2219472.0		4077266.0		29459899.0			69338384.0	68136166.0	253018787.0			4832579.0			1916658.0	4182756.0	1918144.0			109610002.0	2169244.0		26507905.0	16723039.0	35612094.0	155486534.0					1729040.0	259370.0		4487246.0					208192175.0	8838359.0		294513960.0		189919444.0	7950029.0	3612971.0		4160262.0		13690318.0		62433893.0		1966965.0		2030556.0			3752619.0	4412962.0		1794975.0		6809727.0	2208602.0		22570062.0				5283492.0		2586509.0		38479069.0		3506684.0		38995433.0	22994248.0	2996157.0	7149810.0		2310485.0	24823050.0		4765464.0		2595623.0		3252690.0	4994827.0	1672078.0		114366090.0	3573992.0	17416046.0			2153076.0	127854436.0		12376507.0		
20160122																																																																																																				55370218.0																																																																																															
20160205		36507017.0					2673557.0				4478506.0		2490813.0			19403879.0	16848022.0	4515269.0							29995786.0	3398390.0	8845848.0	18028241.0			1481157.0	1873835.0		18828082.0	1759557.0			90850294.0	27062859.0	2802441.0	112852970.0	4246763.0	16814056.0				2398550.0	151377487.0	4143155.0		3822924.0		2946454.0			29412708.0	32694653.0		4724429.0	9021327.0			1954884.0	3317242.0			7668040.0	1602657.0				55698983.0	18926483.0		7812638.0				7130548.0			3305521.0	19611761.0		22607895.0			1958474.0	12116572.0	1870632.0		4142952.0		31613933.0			69872301.0	74292789.0	260308645.0	62764367.0		4904972.0			1585791.0	3930368.0	1814414.0			114877703.0	1776865.0		26497673.0	17001970.0	35018560.0	160390321.0					1735870.0	181129.0		4981285.0					211992870.0	8794995.0		318951297.0		195009874.0	7207917.0	3766058.0		3765588.0		13890747.0		63575917.0		1654419.0		2004814.0			3948869.0	4232437.0		1762332.0		7630133.0	2339202.0		23453471.0				5793947.0		2641097.0		39901860.0		3596098.0		39700833.0	23964158.0	2978766.0	6600604.0		2326161.0	27008499.0		4363292.0		2532772.0		3284213.0	4749752.0	1714041.0		118278166.0	3636042.0	20428736.0			2355032.0	135961009.0		12098481.0		
20160307		35987537.0														19561151.0	15669369.0								30306633.0		9052602.0	17388282.0						19071360.0				94160253.0	28144644.0		107954385.0		18470383.0					152910373.0								30272502.0	32351949.0			8694399.0							7483811.0					55813232.0	19208117.0		7191889.0								20380156.0		22809036.0				13016348.0					32820336.0			76648831.0	76631039.0	265922363.0	59540012.0										112905622.0			24885527.0	17878935.0	32457836.0	172171742.0													215411689.0	9099886.0		335490864.0		204160052.0	6985485.0					14139014.0		70360119.0												6714782.0			24941173.0								43653957.0				39412895.0	28672660.0		8685396.0			27639573.0										113221294.0		18273759.0				150495256.0		12015297.0		
20160321		36998483.0					2399772.0				4474216.0					20455469.0	13035540.0	4747512.0							31830629.0	4183818.0	8249029.0	18896488.0			1624935.0	2005268.0		21424352.0	2115742.0			95160343.0	28677745.0	2867330.0	111445585.0	5032729.0	21017354.0				2768088.0	161005151.0	3792426.0		4581877.0		3083016.0			30706759.0	36019821.0		5741158.0	9343260.0			1725104.0	3636012.0			6487028.0	1309578.0				60435419.0	20537925.0		7594193.0				7745154.0			3022326.0	22403323.0		24462316.0			1593979.0	13605891.0	2104147.0		4206475.0		34406495.0			78631489.0	80843853.0	279188297.0	63657647.0		4572221.0			1576335.0	3973938.0	1641411.0			110384103.0	1886283.0		26326419.0	19680844.0	31361948.0	182976681.0					1821001.0	204101.0		4243171.0					220630369.0	9506940.0		346487240.0		217118202.0	8613457.0	4452541.0		3727177.0		14992778.0		73856248.0		1102062.0		2667980.0			4960346.0	4216298.0		2184417.0		8712943.0	2209903.0		25781387.0				5801268.0		3542038.0		42104560.0		2888596.0		44799055.0	28114798.0	3128846.0	9583358.0		2593429.0	34858551.0		3624600.0		2365655.0		3394376.0	4945179.0	1832345.0		116563120.0	4228956.0	20301373.0			2341979.0	146060115.0		12794133.0		
20160509		40875837.0					3003550.0				6000008.0					21774474.0	15810873.0	5454553.0							35930523.0	4319898.0	9413266.0	21021988.0			2042108.0	2567206.0		23139945.0	2422545.0			108965191.0	30406302.0	2775191.0	124535001.0	5224053.0	23086111.0				3166944.0	182845493.0	5872082.0		4369161.0					31892090.0	39604353.0		6352211.0	10461089.0			1920773.0	4082305.0				1559340.0				69208925.0			8939694.0				9278939.0			3852369.0	24245187.0		26373379.0			1871325.0	15264563.0	2729984.0		4374295.0		37857649.0			85328573.0	88779828.0	319465013.0	64906846.0		5296524.0			1839610.0	6854298.0	1799343.0			116244490.0	2003288.0		32249939.0	22367282.0	35460540.0	198103788.0					2023989.0	224028.0		5663372.0					245895226.0	10474869.0		377887597.0		248939114.0	9088987.0	4901768.0		4358661.0		16329707.0		78384590.0		1547484.0		2945824.0			5218085.0	4420212.0		2392579.0		9433847.0	2343541.0		27913263.0				7038288.0		4188296.0		47873018.0		3443962.0		50472839.0	33719650.0	4110260.0	10479921.0		2995197.0	38207246.0		5040684.0		2722479.0		3749119.0	5179564.0	1787091.0		132335227.0	4506393.0	21455012.0			2695760.0	160429743.0		14281993.0		
20160607		45609283.0					3234519.0				5962884.0					21597737.0	17712500.0	6535618.0							36394692.0	4290235.0	9438016.0	22052516.0			2064273.0	2598157.0		23604201.0	2360498.0			110963276.0	30656930.0	2800290.0	118755377.0	5806826.0	22666577.0				3207351.0	179704854.0	6559159.0		4408502.0					32914420.0	40825185.0		6915171.0	10825115.0			2112253.0	4232385.0			7840119.0	1792074.0				67976129.0			9281241.0				8862294.0			4014043.0	21927741.0		27047245.0			1832428.0	16704163.0	2735866.0		4146128.0		38531660.0			86014325.0	83830354.0	312959942.0	60920806.0		5650483.0			2200971.0	7056930.0	1961618.0			126269063.0	2126888.0		33574189.0	21376401.0	38904931.0	201121693.0					1292674.0	244572.0		6134336.0					250609685.0	10104137.0		373129496.0		252555778.0	9602494.0	5260474.0		4494368.0		16377298.0		78394486.0		1971812.0		2980229.0			5381560.0	3759031.0		2306427.0		9242244.0	2334891.0		27692052.0				7418762.0		3858111.0		50150037.0		3061816.0		50474016.0	34024102.0		10820690.0		3087279.0	38265510.0		4522207.0		2691194.0		3665487.0	4991263.0	1836564.0		126335296.0	4329541.0	20342914.0			2755189.0	158895491.0		14343993.0		
20160707		50485066.0					3585657.0				3983183.0				232564.0	22734391.0	18309641.0	7076197.0					228632.0		38609097.0	3897266.0	10471373.0	23127264.0			2458830.0	3039579.0		25940321.0	2056738.0			113875924.0	32545428.0	1749131.0	123283319.0	5224592.0	23009937.0				3311345.0	166124419.0	6011229.0		4867617.0					34223085.0	40408531.0		7791181.0	10832981.0			2136378.0	5323253.0				889553.0				71937405.0			11343860.0				9164392.0			3821276.0	20244883.0		27880441.0			2154374.0	17620306.0	2748999.0	428246.0	4472778.0		38587544.0			94746089.0	87928068.0	322060302.0	63630843.0		6103567.0			1335033.0	7080306.0	2380651.0			133618063.0	2252176.0		32038598.0	22878817.0	41839800.0	210986965.0					201307.0	34387.0		4977998.0					254550397.0	10363390.0	224761.0	390129721.0		263722793.0	10541827.0	5049281.0		4780582.0		16194987.0		81197524.0		1369959.0		2776236.0			5464774.0	2689663.0		2363573.0		7255274.0	2477005.0		29116222.0				7890274.0		4323162.0		50758658.0		1783939.0		51536731.0	36483065.0		12017430.0		3250627.0	38333949.0		3679984.0		2830811.0		3813575.0	5120423.0	2231116.0		127493280.0	4882572.0	22074572.0			3247203.0	189758915.0		16475939.0		
20160721		52325457.0					3670856.0				5090549.0				300089.0	23878753.0	17887966.0	8178913.0					267243.0		41717620.0	3996999.0	11798420.0				3081936.0	3700057.0		27960666.0	2193536.0			122352848.0	36148714.0	2787773.0	134491098.0	5282753.0	26080824.0				4009012.0	170425625.0	7191902.0		4939456.0					37337059.0	41412189.0		8743002.0	11894720.0			2454129.0	5700726.0				2146273.0				84444734.0			11773586.0				9529445.0			4108181.0	22220409.0		35192341.0			2094656.0	20055832.0	2751034.0	200617.0	5191585.0		43719982.0			104113266.0	98302049.0	338310709.0	67656884.0		6622193.0			1569783.0	7966319.0	2193738.0			141268001.0	2411110.0		36484767.0	25951318.0	43431878.0	236289026.0					630250.0	221292.0		7421024.0					275492097.0	11744143.0	281586.0	421270759.0		280958574.0	11828805.0	5338060.0		5188363.0		16271089.0		91029903.0		2832868.0		2899965.0			5413787.0	4383499.0		2774809.0		8064441.0	2352754.0		35482725.0				8285006.0		4573239.0		56774046.0		3058159.0		56176588.0	38401387.0		13448177.0		3574158.0	41367054.0		6342851.0		2714101.0		4145732.0	5513526.0	2407288.0		141762262.0	5320602.0	23574149.0			3312137.0	202327613.0		17883764.0		
20160805																																																																			8181975.0																																																																																																																																
20160909		57873028.0					3280385.0				5825086.0				301300.0	24739167.0	20871543.0	9203037.0					305361.0		42937744.0	3974466.0	12666803.0				3450403.0	4080185.0		28138097.0	2304314.0			130918797.0	36074920.0	2853469.0	150712710.0	5759101.0	25718008.0				4172623.0	173684309.0	8049425.0		5318492.0					40097412.0	44474017.0		9198157.0	12563316.0			2446914.0	6278685.0			8467473.0	2097058.0				89572136.0			13165826.0				11705881.0			4679183.0	23901460.0		36176653.0			2270079.0	21737173.0	3299784.0	228776.0	5592844.0		46642071.0			107010947.0	97523945.0	342657978.0	66164522.0		7115050.0			2466039.0	8510424.0	2437023.0			143660098.0	2692851.0		37779411.0	26213117.0	45677229.0	244110900.0					1486118.0	275203.0		9049805.0					298061214.0	13402806.0	297889.0	448132550.0		291408497.0	13059176.0	5115372.0		4567662.0		16007082.0		88953066.0		3019747.0		3332156.0			5779276.0	4984760.0		3128312.0		8525718.0	2271544.0		37806507.0				9468458.0		4944524.0		59475880.0		3327652.0		60336541.0	40871968.0		14224226.0		3621363.0	48012445.0		7135245.0		3527202.0		4477134.0	5728025.0	2689558.0		141978753.0	5468564.0	23551683.0			3529836.0	212762423.0		22243721.0		
20160922		56202062.0					4072851.0				8065717.0				360152.0	24764627.0	20594842.0	9196401.0					308638.0		42939509.0	4422506.0	12588033.0				3415363.0	4408262.0		28799290.0	1525300.0			132411211.0	36495164.0	3034557.0	147931763.0	5428889.0	25357158.0				3767495.0	182165585.0	7265716.0		5023048.0					38585098.0	43260846.0		8952038.0	12001580.0			2573640.0	6501719.0				2570284.0				89354727.0			9256296.0				10564850.0			5153557.0	24774613.0		32631366.0			2201479.0	22634968.0	3490910.0	289906.0	5689104.0		46946596.0			112247039.0	97612711.0	345398790.0	62691763.0		7461303.0			2332725.0	8487608.0	2568555.0			147589831.0	2832356.0		35849519.0	26457498.0	44319704.0	241952384.0					1380409.0	265348.0		9569937.0					295811082.0	13687757.0	280850.0	462910897.0		295188723.0	12904449.0	5146194.0		4969283.0		17413133.0		89194721.0		3086361.0		3375912.0			6435477.0			2373541.0		8437057.0	2149161.0		35175972.0				9981662.0		5095919.0		60005881.0		3798977.0		60327182.0	41417499.0		13222413.0		3777042.0	49886780.0		6590705.0		3538148.0		4612271.0	5859677.0	2739752.0		146422549.0	5706955.0	23019412.0			3506098.0	210937102.0		22486565.0		
20161007																																																																																																																																																						5016300.0																																													
20161021		54529521.0					4023867.0				8074086.0				314102.0	24389378.0	19218121.0	9568018.0					348821.0			3713213.0	11599882.0				3494608.0	4544228.0		27976750.0	1543202.0			132965567.0	35117496.0	2993869.0	140143117.0	18351926.0	23025965.0				4217814.0	174758384.0	7005759.0		4821780.0					37887897.0	43228527.0		9092370.0	12009588.0			2859713.0	6736594.0			7075812.0	2117174.0				81150980.0			9036680.0				10863871.0			5039323.0	24729298.0		31447142.0			2302889.0	22141716.0	3299543.0	258806.0	5595186.0		44547729.0			113045849.0	96822037.0	338886414.0	58563418.0		7371679.0			2656546.0	8132069.0	2692151.0			144907096.0	2913344.0		33521020.0	26089612.0	42565504.0	233071660.0					1248425.0	233512.0		10803944.0					303486791.0	13669669.0	271213.0	468614278.0		289162127.0	11825376.0	4742665.0		4987070.0		17912486.0		85424767.0				3466920.0			6486092.0	4298684.0		2274054.0		7801425.0	2149255.0		33733873.0				10291088.0		4635298.0		61315270.0		3494108.0		57402374.0	44778746.0		12258565.0		3655120.0	49662270.0		5823938.0		3582712.0		4466522.0	5974123.0	2775747.0		147267828.0	5459713.0	21655062.0			3682758.0	214413048.0		22268021.0		
20161107																									43699848.0																																																																																																																																																																										
20170105		55052713.0					4308313.0				7537482.0				211708.0	22937123.0	21849054.0	8222008.0					338634.0		33517049.0	3863732.0	11434559.0				3821286.0	4934072.0		25183541.0	1768219.0			115216793.0	31935237.0	3216834.0	135857206.0	20059272.0	23567820.0				3423451.0	148713641.0	6924415.0		5747941.0					35454802.0	37350545.0		8038371.0	11788536.0			2759702.0	6870832.0		204182.0	7149319.0	2229324.0				76242948.0			9790289.0				8448899.0			4916462.0	21964446.0		31311940.0			2631447.0	19239286.0	3494539.0	316334.0	5614316.0		40769712.0			101557250.0	87387980.0	318215554.0	62769591.0		7444106.0			448500.0	8875034.0	2826066.0		10184817.0	134065796.0	2996420.0	201782.0	30129295.0	23477160.0	38333163.0	233951643.0					1167304.0	205608.0		8556529.0	210760.0				275062288.0	13282774.0	269848.0	416444357.0		258830780.0	11544302.0	3892655.0		5387522.0		18262501.0		96528250.0				2574756.0			5346047.0	4716975.0		2980101.0		7441559.0	2236694.0		31016447.0				8820068.0		5713105.0		54823163.0		3198343.0		61218117.0	39373455.0		9579816.0		3687798.0	37210436.0		6726902.0	200642.0	3108023.0		4157321.0	5831539.0	2947688.0		152424610.0	5157728.0	22841549.0			3810047.0	206215237.0		22196863.0		
20170123		57526350.0					4841636.0				6998020.0				194269.0	22492477.0	22866922.0	8323445.0					343700.0		35756285.0	4148253.0	11199090.0				4331349.0	5510490.0		25139779.0	2167081.0			114395140.0	32822109.0	3518516.0	143394356.0	19464519.0	24805096.0				3854508.0	151047391.0	6545602.0		6235832.0					36671028.0	36387746.0		7937056.0	10755514.0			2875078.0	6645412.0		204575.0	9131802.0	2452159.0				76486085.0			9676396.0				8205896.0			4863574.0	22120746.0		33151073.0			2728040.0	20248268.0	3286332.0	345896.0	6103222.0		41303325.0			107492230.0	85366895.0	323616776.0	66372876.0		7683981.0				9064573.0	2697969.0		11424076.0	142629248.0	3157719.0	210616.0	29254731.0	23766764.0	37585865.0	244910917.0					1295297.0	199769.0		7779062.0	218160.0				284559700.0	14208186.0	303504.0	420270265.0		265480376.0	12027469.0	4152467.0		4874062.0		18744706.0		98963109.0				2675474.0			6179505.0	4577627.0		3139920.0		6960327.0	2310948.0		31196056.0				8902566.0		6171008.0		55042123.0		3184356.0		62991791.0	38682769.0		9904540.0		3841241.0	39983382.0		6763403.0	238691.0	3087173.0		4800375.0	6144280.0	2609598.0		147351532.0	5527149.0	22901189.0			4522528.0	200296420.0		22161159.0		
20170307		55736529.0					4085418.0				8143551.0				212178.0	22808755.0	21896383.0	8420912.0					346411.0		35290843.0	3912544.0	10815077.0				4295992.0	5484504.0		25708203.0	2256888.0			112789874.0	32789160.0	3318044.0	146708690.0	20378074.0	25511873.0				3468637.0	150720657.0	6078996.0		5681350.0					36836227.0	38608046.0		8936824.0	11606982.0			2723935.0	6269677.0		200860.0	9188118.0	2688042.0				77293508.0			9768155.0				9571759.0			5256127.0	23047886.0		33786049.0			2564272.0	20754217.0	3418934.0	323029.0	5830332.0		40693533.0			109815360.0	90533410.0	324172255.0	65256653.0		7114573.0				9035727.0	2461297.0		11232732.0	142338946.0	3196022.0	178462.0	29112592.0	24321775.0	36088718.0	257565471.0					1375851.0	201443.0		8434339.0	217115.0				281988629.0	14121360.0	347356.0	437451098.0		278689426.0	12509240.0	4181554.0		4939958.0		12746284.0		106090486.0				3067566.0			5962047.0	4138834.0		2808274.0		6862513.0	2349956.0		33066026.0				9699320.0		5903851.0		53722506.0		2670696.0		59635898.0	38317282.0		10402086.0		3615947.0	40669146.0		6471668.0	426795.0	3140356.0		5109316.0	5955296.0	2555931.0		145760034.0	4967391.0	22480174.0			4018441.0	193222978.0		21927535.0		
20170321		59508829.0					4352201.0				6206873.0				224378.0	24750186.0	26330736.0	8204795.0					354991.0		37871413.0	3620658.0	10965993.0				4012065.0	5516615.0		28810211.0	1950522.0			129674659.0	38008965.0	3440023.0	161300065.0	20266963.0	24739513.0				3597418.0	156774434.0	6701230.0		5305469.0					38411876.0	40048862.0		9910569.0	11053996.0			2600734.0	6444056.0		237261.0	8947291.0	2475712.0				75979931.0			8883210.0				9810957.0			5836514.0	22756977.0		35291545.0			2699825.0	19901154.0	3527193.0	306386.0	6216749.0		42195383.0			114500240.0	100786381.0	332881562.0	62164294.0		7276546.0				9506641.0	2502625.0		12012597.0	143627843.0	3454877.0	189747.0	36882247.0	25473557.0	35695297.0	276513687.0					1335775.0	227100.0		8188665.0	225029.0				305114052.0	15422186.0	472968.0	462664469.0		324439700.0	12444813.0	4527458.0		5242385.0		13868160.0		110511254.0				3133066.0			6331280.0	4345106.0		2991008.0		6899407.0	2322787.0		35118001.0				10075038.0		5533709.0		57924995.0		2618550.0		60089518.0	40563985.0		11858961.0		3843512.0	41000635.0		6198856.0	439450.0	2976049.0		5172077.0	6253087.0	2540597.0		156325428.0	5279706.0	23198236.0			4124700.0	208916300.0		22303434.0		
20170424		58554639.0					4167181.0				6233044.0				187942.0	23536976.0	25603437.0	7796385.0					333799.0		37211189.0	3537474.0	10767806.0				4403100.0	6021247.0		28948737.0	1935019.0			130541977.0	37616896.0	4156866.0	153240823.0	19647481.0	23966274.0				3862099.0	153309872.0	7504822.0		5747286.0					40406492.0	41156557.0		10096492.0	11006107.0			2811315.0	6625586.0		343107.0	9040499.0	2694120.0				74549988.0			9399473.0				10124325.0			6162867.0	22463165.0		35730759.0			2484620.0	19929479.0	3722910.0	364925.0	6334041.0		41518834.0			114058450.0	100466466.0	337976839.0	57866988.0		7146111.0				9706406.0	2381484.0		12915575.0	141399115.0	3415913.0	286660.0	37580892.0	25344758.0	39935619.0	264609243.0					1148905.0	235969.0		9211975.0	177162.0				310385213.0	15678603.0	476619.0	458206158.0		336269263.0	13362816.0	5029192.0		5463219.0		9842061.0		113544331.0				2594757.0			6953334.0	4001742.0		2905617.0		8673376.0	2013101.0		32583604.0				10352492.0		5578386.0		59357651.0		2671792.0		59404683.0	38823326.0		11824547.0		3804434.0	40602033.0		6249891.0	445945.0	2985178.0		5400631.0	5736182.0	2271713.0		150865806.0	5262394.0	22577363.0			4133029.0	213110503.0		22835924.0		
20170607		59319953.0					4217786.0				7002833.0				203760.0	24585910.0	26021813.0	8283954.0					361887.0		36472086.0	3700746.0	10952937.0				4606006.0	6218905.0		29296302.0	1922166.0			130990332.0	38010072.0	4356689.0	165392544.0	19719109.0	24560259.0				4295029.0	164141832.0	7961905.0		5870794.0					38567970.0	43125760.0		10921597.0	10946120.0			2887996.0	6979005.0		363308.0	9303984.0	2942882.0				74069257.0			9509611.0				11225550.0			6496667.0	23189564.0		36077234.0			2753012.0	20888682.0	3948090.0	370587.0	6400490.0		41393710.0			115737164.0	100966649.0	350322078.0	59312542.0		7114231.0				8641450.0	2790631.0		13102277.0	150676999.0	3639872.0	279707.0	38171603.0	26464409.0	40018761.0	271124545.0					1223661.0	236983.0		9321609.0	180262.0				320447144.0	16070334.0	504524.0	454025788.0		336560672.0	13086915.0	5904498.0		5281343.0		9468228.0		118475213.0				2479497.0			7888323.0	4039923.0		3062006.0		8535471.0	2015464.0		32104005.0				10884242.0		5971683.0		64422123.0		2903632.0		61671057.0	39662118.0		12498856.0		3878237.0	43102202.0		6119072.0	454584.0	3014528.0		5744965.0	6100410.0	2320182.0		160266888.0	5154531.0	28155508.0			4080577.0	226601241.0				
20170621		54112877.0					3963703.0				4955442.0				207156.0	27085016.0	26467751.0	8030644.0					3057952.0		36396675.0	3646828.0	11410759.0				3645812.0	5149536.0		30716313.0	2184903.0			139418470.0	38766524.0		168789378.0	20982073.0	24722511.0				4432522.0	165541913.0	8278978.0		5473933.0					39213896.0	46768940.0	179463.0	9915625.0	11286526.0			2440560.0	5820598.0		470251.0	8797422.0	3806962.0				73384225.0			9011451.0				12823569.0			6212125.0	22342023.0		38595969.0			2157607.0	19304256.0	3620383.0	326570.0	6187426.0		41915929.0			118543845.0	101366222.0	366680174.0	59790140.0		7059177.0				9039728.0	2841370.0		14620403.0	156540490.0	3269755.0	273564.0	38616206.0	27684007.0	44764004.0	283041148.0					1108453.0	230207.0		9295465.0	156108.0				327213912.0	17276071.0	3134565.0	450772562.0		365266366.0	12576825.0	5339208.0		5360305.0		8071685.0		124037918.0				1777211.0			8146618.0	4052244.0		2535210.0		9200281.0	2237572.0		32543706.0				10221830.0		4877485.0		68490131.0		2726582.0		63926424.0	39358799.0		11066146.0		3603075.0	38621185.0	176839.0	5932728.0	7292893.0	3414874.0		5193542.0	6156203.0	2187425.0		156072553.0	5196318.0	27220156.0			3643649.0	229176142.0				
20170710																																								4683245.0																																																																																																																																																											
