ACV	ADM	ADY	AIPC	AITP	ALCO	ANDE	AOB	AOI	ARDNA	AVP	BARE	BDBD	BEAM	BETR	BF	BG	BGS	BJ	BNNY	BOBE	BRBR	BUFF	BYND	CAG	CALM	CASY	CCE	CEDC	CELH	CENT	CENTA	CHBT	CHD	CHEF	CHTT	CIGX	CL	CLX	COKE	COST	COTY	CPB	CPO	CQB	CSKI	CVGW	CVS	DAR	DEMB	DF	DLM	DMND	DOLE	DPLO	DPS	EL	ELF	ENR	EPC	EPC_w	ETP	FARM	FDP	FEED	FIZZ	FLO	FRPT	FRZ	FWM	GAP	GIS	GMCR	GO	HAIN	HANS	HEK	HFFG	HLF	HNZ	HOGS	HRG	HRL	HSH	HSY	HTSI	IG	IMKTA	INGR	IPAR	JBSS	JJSF	JSDA	K	KDP	KFT	KHC	KMB	KO	KR	KRFTV	LANC	LDG	LFVN	LMNR	LNCE	LNDC	LO	LW	MDLZ	MED	MGPI	MJN	MKC	MNST	MO	MTEX	NAFC	NATR	NBEV	NGVC	NHTC	NTY	NUS	OME	PAS	PBG	PBH	PEP	PF	PFGC	PG	PGPDQ	PM	POST	PPC	PRMW	PSMT	PTRY	RAD	RAH	RAI	RCPI	RDEN	RDK	REV	REYN	RNDY	SAFM	SAM	SEB	SENEA	SFD	SFM	SFS	SHF	SJM	SLE	SMBL	SMPL	SPB	SPCBQ	SPTN	STSI	STZ	SUSS	SVU	SWY	SYY	TAP	TFM	THS	TPB	TR	TSN	TWNK	UNFI	USFD	USNA	UST	UVV	VGR	VLGEA	WAG	WBA	WDFC	WFM	WFMI	WINN	WMK	WMT	WNI	WWAV	WWY	WWYWB
20170721		55386758.0					3979568.0				5699179.0				227465.0	26066027.0	25358032.0	7234454.0					3075404.0		34690204.0	4013896.0	10813718.0				4003505.0	5502276.0		31670665.0	1910831.0			139140898.0	39089418.0	4850213.0	153808040.0	21394542.0	22976821.0				4657630.0	178254866.0	8528688.0		5248427.0					39519054.0	49035030.0	203476.0	9152708.0	12012832.0			2557244.0	6011962.0		467519.0	8498327.0	4293739.0				73601504.0			10326858.0				13048254.0			5960053.0	23276118.0		36930126.0			2048050.0	20754342.0	3942880.0	374747.0	6457563.0		41767687.0			113197667.0	103713159.0	371832737.0	48097034.0		7125571.0				8779459.0	3126281.0		14254163.0	149188626.0	3376695.0	278262.0		26648313.0	45224449.0	287245014.0					988000.0	257167.0		10971047.0	213690.0				332424799.0	16897518.0	3146342.0	458471225.0		368144676.0	12439142.0	5173010.0		5477102.0		7211641.0		123326897.0				2368317.0			8136324.0	3824289.0		2655396.0		8970156.0	1621174.0		30931344.0				9742492.0		4375584.0		74680590.0		2415775.0		60602202.0	36807692.0		11998055.0		3741217.0	43332319.0	182751.0	5605154.0	6801244.0	3516398.0		5211326.0	6203672.0	2375101.0		155100551.0	5586027.0	33637426.0			3554368.0	226846789.0				
20170907		58835406.0					4160837.0				5657612.0				255956.0	27610006.0	27768403.0	7690293.0					3125492.0		34641567.0	4007734.0	11246006.0				4176160.0	5842401.0		33965438.0	2208901.0			141231864.0	40845671.0	5275738.0	158865379.0	24339702.0	24259325.0				5176169.0	184538148.0	9193087.0		4799220.0					41261295.0	52695644.0	196719.0	9152635.0	11912422.0			2729643.0	6299053.0		529084.0	9001806.0	4570662.0				77116652.0			12385251.0				12724627.0			5779831.0	24298390.0		37775224.0			1879770.0	22378510.0	4326472.0	393767.0	6726892.0		42641916.0			120472389.0	103102655.0	396051503.0	52766795.0		7447571.0				9197258.0	2683676.0		14833574.0	158459102.0	3602140.0	331473.0		27156593.0	50041024.0	261158350.0					1089929.0	235364.0		11522333.0	196976.0				349796533.0	17641560.0	3426768.0	497905483.0		381229597.0	13940742.0	5940872.0		5458389.0		5675582.0						2023953.0			9601496.0	4704314.0		2543164.0		9922328.0	1587259.0		33236157.0				9382617.0		4845873.0		77661541.0		2724369.0		66026366.0	39579105.0		12972882.0		4139318.0	45718485.0	179769.0	6098105.0	7352780.0	3245621.0		5339825.0	6071087.0	2348212.0		166504090.0	5648824.0	34790507.0			3577961.0	249865883.0				
20170921		58775014.0					3940132.0				3961647.0				178339.0	30207394.0	26934863.0	6605385.0					3689965.0		33459833.0	3926175.0	11311250.0				4699988.0	6603949.0		32546533.0	2708319.0			142895938.0	43197117.0	4799794.0	160190474.0	20078065.0	21613376.0				4805993.0	182075916.0	10052833.0		3608682.0					41990530.0	58090969.0	162168.0	8937461.0	12765362.0			2883767.0	5875019.0		608592.0	9049023.0	4348099.0				75249296.0			11352135.0				13444459.0			5628330.0	22273681.0		38394320.0			1414041.0	22888746.0	4506729.0	383407.0	6661862.0		41878755.0			113425326.0	105242070.0	409412055.0	48006006.0		7222188.0				9557118.0	2918227.0		15630384.0	149247653.0	4886476.0	319274.0		27623945.0	54007469.0	264808993.0					702753.0	194818.0		11274415.0	196505.0				364036006.0	17955509.0	3343979.0	528021534.0		401449455.0	14522412.0	7355697.0		5403288.0		6270941.0						1768467.0			11039217.0	4594862.0		2669424.0		8375797.0	1315269.0		29105785.0				9145703.0		4403340.0		81972566.0		2196981.0		67392582.0	40726845.0		10464374.0		4253792.0	46600004.0	158626.0	5619249.0	7303237.0	3401454.0		4897693.0	6661699.0	2220249.0		171534762.0	5887658.0				3433083.0	201875124.0				
20171107		59724510.0					4181548.0				3658536.0				172961.0	30572692.0	24787704.0	6807173.0			116575.0		4007953.0		34379440.0	4369053.0	11589223.0				5110645.0	7109612.0		31070888.0	2990709.0			143524918.0	40657696.0	4785982.0	165848784.0	19803981.0	21667126.0				5170555.0	189101691.0	9989151.0		3522650.0					40326572.0	57837504.0	174447.0	9199731.0	12071670.0			2919281.0	5608718.0		641214.0	9670466.0	4236752.0				72231805.0			11461921.0				13041267.0			5491083.0	23033613.0		39425435.0			1633775.0	22055887.0	4650443.0	411264.0	6771666.0		39378422.0			107592637.0	99215773.0	399595674.0	43454895.0		7350503.0				10127009.0	2869073.0		15903400.0	147417669.0	5056187.0	339831.0		29474924.0	52804083.0	261641620.0					688712.0	227887.0		11245122.0	204529.0				346218693.0	17131391.0	3376581.0	514255716.0		376452117.0	14859990.0	7002582.0		5857745.0		5012186.0						2535180.0			11927606.0	4753166.0		3049800.0		7780766.0	1445264.0		28821648.0				8694443.0		4650613.0		80689293.0		2410814.0		68183305.0	36560351.0		10440580.0		4270972.0	51182630.0	160273.0	6636932.0	9274218.0	3271128.0		4841965.0	6541741.0	2343670.0		160530959.0	5967179.0				3333579.0	199582219.0				
20171207		57910420.0					4608522.0				3417057.0				128.0	32394887.0	24771667.0	6873888.0			116480.0		4105861.0		35117573.0	4833810.0	12293476.0				5082827.0	7135441.0		29216046.0	3103402.0			139972455.0	39354373.0	5074649.0	163709953.0	18611485.0	22106679.0				5270361.0	160455114.0	10537331.0		3197337.0					39403686.0	60491558.0	179395.0	8703583.0	10917200.0			3028747.0	5562059.0		547163.0	9888445.0	4251043.0				73059903.0			10151517.0				12340462.0			5781473.0	22515094.0		38718218.0			1510329.0	23144499.0	5272551.0	360751.0	6948012.0		39852370.0			108185753.0	95666353.0	411513873.0	45254651.0		7755250.0				10117277.0	2946933.0		17489060.0	151380124.0	5373264.0	416323.0		28832547.0	55842435.0	267185705.0						184318.0		11781971.0	270005.0				344853453.0	16468961.0	3415555.0	491783747.0		357461018.0	14140146.0	7921101.0		5554934.0		2975575.0						2361848.0			11148350.0	5492843.0		3198636.0		7744592.0	2604.0		29412968.0				9112918.0		4378493.0		89390473.0		708807.0		70896422.0	36559144.0		10385483.0		4031097.0	53453894.0	165767.0	6261549.0	9564504.0	3798577.0		4893790.0	6716636.0	2312684.0		138928295.0	5972931.0				3006762.0	222706419.0				
20171221		55044649.0					3868571.0				3048691.0				133139.0	33069938.0	23447673.0	8136907.0			117528.0		4240867.0		37369383.0	5187383.0	12576354.0				5128875.0	7253860.0		29667312.0	3057730.0			140242914.0	42166147.0	4706145.0	182909190.0	20262945.0	22396744.0				5305674.0	175012156.0	10071099.0		3537419.0					40389788.0	65755576.0	187208.0	9024556.0	9460953.0			2965311.0	5910768.0		608562.0	10106523.0	5058617.0				77549473.0			11261030.0				11561597.0			6005061.0	25645527.0		39368835.0			1739120.0	24844697.0	4909060.0	369650.0	7639215.0		41055390.0			110913169.0	99200442.0	399999912.0	55072516.0		8008662.0				10104686.0	2702638.0		18142834.0	152964818.0	5736578.0	454353.0		28805768.0	58830522.0	205430752.0					714977.0	171405.0		12217688.0	270029.0				356216438.0	17116243.0	3484142.0	500189167.0		342524112.0	13157794.0	8891338.0		5509193.0		5058754.0						2227843.0			12313046.0	5355573.0		3019674.0		9536188.0	1251537.0		31466482.0				9272309.0		4383928.0		86491372.0		1971535.0		71683572.0	34373372.0		6976264.0		4131543.0	58723128.0	201719.0	7535779.0	11413235.0	4021079.0		4435199.0	7070249.0	2390067.0		148615792.0	6251426.0				3089973.0	309146188.0				
20180122		56291358.0					3781517.0				3355342.0				370665.0	38613690.0	23933339.0	7543436.0			176557.0		4589420.0		38390702.0	4697476.0	11872692.0				5105136.0	7240961.0		32146929.0	3375715.0			148588816.0	45845833.0	4758538.0	187814436.0	23811831.0	22258380.0				5941169.0	168521683.0	10364323.0		3713870.0					44249945.0	68201276.0	190751.0	9607947.0	9874063.0			2825278.0	5864125.0		501329.0	9950250.0	5113771.0				82709372.0			11827192.0				11368495.0			5946263.0	26044942.0		41012979.0			2197827.0	25532792.0	4880391.0	340665.0	7839590.0		42940519.0			107841767.0	101687180.0	407912519.0	59476437.0		7921219.0				13310413.0	2761252.0		19143380.0	155115589.0	5923029.0	422148.0		29231049.0	60445874.0	220027564.0					1087236.0	146857.0		12496529.0					372972906.0	17771361.0	4927994.0	519549058.0		358309228.0	13354375.0	7682971.0		5623535.0		5025314.0						2247689.0			10248625.0	5825875.0		2742716.0		10117669.0	1578732.0		34099780.0				9251644.0		4676390.0		92431422.0		2361182.0		76722760.0	36733793.0		7653737.0		4075529.0	58901084.0	214997.0	7886008.0	12459278.0	4209520.0		4423440.0	7182525.0	2165739.0		150907483.0	6262378.0				3148703.0					
20180209																																																																																																																																																																																															319421194.0				
20180221		59962108.0					4120201.0				3790001.0					38784992.0	28143161.0	7048965.0					4733550.0		38477166.0	4475494.0	12784977.0				5116333.0	7208933.0		31154185.0	3335263.0			145356946.0	43382928.0	4456250.0	195488517.0	23317604.0	21384651.0				6095481.0	181847869.0	10549112.0		3315880.0					54061373.0	71905473.0	175048.0	11603945.0	9342888.0			2763862.0	5792353.0		565717.0	10057557.0	4941946.0				81117207.0			10591516.0				13866716.0			6372170.0	24455456.0		39599864.0			2124226.0	26110879.0	5097806.0	335768.0	7059609.0		42746313.0			108080134.0	98023185.0	420670568.0	65397353.0		7834583.0				13221459.0	2868212.0		19779375.0	159982213.0	5802079.0	489605.0		31052530.0	64783498.0	215475336.0					1042165.0	155171.0		13096073.0					371979750.0	18422505.0	5089983.0	485397868.0		361555326.0	12694399.0	6837002.0		5538682.0		5534837.0						2103690.0			9327150.0	5760429.0		2801009.0		11550926.0	1727560.0		34600746.0				9645724.0		4251322.0		88238791.0		1723360.0		78959628.0	37430154.0		7263583.0		3989447.0	54969534.0	199507.0	7583013.0	12478521.0	4223473.0		4025280.0	6803966.0	2207261.0		155486859.0	6536351.0				3010389.0	342812595.0				
20180409		57637898.0					4218338.0				4068983.0					38817058.0	26576403.0	5868051.0					5583563.0		36368639.0	4487441.0	11784688.0				5023329.0	6874873.0		31158569.0	3681288.0			134274245.0	39295566.0	4090305.0	190427904.0	22839524.0	19655855.0				5980645.0	155642930.0	10277987.0		2761317.0					52361558.0	73345097.0	134833.0	10784316.0	8241852.0			2718113.0	5717366.0		499592.0	10565661.0	5350480.0				69705720.0			9595732.0				15301218.0			5491446.0	22954186.0		35059659.0			2027666.0	23567979.0	4745238.0	333044.0	6847606.0		41314824.0			91926422.0	92406232.0	379915080.0	58085480.0		7168090.0				13118141.0	2824315.0		18160393.0	156551834.0	5388979.0	481281.0		30271062.0	59825589.0	195378985.0					838879.0	167171.0		12756339.0					337413605.0	15961692.0	4523787.0	438971478.0		347202529.0	12638816.0	6154596.0		5123790.0		4981913.0						2013616.0			8990812.0	4903566.0		2549538.0		10582053.0	1318010.0		34260264.0				8029664.0		2913938.0		86146534.0		1542077.0		74103851.0	33748555.0		5808696.0		3707302.0	53413989.0	152510.0	6746426.0	12891712.0	4305293.0		4105500.0	6346688.0	2219173.0		139015060.0	6584409.0				2810680.0	287839559.0				
20180423		61361611.0					4063621.0				4481100.0					38552192.0	26564867.0	5122708.0					5656006.0		37838880.0	4690671.0	11732766.0				5746520.0	7604605.0		32519265.0	3827614.0			142239427.0	41310156.0	3858138.0	191571128.0	22059991.0	20165353.0				6543250.0	145698744.0	9966149.0		2799879.0					54347784.0	80859879.0	144539.0	12019073.0	8182183.0			2683089.0	5607815.0		462993.0	11349668.0	4487922.0				63327730.0			9026005.0							5848673.0	24748495.0		35997789.0			2173881.0	23714060.0	5379061.0	339581.0	7096887.0		41351041.0			87035388.0	93512484.0	389085201.0	52258554.0		7605003.0					2891854.0		19908620.0	151670773.0	7998946.0	524997.0		30747455.0	55049293.0	197129752.0					881410.0	185652.0		13600306.0					342071734.0	16304009.0	4493022.0	451734824.0		339682701.0	12874124.0	6128530.0		5539365.0		4332870.0						2147323.0			8860920.0	5795328.0		2475798.0		9829494.0	1036063.0		34288517.0				8601708.0		3049767.0		92870790.0		1683189.0		75921892.0	33979781.0		5965604.0		3433899.0	53571055.0	187981.0	6922100.0	12888703.0	4937274.0		4131230.0	6584583.0	2517966.0		134650774.0	7047267.0				3151936.0	289973782.0				
20180508																																																																															16491339.0																																																																																																																				
20180522		66574865.0					4158075.0				4139626.0					41176511.0	26908348.0	5084989.0							39444222.0	5401658.0	10697001.0				5129119.0	7126625.0		30935197.0	4172867.0			134202441.0	37715546.0	3903954.0	207830299.0	21686476.0	19691724.0				6917590.0		10221285.0		2900950.0					57099401.0	82916183.0	160695.0	11983995.0	7638975.0			2613331.0	6341530.0		485892.0	12156606.0	5603717.0				63740640.0			8484520.0				18548637.0			4134567.0	27110215.0		34681055.0			2282043.0	23101792.0	6034432.0	332693.0	7387024.0		38848437.0			81682555.0	91160033.0	401347141.0	57015802.0		8030476.0					2976833.0		23167502.0	148851168.0	8934322.0	584127.0		31591588.0	54873170.0	184013026.0					912183.0	180607.0		13606157.0					327970715.0	18873611.0	5066029.0	427345078.0		290527968.0	14009015.0	5567119.0		6004892.0		4466843.0						2466778.0			8577106.0	7114745.0		2488702.0		10851957.0	983351.0		32710957.0				6184666.0		3342648.0		98488566.0		2005490.0		82113457.0	33325146.0		6205738.0		3455435.0	53199381.0	202390.0	7512622.0	13934434.0	6295741.0		4157809.0	6517173.0	2608779.0		141702964.0	7340763.0				3673132.0	298921201.0				
20180621		63999609.0					4105298.0				2936952.0					41467247.0	25853543.0	6278829.0							39347529.0	5317934.0	10696497.0				5591219.0	7597705.0		31369455.0	4670539.0			129515253.0	38799600.0	2945082.0	185497926.0	16526182.0	16209131.0				6482608.0		11181083.0		3217568.0					56659865.0	83489289.0	327575.0	12662650.0	7566795.0			2681757.0	5782118.0		521086.0	10890706.0	6438766.0				61493804.0			7417107.0				17774882.0			4654600.0	26782123.0		33890516.0			1898534.0	21204869.0	6268773.0	398985.0	7596922.0		42377248.0			83095790.0	88598238.0	407460303.0	54949889.0		8045684.0					3196315.0		22561189.0	147661601.0	13009923.0	543077.0		30203747.0	50930854.0	185955440.0					1028.0	96689.0		15626495.0					330265505.0	19936876.0	5569993.0	432645795.0		284802594.0	13504829.0	5012672.0		5790399.0		4270560.0						1764606.0			7536173.0	8039937.0		2494420.0		9388071.0	891843.0		30757685.0			250425.0	6821305.0		4543658.0		94036251.0		2103996.0		85196909.0	28777234.0		7706707.0		3514785.0	51091388.0	337751.0	7590210.0	14515516.0	6963606.0		5833438.0	6469357.0	2838863.0		132755563.0	7638564.0				4343914.0	281518600.0				
20180720		68649032.0					4442785.0				2701993.0					36768282.0	26516569.0	6816781.0							38819573.0	5186460.0	11893270.0				6114549.0	8268628.0		36344269.0	5002605.0			136135414.0	44438687.0	3191635.0	200069929.0	18002936.0	19994247.0				7239134.0		12118132.0		3612066.0					59288950.0	81567312.0	270815.0	13443849.0	8927484.0			2868462.0	5863537.0		602809.0	11424026.0	7923827.0				65855561.0			8853461.0				19251905.0			4911669.0	28415528.0		35843176.0			2176169.0	21567017.0	6432091.0	448412.0	8382953.0		47053462.0			92927050.0	94692127.0	425274367.0	65747637.0		9050592.0					3493380.0		24811513.0	157750247.0	14564790.0	557016.0		35525862.0	58372427.0	193863114.0						575.0		15277622.0					367001750.0	20762468.0	5844732.0	472277909.0		295819491.0	15474310.0	5291875.0		6327398.0		4720047.0									8276462.0	9701888.0		2551419.0		9760060.0	1099699.0		31468532.0			365260.0	7142893.0		4786965.0		94407167.0		2411285.0		91544862.0	32500871.0		8633852.0		3808433.0	53349249.0	344746.0	7261969.0	15754450.0	7014160.0		5954672.0	6504181.0	2978052.0		130669219.0	8301881.0				4343690.0	298914560.0				
20180821		73643891.0					4656842.0				2696816.0					40670884.0	26784349.0	7325275.0							40630518.0	5176575.0	12589638.0				6173655.0	8335171.0		38931276.0	4810710.0			143396977.0	45245319.0	3485057.0	213326016.0	17453423.0	20558835.0				7125460.0		12452907.0		3432051.0						78576372.0	261046.0	13826520.0	9737296.0			2754627.0	4858465.0		604256.0	11420430.0	8557958.0				69816689.0			8634185.0				18857548.0				27978761.0		38529551.0			2070005.0	20108455.0	7407309.0	471444.0	8104424.0		48731410.0			90793677.0	104271508.0	460611280.0	68278180.0		9642755.0					3337894.0		25922954.0	170034764.0	15877310.0	523771.0		36636278.0	62286235.0	204073666.0						549.0		14475076.0					394934840.0	21598588.0	5805800.0	498518034.0		322119583.0	15834767.0	4763928.0		5812752.0		5576711.0									8115000.0	9092047.0		2589464.0		9706883.0	1188685.0		33137984.0			428943.0	12381552.0		4570394.0		92379477.0		3861981.0		91811817.0	32599453.0		7980030.0		3753736.0	45509025.0	361038.0	5607372.0	14321713.0	8233092.0		6334743.0	6395582.0	2768593.0		149990897.0	9293985.0				4233615.0	317256016.0				
20180921		76656434.0					5396653.0				3392218.0					39779473.0	25096836.0	7403614.0							40539844.0	5688481.0	13105460.0				5720413.0	8461911.0		39277610.0	5248047.0			141650936.0	48369677.0	4071983.0	209108751.0	16016879.0	19749420.0				8101336.0		12228847.0		2663160.0						81337418.0	574101.0	13773467.0	10152572.0			2768949.0	5011119.0		674870.0	11231449.0	10900330.0				69512138.0			8623492.0				20585348.0				30354444.0		39310155.0			2475984.0	19990231.0	7978811.0	535749.0	8108279.0		49089930.0			87522764.0	105463179.0	441251112.0	73916861.0		10358044.0					3206762.0		24857128.0	166901145.0	21108135.0	550565.0		38801964.0	62982546.0	204663108.0								15781257.0					386963635.0	21517622.0	5360446.0	512786697.0		291971911.0	17753062.0	4943043.0		6174861.0		3801036.0									8460060.0	9976060.0		3103513.0		11896518.0	1410304.0		30732186.0			529254.0	12311943.0		4072534.0		91189726.0		3833372.0		101842440.0	32367632.0		8706535.0		3615638.0	49418217.0	513841.0	6142413.0	13772534.0	8168629.0		5478398.0	5383428.0	2999908.0		151572996.0	10238333.0				3857699.0	342984108.0				
20181019		78673555.0					5115204.0				3840382.0					39623163.0	27307484.0	6544409.0							38555916.0	5712972.0	15251506.0				5347435.0	7938223.0		42408050.0	6671970.0			146943467.0	51635753.0	4507420.0	216833935.0	16747316.0	18868846.0				7626667.0		12288583.0		2544463.0						86798473.0	539599.0	13071032.0	8557358.0			2599898.0	4665806.0		683277.0	10702742.0	11088355.0				66723174.0			8441507.0				20417356.0				31430247.0		41042862.0			2433908.0	21359990.0	8123407.0	537491.0	8669989.0		49265512.0			85176197.0	106737734.0	470549170.0	70290432.0		10179554.0					3536352.0		25201773.0	172702852.0	21042597.0	576949.0		42119158.0	62028861.0	217038683.0								16812279.0					397433683.0	21599423.0	5544716.0	529437516.0		314516333.0	18419363.0	4973592.0		5918335.0		3656960.0									8526268.0	9739925.0		3320495.0		12676358.0	1177369.0		31386347.0			586651.0	10899257.0		3938360.0		97177778.0		3936768.0		102599444.0	30690653.0		8240536.0		3765674.0	48194297.0	496168.0	5331220.0	13401923.0	7668909.0		6127160.0	5158295.0	2867261.0		165844657.0	10218265.0				3699807.0	345749198.0				
20181121		75417946.0					4985568.0				3494225.0					37045076.0	25048034.0	6343917.0							50594364.0	5866438.0	15199282.0				4886843.0	7281744.0		43250451.0	6288474.0			133289991.0	51974126.0	4355800.0	215247829.0	14354319.0	19654017.0				7792107.0		13415013.0		2930540.0						83718690.0	456188.0	13368118.0	9044470.0			2408083.0	4638667.0		548691.0	11308593.0	11732057.0				69443411.0			7879670.0				20330727.0				35510828.0		43975539.0			2399975.0	21000921.0	7568181.0	482031.0	9124897.0		46989627.0			86643934.0	99905945.0	497443562.0	73283583.0		11914166.0					3434246.0		30160615.0	172115439.0	20499091.0	526658.0		46954944.0	57368728.0	238703239.0								14616925.0					407419193.0		4976161.0	575283388.0		346439198.0	16941979.0	4949356.0		5225263.0		3505561.0									8254921.0	10598432.0		3173659.0		12693425.0	1057844.0		33791940.0			580157.0	9657610.0		3578693.0		91572483.0				101889270.0	32571520.0		7983615.0		4149277.0	49474566.0	472815.0	3944995.0	12946579.0	7603492.0		6516867.0	5158475.0	2644242.0		185068235.0	10111515.0				4016158.0	376517004.0				
20181221		76595044.0					4772211.0				3925504.0					39772282.0	24095182.0	7683620.0	2650916.0						47926263.0	5873218.0	16248744.0				5292211.0	7986853.0		50284013.0	7432860.0			148313483.0	60459250.0		238063905.0	11839948.0	21477406.0				8223579.0		14812869.0		1932608.0						90650729.0	573945.0	10615206.0	8216668.0			2543309.0	4920707.0		1227714.0	12058977.0	10585113.0				69939953.0			6833401.0				22792198.0				38245428.0		46322942.0			2191117.0	22611203.0	8252596.0	555127.0	9557775.0		47606572.0			84513169.0	115248169.0	538513970.0	76084218.0		13067430.0					4014736.0		30862316.0	192334660.0	14980235.0	904403.0		50992950.0	67559133.0	233009845.0								14324000.0					451772458.0		8290559.0	626108147.0		347320085.0	19331521.0	5795760.0		5196751.0		3365092.0									9917456.0	9876851.0		3523722.0		11311545.0	1388599.0		33993654.0			1138448.0	7652715.0		3904594.0		93835794.0				100292548.0	34908151.0		9609652.0		4802147.0	50754535.0	943405.0	4087315.0	18202415.0	8273867.0		6349637.0	5010730.0	3063111.0		204728335.0	11018640.0				4143526.0	373720319.0				
20190108																																								5585238.0																																																																																																																																																											
20190122		66821046.0					4223726.0				2757207.0					38877713.0	22151949.0	7175896.0	3286993.0						31026148.0	5199305.0	15759554.0				5295757.0	7861656.0		48957531.0	6112817.0			136137060.0	55149134.0	4562746.0	205665209.0	9109478.0	17730937.0				5980458.0		12748597.0		1422220.0						80994536.0	378996.0	10484823.0	7191332.0			2396924.0	4045635.0		982388.0	11027514.0	10116443.0				63089498.0			5138497.0				23010602.0				35485646.0		44946147.0			2020132.0	19408333.0	8579113.0	483908.0	8643735.0		41801955.0			69731988.0	111523105.0	495647158.0	69207545.0		12591371.0					3024552.0		29014418.0	167693196.0	12364228.0	739368.0		46395603.0	54608802.0	205633092.0								13035262.0					401029032.0		7599198.0	596528628.0		262509800.0	17431867.0	4429827.0		4493432.0		2108234.0									8500316.0	8480458.0		2903810.0		11319477.0	1010748.0		29810315.0			1472329.0	6416803.0		3506369.0		75539727.0				91479026.0	29221677.0		9111522.0		4484184.0	45057959.0	1218257.0	1949524.0	17054656.0	7800437.0		5324082.0	3786780.0	2944662.0		162005715.0	11334998.0				4234216.0	349432384.0				
20190221		75188373.0					5092485.0				4363749.0					39635663.0	23433497.0	6802486.0	4011880.0						32269914.0	5329949.0	16284454.0				6123779.0	9211617.0		49389047.0	6329696.0			151894124.0	54511993.0	5705752.0	222455839.0	11050644.0	13347792.0				6856207.0		14458283.0		1600363.0						87202392.0	378101.0	11289068.0	7807983.0			2573062.0	4705026.0		1180300.0	12089681.0	11604174.0				73921496.0			6078870.0				23925312.0				36131546.0		45681779.0			2177088.0	21575763.0	8939202.0	609336.0	9457488.0		44424026.0			79944013.0	111934561.0	517259559.0	73189563.0		11591908.0					3332254.0		29277957.0	198970043.0	12907607.0	955597.0		42297862.0	65196131.0	210952053.0								14310847.0					419890556.0		8269419.0	642787328.0		309728153.0	18671021.0	5948883.0		4788280.0		2457831.0									10834154.0	9016353.0		3025451.0		11890075.0	1322041.0		34332573.0			1584882.0	8747064.0		4353993.0		83746319.0				95677565.0	35577533.0		10723066.0		4782462.0	53642225.0	1315594.0	2479542.0	18651442.0	7952378.0		5805543.0	4401166.0	3044029.0		175878600.0	11526403.0				4420900.0	369061933.0				
20190321		73875455.0					5573568.0				5980469.0					43090151.0	23438642.0	6519918.0	5660007.0						36178980.0	5784200.0	17691631.0				3955231.0	7474439.0		52207233.0	6520373.0			160575778.0	60258261.0	6807723.0	237698415.0	16297644.0	14318310.0				7445129.0		15535618.0		1597207.0						104120587.0	489156.0	11365898.0	9110967.0			2614437.0	4226348.0		2029921.0	13034784.0	11893619.0				81378570.0			6798424.0				23330812.0				38427236.0		49466212.0			2462961.0	20907013.0	10296890.0	1364309.0	9899721.0		43969609.0			58475569.0	121880327.0	499301581.0	78661769.0		11880658.0					3499208.0		29151439.0	210573597.0	13444757.0	2536286.0		48288946.0	76442553.0	252917610.0								13628440.0					441124276.0		11437322.0	679730196.0		358234097.0	21243508.0	6019020.0		5246900.0		2349507.0									10523290.0	11761320.0		2274073.0		11973537.0	1410872.0		35989595.0			3751095.0	8773048.0		4133256.0		84677944.0				105089832.0	34178816.0		11578171.0		5327839.0	55443932.0	3022617.0	2973796.0	21909765.0	6967989.0		6223698.0	4866449.0	2866786.0		179883106.0	11802356.0				4757867.0	384997154.0				
20190422		72964229.0					4736360.0				5543538.0					44723080.0	22799880.0	6295061.0	7056870.0						41787536.0	5702866.0	16453458.0				3133196.0	6080433.0		55001812.0	6157153.0			162609368.0	59545583.0	7688803.0	256081695.0	16588854.0	14572371.0				7135719.0		14897603.0		1170083.0						106887854.0	632650.0	10817661.0	8791694.0			2126983.0	4026686.0		1656562.0	13227674.0	15282506.0				86964685.0			7773360.0				21446802.0				38598652.0		49955184.0			2120084.0	20833126.0	10319230.0	1369195.0	9844744.0		43653040.0			55989526.0	125793192.0	492825636.0	64210207.0		11540845.0					3244990.0		30668221.0	216925862.0	13105380.0	2638067.0		52058782.0	63616046.0	269745494.0								10546190.0					454942610.0		11462540.0	698423451.0		354440630.0	22200214.0	6614245.0		4656054.0		1955019.0									11719653.0	10783581.0		1837497.0		10759812.0	1089947.0		38522589.0			3685548.0	8631685.0		3375295.0		85418321.0				101079380.0	32180579.0		11988484.0		5360810.0	60762498.0	3043963.0	2540038.0	21118630.0	5776798.0		5885118.0	4369184.0	2478776.0		155589978.0	10863815.0				3766885.0	369139444.0				
