ACV,ADM,ADNT,ALV,APTV,ATVI,AVP,BC,BEAM,BF,BG,BGG,BGS,BLD,BTI,BWA,BYND,CAA,CAG,CCE,CEDC,CHD,CL,CLX,COH,COLM,COTY,CPB,CPO,CPRI,CQB,CRI,CROX,CTB,DAN,DAR,DECK,DF,DHI,DLM,DLPH,DMND,DPS,EA,EK,EL,ELY,ENR,EPC,ERTS,F,FDP,FIZZ,FLO,FOSL,GIII,GIS,GM,GMCR,GNTX,GPC,GPRO,GRMN,GT,GTX,HAIN,HANS,HAR,HAS,HBI,HELE,HLF,HNI,HNZ,HOG,HRL,HSH,HSY,HYH,ICON,INGR,JAH,JCI,JEF,JNY,K,KATE,KBH,KDP,KFT,KHC,KMB,KO,KORS,KRFTV,KTB,LANC,LEA,LEG,LEN,LEVI,LKQ,LKQX,LNCE,LO,LP4018,LUK,LULU,LW,MAT,MATK,MDC,MDLZ,MHK,MIDD,MJN,MKC,MLHR,MNST,MO,MON,NKE,NTY,NUS,NVR,NWL,PEP,PF,PFGC,PG,PHM,PII,PM,POOL,POST,PPC,PTON,PVH,RAH,RAI,REYN,RL,ROKU,RYL,SAM,SEB,SFD,SHOO,SJM,SKX,SMG,SNA,SPB,STZ,SWK,TAP,TBL,TEN,THO,THS,TIVO,TOL,TPR,TPX,TR,TRW,TSLA,TSN,TTWO,TUP,UA,UAA,USFD,UVV,VC,VFC,VNE,VSTO,WBC,WDFC,WHR,WRC,WWAV,WWW,ZNGA
20161107,,6988584.43,1184475.12,2353979.94,,8119240.92,789196.4,1065750.0,,1545212.48,2342923.83,,773588.0,,,1990231.04,,664660.8,5536460.16,,,3427569.98,17539931.2,4284233.92,2760228.12,,,2913221.74,,,,1191664.68,,548604.0,612156.6,617140.8,461046.46,455221.8,2692866.15,,4893589.35,,4487649.22,6511271.0,,5307698.21,,793832.68,1225551.6,,12631429.94,,,763102.88,312132.42,299126.24,10024583.22,12383471.2,,1316358.95,3719353.63,,,2100581.77,,1037345.14,,1533620.4,2595635.79,2676989.1,612472.5,1165784.16,498369.62,,2810857.92,2868442.5,,3965202.0,,,2564898.18,,10310927.6,,,5223864.03,591224.75,,,,14612172.3,11344437.96,45409552.0,2366246.44,,,701459.85,2421344.38,1690907.4,1122430.125,,2684663.04,,838527.18,,429743.13,1642045.17,1686184.25,,2961045.36,,,19273822.26,3202765.4,1778625.15,3806765.01,3040804.66,458700.0,5378685.76,35618844.0,,18654916.8,,893801.7,1521477.0,6384162.96,42536102.4,1672538.34,,63867874.0,1585929.0,1259008.74,40531031.68,1073279.94,1358799.75,,,2366397.6,,12572010.0,,1524866.4,,,,,,507780.2,4214788.38,772999.71,,2468065.6,894883.08,8162642.16,4639435.36,5272302.28,,859257.21,1044354.08,1368012.24,,1141750.96,,757574.77,,,6241940.64,5810337.65,1052708.85,829292.16,1443406.35,,,,662180.58,4959022.38,,643275.45,1423633.14,,3116405.82,,2662108.95,585352.95,
20161207,,,,,,,,,,,,,,,,,,,,,,,15125597.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,12139770.76,,,,,,,12765741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12653627.1,,40767864.6,,,,,,,,,,,,,,,,,,,,16685827.72,,,,,,,32489737.44,,17560450.26,,,,,37470833.4,,,57239856.38,,,35621774.52,,,,,,,11649461.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170105,,6541606.83,1314898.0,2374303.54,,6495785.52,610386.42,1176065.8,,1428911.7,2476242.48,,739198.8,,,1864977.2,,647799.39,3977489.52,,,2934061.37,,3891367.44,2640167.28,,,2877211.75,,,,1188778.38,,539340.6,630115.23,578363.1,495825.28,467107.2,2442658.68,,4540800.0,,4183123.24,6199182.92,,4465185.9,,722496.74,1213691.04,,,,,734872.0,360869.16,293436.64,9463250.72,,,1379261.55,3727469.05,,,2094930.09,,1054524.52,,1985065.5,2506623.45,2282695.95,616379.3,888717.78,610073.97,,2831750.34,2406626.88,,3528326.4,,,2203692.12,,,,,4722840.0,494490.15,,,,,10814853.06,,2043607.42,,,686087.13,2409533.55,1670902.02,1080068.3800000001,,2622427.57,,828736.92,,573299.04,1857673.26,1583467.15,1209866.76,2796975.72,,,,3236831.36,2049905.7,3462698.97,2729068.8,505830.0,4719290.25,,,,,713613.68,1507275.0,5896182.24,,1520748.6,,,1517117.26,1346677.44,,1100572.79,1283641.61,,,2210544.04,,,,1533791.82,,,,,,531482.25,3813766.0,789896.5,,2526392.0,759742.93,6964077.78,4641754.64,4697009.42,,867802.95,1249481.68,1022470.0,,1164184.66,,836762.7,,,6062883.4,4395105.65,1101324.33,728869.68,1352655.5,,,,696229.5,4704213.0,,630073.95,1343971.93,,3187885.0,,2539043.01,582693.39,
20170123,,6668825.9,1392277.4,2534446.85,,6268587.67,559858.32,1241984.88,,1376200.22,2557657.2,,738511.8,,,2004774.64,,631225.6,4175926.3,,,2901338.64,14767517.6,3922973.72,2492758.62,,,2974640.24,,,,1082898.65,,527427.6,693054.7,541626.14,452536.3,502029.0,2354752.8,,4631188.05,,4229120.81,6033961.12,,4316636.66,,698369.55,1073171.97,,12019398.66,,,926388.33,272952.3,326165.04,9274394.88,12269881.52,,1432270.29,3607877.02,,,2046001.86,,1025122.95,,1967420.84,2218026.27,2069749.35,599510.55,852944.52,632343.36,,2618299.2,2385250.82,,3662663.16,,,2297014.72,,,,,4728127.95,609258.11,,,,13223129.56,10377045.72,40858830.0,1792266.0,,,701435.79,2359362.88,1658938.32,1114246.92,,2392906.8,,833089.86,,329089.8,1912614.75,1763828.6,1332887.75,2392469.55,,,17381970.32,3195878.4,1881656.48,3318502.48,2714596.38,520797.6,4563605.82,33481840.14,,17243467.54,,620901.1,1493755.0,5468464.1,38097770.97,1602217.2,,57123699.76,1389031.74,1246313.53,36034800.34,1095048.3,1324184.08,,,1815989.76,,11765766.12,,1291305.04,,,,,,495244.75,3785581.66,832057.58,,2522978.37,754286.78,6917347.2,4387810.02,4553037.59,,872955.78,1215507.45,1039752.57,,1174559.0,,873232.92,,,6729525.48,4550010.24,1083197.04,678008.7,1180724.7,1355153.45,,,691406.04,4482947.15,,550437.3,1395447.9,,3466172.13,,2501777.6,549847.5,
20170210,,6281777.54,1468206.25,2516992.92,,6781657.76,632093.34,1321469.36,,1358391.75,2380685.58,,724900.75,,,2017206.15,,627415.91,4009930.38,,,2884493.36,14158712.94,3810720.0,2582939.25,,,2974096.16,,,,1017646.25,,477013.75,712875.44,488040.0,456249.6,443771.7,2503825.92,,4680428.36,,4132728.0,6209861.76,,4452581.88,,765882.25,1123706.52,,11898774.24,,,904346.7,261606.67,285551.24,9114082.56,12526367.77,,1478447.97,3551765.28,,,2086466.63,,1007237.16,,1912507.8,2286022.06,2211052.34,642183.9,965235.0,552644.83,,2487115.12,2416636.2,,3628695.35,,,2289601.59,,,,,4531214.49,585545.34,,,,13136701.96,10700987.59,39801445.92,1735731.45,,,630088.4,2460714.62,1575141.76,1126218.215,,2420469.23,,808397.94,,436709.9,1907308.35,1781318.86,1280775.52,2211311.49,,,16868333.16,3356096.16,1905624.36,3210368.98,2700051.9,460605.6,4259744.4,34241566.08,,17435046.5,,653480.48,1612744.0,5631749.37,36712901.46,1550914.02,,57821606.4,1581866.91,1238182.96,36784913.54,1073967.44,1341557.76,,,1835580.27,,12265257.27,,1230768.74,,,,,,472736.0,3901612.0,824337.92,,2598057.36,803141.19,6565029.12,4608956.0,4387509.64,,913610.25,1224301.5,1059436.56,,1151790.08,,533071.0,,,7708050.28,4500159.3,1142959.6,754017.12,873991.06,975560.04,,,753014.99,4202724.24,,416621.41,1394820.79,,3240012.14,,2407002.96,570384.18,
20170307,,6596231.95,1536068.66,2254505.1,,7531339.53,468815.6,1308237.16,,1436011.035,2785846.6,,687352.5,,,2062458.15,,629015.32,4182897.42,,,3145751.28,15831916.3,4298843.82,2606384.43,,,2806602.15,,,,1058144.23,,526659.0,661584.47,523548.42,414081.54,403286.4,2650592.0,,5032421.39,,4189662.72,6370638.5,,4494695.35,,823722.9,1041365.52,,11935451.5,,,857012.22,191425.93,276854.8,8713624.69,12472366.2,,1472688.84,3474464.42,,,2234051.95,,891328.34,,1900218.88,2655594.18,1846362.72,665434.7,959991.06,497055.36,,2432458.72,2322023.25,,3688559.05,,,2136488.97,,,,,4567378.41,746841.86,,,,13321568.25,11586593.15,39751980.88,1464307.0,,,626972.6,2433140.64,1606267.98,1217709.195,,2370236.9,,824886.78,,734918.46,2106413.98,1703808.08,1329363.99,2147966.13,,,16555073.04,3482548.6,1949291.63,3957836.57,2751921.62,435318.4,4100115.04,35661320.64,,18640790.56,,617417.02,1662139.23,5772596.08,38636642.54,1648257.63,,59479274.12,1604512.35,1241765.33,41403190.5,1154785.57,1298703.81,,,1773467.6,,12426796.24,,1092453.43,,,,,,496344.15,4027683.14,833530.57,,2402696.87,808619.76,6888542.56,4676322.7,4515441.81,,861882.62,1297037.28,1175380.2,,1240681.74,,566612.73,,,7568197.26,4436504.96,1409742.18,746480.79,835088.64,926209.16,,,770921.73,4236858.55,,289471.07,1421240.24,,3273733.29,,2382540.48,604734.42,
20170407,,6762032.92,1746332.77,2322529.12,,8869894.56,497230.8,1407049.2,,1400821.065,2844086.58,,690166.75,,,2151307.41,,693574.0,4289473.22,,,3266634.61,16618301.83,4447772.04,2984067.33,,,2849178.24,,,,1119806.0,,602139.95,717501.67,617100.0,487994.1,460378.22,2912393.23,,5580130.23,,4611052.8,7097324.64,,4847105.14,,885087.0,1081155.48,,11685512.4,,,914832.12,190082.85,245518.24,8802580.71,12396579.52,,1573684.74,3526920.06,,,2332080.0,,987027.6,,,2873318.7,2024702.04,655914.6,1041229.26,520540.46,,2745490.0,2404153.12,,3923823.0,,,2225907.69,,,,,4721174.81,768820.08,,,,13928891.85,12043355.22,42176659.8,1589796.76,,,647292.16,2530176.18,1728190.08,1390946.95,,2320759.76,,885651.01,,609364.72,2167854.0,1423935.24,1498723.98,2257880.04,,,16914155.76,3722098.31,2016321.65,4202438.08,2852947.3,487699.9,4776979.05,35623581.8,,18994400.17,,708079.46,1864588.8,5852193.22,41059219.74,1755891.54,,59075386.65,1729935.9,1259597.8,45046309.7,1261198.77,1444605.12,,,2112029.64,,13404543.06,,1180225.2,,,,,,533532.0,3924928.44,941617.35,,2516893.74,871592.7,7198825.26,5214217.41,4538568.2,,880683.78,1181053.18,1234850.76,,1370916.15,,561004.5,,,8878048.3,4554136.29,1543568.61,819687.68,864912.9,931717.12,,,829048.8,4683334.06,,301375.83,1545364.62,,3283196.79,,2561169.95,623201.26,
20170522,,8344708.5,2198634.84,2823254.01,,11543488.0,676701.1,1622596.0,,1776612.2,3519996.2,,889224.0,,,2699916.24,,835305.64,5121015.34,,,4028175.84,20313767.16,5477279.3,3530486.31,,,3555223.98,,,,1428644.88,,642444.2,890873.08,794052.66,608294.72,570762.36,3569650.37,,6922440.0,,5359417.05,9336072.02,,6186678.58,,1171510.17,1312341.93,,14300233.97,,,1151420.76,231943.5,335070.6,10653957.54,15081736.4,,1894864.65,4361195.88,,,2911986.25,,1222186.59,,,3541002.08,2638203.03,808024.0,1410508.22,659316.0,,3199539.2,3021721.04,,4826477.4,,,2838697.32,,,,,5733108.0,711138.0,,,,17218029.54,14742843.75,53255212.2,1936904.38,,,780202.3,3163485.5,2244403.72,1704942.52,,3073203.76,,965348.28,,403730.2,2626062.31,1775436.0,1850234.75,2452187.5,,,21956492.91,4727966.23,2501933.27,5197749.92,3626569.8,631945.2,5831012.34,44463546.76,,23453501.52,,869264.97,2322375.0,7355540.5,51638121.6,2194464.7,,71307564.9,2071221.88,1594276.74,54922106.72,1572644.14,1728673.27,,,2557675.48,,17037997.5,,1452475.68,,,,,,657504.0,4711956.48,1078831.5,,3101817.95,1123393.68,9517651.48,6635542.55,5647153.88,,1108004.37,1469918.94,1589239.2,,1699447.8,,699742.8,,,12441883.05,5889300.48,2035837.2,1166481.64,1142899.62,1261183.63,,,1083136.95,5780127.15,,360784.2,1945664.16,,4418069.92,,,743142.53,
20170607,,6142821.3,1658974.24,2531194.4,,10481719.4,384223.8,1280042.64,,1581883.26,2884997.72,,695310.85,,,2198362.14,,672830.76,4122238.4,,,3402947.52,17439784.04,4502571.29,3354199.06,,,2884460.1,,,,1033408.48,,488772.0,784755.84,665975.0,574023.36,427126.08,2873516.38,,6133884.19,,4396224.08,9036820.87,,5412673.44,,858832.8,1086933.54,,11228520.08,,,878927.28,117317.61,224017.79,8513326.34,11964769.83,,1410726.46,3554570.36,,,2097618.66,,934796.66,,,3046540.18,2022935.95,633633.0,1296705.7,491159.34,,2418263.19,2346096.06,,4163552.4,,,2118765.39,,,,,4683141.2,609628.32,,,,14224984.8,11938792.44,45451266.36,1394190.42,,,622121.92,2677652.64,1799839.98,1402612.325,,2508965.75,,815115.0,,898529.47,2043003.96,1335003.39,1666072.59,2029436.53,,,18398717.13,3904658.1,1910381.88,4243336.68,3062218.3,487699.9,5261627.52,37848625.2,,18165925.82,,699665.12,2038165.34,6607948.2,43148871.48,1904318.22,,58256207.34,1677557.33,1265787.6,48078495.4,1267543.2,1335491.82,,,2172928.55,,14387868.5,,987642.6,,,,,,549146.75,3851225.55,883170.64,,2424253.36,849858.45,8164173.5,5432375.52,4520629.89,,809771.4,1121214.05,1133928.56,,1411807.5,,560763.0,,,10944374.94,4256634.9,2012736.72,946479.42,850152.23,910713.12,,,854470.8,4610713.8,,313546.1,1615698.66,,3574057.02,,,648908.0,
20170710,,7347681.08,1903211.8,3020268.6,,12420497.22,521360.0,1740255.66,,1778882.85,3260766.0,,735246.8,,,2625345.72,,846738.55,4497821.28,,,4024591.0,20373963.33,5339726.24,4141918.62,,,3113928.65,,,,1335317.4,,596047.1,1006859.7,808689.72,681098.28,481950.0,3678006.01,,7306153.4,,5211036.45,10198491.24,,6685870.82,,926209.76,1354524.36,,13617905.49,,,994165.23,134570.7,341066.5,9931447.2,14925414.35,,1692465.46,4254993.96,,,2742017.68,,1252643.76,,,3904857.18,2620229.76,794015.8,1549858.24,543826.8,,2944738.24,2865751.65,,4677144.57,,,2654806.7,,,,,5450734.58,738083.82,,,,15898894.72,14258650.18,53662441.95,1754681.25,,,742096.24,3048184.32,2159298.18,1754298.09,,3163200.0,,928716.12,,644314.43,2631983.76,1981223.01,1898652.48,2291373.31,,,20390387.71,4750900.33,2172234.27,,3437325.01,568176.0,6231908.88,44759597.74,,24328709.0,,973517.28,2610690.63,8060104.78,51333688.14,2185444.8,,69355364.4,2164036.6,1677940.39,56759944.05,1509481.23,1597881.7,,,2782121.0,,16746434.16,,1268695.8,,,,,,667484.6,4287332.56,1231123.5,,2851900.0,937049.76,10334914.31,6698466.54,4960923.72,,975013.8,1553271.72,1443543.99,,1816235.19,,780882.14,,,14231161.55,5616219.99,2367238.8,1111179.06,1159179.84,1253419.52,,,1011312.54,5741798.4,,401848.52,2018228.28,,4410900.78,,,846658.27,
20170828,,8411155.98,2143553.27,3345348.96,,14968552.64,559464.36,1766628.27,,2044296.38,3845264.67,,842015.0,,312.6,3258151.92,,944190.0,4836434.24,,,4646678.3,22284818.8,6007850.94,4630845.04,,,3540032.64,,,,1466517.57,,676065.35,1198192.08,936452.39,725005.08,476355.0,4262385.32,,8464306.62,,5855389.12,12647027.9,,7743888.71,,995434.49,1448693.0,,15334261.8,,,1131740.6,168255.0,398285.03,11205638.18,17265470.74,,1708518.66,4374319.65,,,2772407.35,,1616221.79,,,4162460.44,2916524.16,952490.5,1626102.99,581652.0,,2976851.88,3220795.86,,5151659.89,,,3088919.36,,,,,5992704.0,,,,,18234273.02,15274919.0,61594520.4,1984340.2,,,834919.58,3567229.68,2227505.94,1934959.0,,3723010.56,,1045509.08,,481274.82,2945554.8,2301884.16,2132590.2,2396414.02,,,23339007.82,5496205.26,2627452.08,,3770639.8,703538.1,7431050.75,43853775.45,,27344933.05,,1099676.16,3179515.92,8899821.36,58208097.09,2457263.16,,81167832.04,2423050.08,1835429.86,63341201.33,1562225.88,1926579.2,,,3251606.82,,,,1456943.35,,,,,,766577.0,4959257.7,1313235.59,,3122395.8,972928.32,11583598.5,7520583.95,5741523.48,,1044506.4,1761662.7,1687862.51,,1995295.95,,944922.95,,,14296403.59,6380605.44,2883931.8,1076084.75,1166555.65,1291890.6,,,1238205.54,6961983.93,,460368.42,2444756.47,,4597842.24,,,954936.6,
20170907,,6962750.56,1958896.2,2835525.1,,13422754.4,322900.71,1381640.96,,1857519.12,3095727.03,,597830.5,,,2736055.14,,788825.0,3874977.42,,,3693766.25,18685216.44,5268572.96,3463059.9,,,2618061.6,,,,1237264.99,,524361.6,1025718.98,844891.8,603088.2,294767.0,,,7625625.6,,4941920.85,11122839.0,,7072573.95,,804722.05,1285284.5,,12738458.76,,,942843.6,104586.64,354915.0,9060750.98,14816896.92,,1547523.81,3606749.52,,,2256198.6,,1227071.98,,,3266026.5,2611297.88,720052.2,1423607.29,476743.2,,2432391.42,2451484.26,,4337602.64,,,2622631.42,,,,,4874806.2,,,,,14226373.5,12921285.16,51719884.15,1940177.88,,,669586.03,3044185.78,1793427.61,1616641.23,,3155783.4,,900503.04,,1005454.08,2267454.72,1819558.35,1860586.8,1638236.22,,,18216777.82,4722206.72,2064762.2,,3182479.02,593316.8,6644924.44,36162218.8,,20665450.77,,890307.88,2799754.65,6887190.28,48816302.76,2071223.82,,69684149.4,2168337.78,1610175.33,53626085.81,1215121.41,1663099.68,,,2901764.5,,,,1428564.06,,,,,,668944.8,3602277.36,1042689.93,,2528464.38,781595.68,10130062.5,6504480.0,4893798.25,,863406.0,1538559.68,1125030.06,,1699630.0,,855767.5,,,13291797.3,5386703.4,3000686.15,865619.46,820760.5,879367.5,,,1080633.84,5947439.13,,344769.0,2159757.56,,3749382.14,,,751285.8,
20171006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649414.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171020,,6300322.08,2070185.52,2831799.6,,12830651.94,271370.44,1305388.31,,1848950.065,2574743.28,,560560.0,,,2679687.61,,735457.14,3695069.84,,,3185829.75,16906226.65,4485071.91,,,2050992.81,2394796.18,,,,1247015.0,,515372.0,1064241.48,758528.4,573959.9,261870.72,3583717.5,,6917618.4,,4235412.78,9602292.04,,6360511.04,,748174.35,1094897.42,,12334175.28,,,911024.73,,,7869849.2,13952259.12,,1486940.4,3700411.55,,,2207766.75,,1121502.1,,,2930490.68,2368150.4,693804.0,1188788.58,484701.36,,2169064.32,2285025.44,,4064071.59,,,2280699.2,,,,,4083239.16,,,,,12196521.15,10953419.04,45521448.63,1908449.4,,,613933.32,3104535.96,1660001.67,1470312.0799999998,,2930053.87,,856548.12,,708309.2,2103097.75,1579033.5,1803154.95,1398618.0,,,16150192.66,4119803.95,1946389.62,,3217148.16,562481.2,6037167.5,32056526.88,,17948914.5,,807847.2,2626600.0,5509635.74,41936791.93,1786676.84,,61122638.5,1995472.62,1601048.26,45424514.93,1177430.45,1536251.08,,,2573640.96,,,,1289122.29,,,,,,607282.5,3140659.83,883092.73,,2262567.84,665283.52,9032891.05,6091488.53,3972275.84,,852170.82,1618950.78,1021774.78,,1659339.11,,781466.24,,,11848108.5,5368853.6,2870413.94,830675.34,733306.44,800021.6,1009767.3,,1018750.87,5471851.32,,,1962332.0,,3547150.08,,,733915.15,
20171107,,,,,,,,,,,,,,,,,,,,,,,,,3000094.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171121,,5879762.55,2021434.32,2772266.58,,12643630.38,257332.2,1149856.3,,1872555.155,2470715.16,,542412.6,,,2672376.8,,960008.38,3631173.84,,,2878277.57,15869919.25,4176502.24,,,1857625.0,2348036.16,,,,1183781.74,,438011.2,1124684.63,765715.25,554859.44,227418.75,3851000.47,,6781889.96,,3980962.84,9442778.8,,6401346.12,,676877.55,946744.33,,12272760.75,,,893192.08,,,7662665.12,14415363.06,,1418385.75,3313477.65,,,1968282.96,,951324.22,,,2692239.43,2095582.5,644540.2,1233305.46,387609.94,,2064024.0,2146830.52,,3837132.84,,,2296412.0,,,,,3973781.5,,,,,11805275.13,10165616.03,45139485.6,1892510.13,,,620089.44,3052105.38,1598805.8,1502790.5,,2973590.24,,818904.06,,322456.31,2048718.1,1517697.74,1906057.19,1236304.84,,,15973792.23,4229779.84,1705468.5,,3023223.75,510115.2,6144693.03,31509607.22,,18478124.73,,810073.35,2930263.41,5111242.86,40269444.06,1653769.38,,56305335.9,2145906.78,1762119.97,41562798.72,1274108.22,1398780.31,,,2509062.66,,,,1265255.64,,,,,,530010.0,3081706.95,1094185.68,,2321417.14,668973.12,9631634.58,6327428.85,3819732.71,,790935.21,1703703.54,970342.84,,1791140.16,2955648.15,767247.69,,,11178197.01,5393663.07,3010897.15,764925.0,545518.89,589003.4,999784.72,,1005295.04,5819327.15,,,1902620.01,,3055327.34,,,673026.9,
20171221,,5371197.92,1755528.32,2659073.04,,11278051.2,209204.82,1176298.2,,1839815.315,2250183.3,,618077.7,,,2642350.08,,1020768.6,3714820.29,,,2809059.77,15278908.05,4304339.58,,,1945732.21,2287815.8,,,,1241130.56,,459448.5,1141036.4,705093.95,568844.76,243700.92,4158795.0,,6686947.62,,3924166.9,7860647.55,,6690638.34,,677008.2,791621.49,,11723465.08,,,877961.16,,,7814668.96,13529786.01,,1401098.24,3268453.32,,,1949839.32,,1016197.5,,,2532283.46,1821419.99,580563.6,1115015.58,371140.0,,2048963.2,2350988.55,,3753205.62,,,2374932.0,,,,,3936123.04,,,,,11629156.29,10130139.12,42065193.12,2121372.0,,,617619.52,2943442.08,1527760.8,1609579.04,,2911640.04,,787988.96,,605228.35,1994587.41,1546776.0,1902569.41,1495970.75,,,15499150.06,4275041.47,1756332.96,,2905692.66,508079.0,6223319.01,31156421.73,,19006742.34,,809758.84,2905100.0,3633988.83,39850539.12,1656701.73,,54939524.93,2268143.28,1769376.31,38206971.0,1240946.28,1254753.85,,,2492404.2,,,,1260166.6,,,,,,543780.0,3174007.35,1126323.9,,2333389.96,654356.48,8954698.86,6219483.95,3453582.0,,756942.81,1797916.95,629737.68,,1833018.6,2816951.61,636257.17,,,9748232.55,5696223.75,3044757.25,769306.56,528439.35,585344.76,999078.08,,983197.54,5706712.32,,,1804010.95,,2941546.5,,,668656.57,
20180108,,5000581.2,1634599.0,2465097.84,,10680944.24,211673.95,1079882.32,,1956451.885,2103964.2,,523172.6,,,2258944.35,,957333.03,3433017.78,,,2797328.69,14780730.45,4278506.1,,,2095232.49,2064400.1,,,,1240341.93,,406030.1,1034563.2,663920.6,569775.0,235234.44,3888367.66,,3035710.165,,3909382.68,7217201.76,,6355001.8,,653055.78,740177.57,,10871208.57,,,793679.62,,,7517556.97,11690225.03,,1326931.1,3107587.08,,,1775563.74,,982473.03,,,2298335.43,1700756.67,588987.55,936567.6,373666.16,,1910340.48,2185437.84,,3572386.72,,,2241273.6,,,,,3772346.16,,,,,10357554.24,9468793.5,39249376.52,2135767.6,,,564518.49,2662619.52,1403166.54,1524434.54,,2804033.82,,957780.0,,395486.48,1852843.05,1673652.64,1840834.5,1179415.3,,,14269092.0,3889362.3,1683366.3,,2722423.74,536990.4,5812996.63,30399736.87,,18335594.25,,752918.05,2722378.72,3378575.1,38047378.16,1576133.41,,52231023.6,2006172.0,1608894.24,36607513.7,1160886.1,1166344.83,,,2370028.33,,,,1281401.02,,,,,,553395.0,3148241.6,1130583.52,,2216747.4,591111.6,8784402.24,5805434.28,3382925.4,,676019.92,1647821.76,630713.92,,1576688.68,2806039.66,642070.98,,,9222498.35,5382399.44,2793352.1,712146.6,549809.64,594198.54,1023739.66,,870473.84,5414580.0,,,1614518.5,,2703636.48,,,680255.44,
20180209,,5305527.6,1333584.0,2923345.26,,12380303.04,237294.88,1212784.04,,1961395.95,2467016.37,,485166.0,,,2462837.76,,941300.1,3428740.0,,,2696666.55,14399367.68,4035331.2,,,2045558.32,1978235.35,,,,1254488.4,,443628.6,1053238.74,675894.24,606655.38,208447.37,3697536.15,,3329064.945,,4759558.65,8635184.4,,6673637.04,,782767.9,699934.62,,9453496.23,,,796185.61,,,7342542.15,11975226.88,,1481562.88,3370202.88,,,1895635.62,,873177.16,,,2367654.52,1750327.92,562439.7,1133726.39,372177.3,,1802178.94,2041502.11,,3437882.8,,,2280141.36,,,,,3742167.73,,,,,10337838.03,9090549.0,40308349.28,2217270.0,,,554174.4,2882228.22,1355626.97,1494377.06,,2869051.86,,944222.16,,341549.17,1875490.81,1650387.42,1892838.6,1199880.0,,,14655685.2,3922754.42,1684173.6,,2876748.96,536382.0,6204495.05,29647184.56,,19799285.94,,783056.0,2444012.73,2862262.2,37789237.5,1627039.92,,48594742.2,1901874.33,1453195.59,36786431.03,1201472.16,1105311.69,,,2652178.16,,,,1395382.17,,,,,,540771.0,3183543.21,1215681.66,,2157135.52,615399.7,8351052.97,5630708.79,3429024.24,,661720.07,1480574.44,594027.36,,1515433.72,2954770.56,608328.0,,,10390849.37,5002938.63,3191070.64,648009.44,523945.9,568273.86,1017589.23,,893779.68,5878106.16,,,1721294.11,,2879679.66,,,691990.74,
20180307,,5073868.56,1261431.56,2725790.32,,12082392.34,252614.13,1096180.8,,1946037.945,2318869.06,,402176.3,,,2126734.56,,,3225036.06,,,2686806.99,13233825.66,3636829.0,,,1995118.44,1806894.6,,,,1206587.88,,351308.1,842508.13,654949.14,661208.78,172125.51,3124692.5,,3116714.35,,4586178.75,8323278.2,,6772346.36,,723439.92,614036.6,,9045215.98,,,836547.9,,,6277753.95,10992029.0,,1408860.27,2942278.08,,,1556074.86,,786410.58,,,2368033.46,1544065.4,536968.15,1247955.0,349534.96,,1666807.4,1911374.64,,3028962.76,,,2053268.88,,,,,3598168.6,,,,,8747544.15,8525754.88,36214513.42,2092863.01,,,504483.42,2754706.05,1251083.02,1756116.45,,2666558.16,,935698.92,,790913.1,1641587.72,1690205.1,1725579.18,1194471.6,,,14335281.6,3312023.16,1467891.75,,2794219.04,469536.1,5700765.2,26247946.75,,19245318.45,,762713.6,2163652.37,2751399.0,34099365.61,1399938.24,,43719621.92,1656494.91,1447673.0,35143006.1,1211075.22,1093278.06,,,2441939.0,,,,1281193.2,,,,,,512400.8,3134766.0,1197810.24,,1985314.18,511219.09,8111313.64,5334297.71,3078517.5,,592028.3,1380300.0,472930.78,,1408345.56,3163547.4,497957.82,,,9953199.78,4836857.02,2788359.75,543424.95,606078.55,671407.1,1049447.7,,840378.24,5344208.19,,,1519187.67,,2551288.01,,,609551.04,
