000729	000858	001800	002511	002714	0151	0291	033780	1044	1717	1876	2579	2580	2914	2992	300498	600519	600887	603737	9618	ABEV	ABI	ABV	ACI	ADM	ADV	AEFES	AHLN	AKO	AMZN	ANFI	ARMK	ATDb	AVO	AVP	BARE	BETR	BF	BG	BGS	BJ	BNNY	BRBR	BRFS	BRFS3	BTI	BUFF	BVIC	CAG	CARLb	CARR	CBY	CCE	CCEP	CCH	CCL	CCOLA	CCU	CDSCY	CEQ	CHBT	CHEF	CL	CLSJ	CLX	COKE	COST	COT	COTY	CPAA	CPB	CPG	CPO	CRESY	CRON	CRUZ3	CVGW	CVS	CZZ	DANO	DAR	DEO	DF	DG	DGE	DLTR	DMND	DPLO	DPS	DPZ	DROG3	EL	ENR	ENZY	EPC	ESSITY	FACE	FARM	FEVR	FMX	FO	FRLD	FRPT	FRUT	GCC	GIS	GMCR	GO	GURU	HAIN	HANS	HLF	HSY	HYPE3	IMT	INGR	ITC	JBSS3	JDEP	JNJ	K	KDP	KFT	KHC	KMB	KO	KOF	KR	KTII	LISN	LNCE	LO	LP4020	LSF	LW	MATK	MDLZ	MGNTq	MJN	MNST	MO	MRFG3	NATU3	NESN	NOMD	NSRGY	NUS	NWL	OCDO	ONTEX	OREP	PBG	PEP	PERP	PFGC	PG	PGPDQ	PM	POST	PPC	PRGO	PRMW	PTRY	RAD	RADL3	RADL3F	RAH	RAI	RB	RCOP	REYN	SAB	SAFM	SAM	SBUX	SCAb	SDA	SEED	SFD	SFM	SJM	SLCE3	SMBL	SMPL	SNMX	SODA	SONC	SPB	STKL	STZ	SUSS	SVU	SWMA	SWY	SYY	TAP	TBEV	TEA	TFM	THS	TSN	TUP	TWE	UL	ULKER	ULVR	UN	UNFI	UNIA	UNc	USFD	VT	VT/	WAG	WBA	WBD	WFM	WFMI	WMT	WWAV
20191206	5179893.1			7123542.16	5743837.46						3813252.68	998979.24				3948747.05	2251623.29					11550667.38													17174616.03				6962490.0	2472450.0	568710.0		3993642.0			11810396.96			16454515.0					9613232.03	3311950.86								21401828.0				38802566.0		77940468.13						1438392.0					26317936.58	7575250.0			5467594.0		10543200.0						7905112.53	6042078.0		31041185.0	22751103.49			52427.48				15563028.0			18574072.0				3103908.36		2322840.0						16848439.1			8335136.0	17377536.0		34240703.0		145165789.74	3903580.0	32270268.8					4019932.5		3519604.0		47868912.1			68478712.26	82290203.55								5970231.85	20706289.6			69051378.0		6054881.0	155145685.5		91562259.04	6071100.0										2759351.13					8425350.0						3658785.0	20776688.0							55777083.96	373578.81	30433767.0					25238920.0					17311195.18	26062292.0								37218317.88		14412745.72				20680764.72				23252658.0	
20200108	5290989.74			7389687.99	5074117.84						3743308.81	682357.89				3519054.3	2159764.66					11343340.16																	6882550.3	2633040.0			3832460.08						17561621.0					9065290.38	3628937.74								21158483.6				39155186.0		42643496.58											26140354.9	9341500.0			5365976.0		14240322.0						5050749.33	19380868.08		27635523.56	22916779.36							16003772.0			19472464.0						3026588.38						10203160.83			8543744.0	19093074.0		32302550.0		142418761.2	4104510.0	35806377.8					59434038.91				47951051.32			72980519.64	91311076.5								5942842.87	22158282.16			68376822.0		11364942.94	152092863.0		93237452.63											2799206.0					10222912.0							20660694.0							69451967.52	567213.9	29750994.0										15667240.51	28297372.0								37494253.87		14449077.32								69584287.0	
20200207	5692864.89			7324329.62							3544895.6						2285572.58					11719948.33																	7420209.25	2850870.0			3960983.21						20828192.0					9140744.64	3696587.71								21476703.2				33742016.0		29975366.25			6442205.07								26382952.51	11021400.0			5318918.0	7824785.22	14643585.0						5336787.06	20700684.0		27458145.36	23492863.28							17597002.0			19560112.0												9814095.01			9073792.0	17865045.0		34028883.0		147619446.3	3231470.34	41970852.3					38077503.3				59412813.12			64341006.85	91696897.95								5875358.66	24315034.74			88165817.0		15073344.0	171044305.0		95665921.19											2896526.81					10050810.0							20471958.0							71418218.04	302225.0	30341025.0										15542261.5	31763856.0								36169354.89		18352679.24								75558472.0	
20200306	5447558.68			7385912.05							3175954.65											10508801.18																	6760062.05										19712496.0					9125362.33	4002657.32								22678496.4				34584864.0		26941498.02			9265891.49								25054942.21	10358234.0			5231281.0	10237713.66	15742256.0						5042739.24	18781560.0		22569029.62	22841371.57							18404976.0			18762646.0												9567283.43				21306204.0		30478960.0		153499611.2		41293758.2					25251284.91				88919376.04			63949453.2	88246336.85								5603010.88	15332095.57			99825858.0			187683951.0		51355955.7											2951616.24					9479708.0							20058896.0							62200715.16		29676080.0										13998111.4	28416457.0								36244315.6		23656755.72								71739434.0	
20200407	5086859.03										3152921.1											8048897.69																											15981972.0					8839164.88									15269468.6				31825048.0		22497912.71			10989784.8								22097497.86	9812260.0			5125230.0	20733403.94	15011824.0						4744040.4	17453940.0		26537402.76	21664285.27							19452842.0			17605700.0																20820784.0		21497883.0		140594078.82		48292740.1					14431571.71				88020662.4			59926206.82	74952758.65				10747412.0				4804300.94	11090699.6			110548719.0			170530041.5		38551846.17											2634944.95		2675058.55										19938864.0							50364300.64		27167088.0										11961166.49	23326737.0								32793976.05		19811134.24								67472288.0	
20200507											2701086.43																																						17568792.0					6509691.09									14996032.8				32276716.0					7771359.68								20037274.28	7319106.0			5149441.0	20376539.79	11079276.0						4117186.26	14544200.0		19114487.28	22013292.94							18694749.0			9899652.0																18124836.0		14638658.0		116307496.5		55950008.4					23537997.3				83486264.64			55748146.52	71796462.15				10805632.0				5202095.69				100559730.0			165665500.0		34356207.36											11240394.8												21489600.0							33990529.12		22593536.0										13856874.85	19901493.0								30529340.17		10429702.36								71194292.0	
20200605											2854111.31																																						20023872.0					6875676.92													34299600.0					8393511.94								21821531.55	7861262.0			5977730.0	22124623.26	12014236.0						4557999.6	18731968.0		21916569.51								22072507.0			4455816.0																19760328.0		17946261.0		128974671.02		58717787.7					33189372.77		26599560.0		85753463.52			65561990.62	74933941.25				11999142.0				7008369.35				110766417.0			209319439.5		35128468.6											12291629.59															6635200.0				40242842.56		25955144.0											21387141.0								30931849.22		14127994.0								76163230.0	
20200707											2960650.82																																						18776163.0					6539178.1													35875061.0					11602915.51								18850707.1	8899758.0			6530491.0	22420246.5	14758796.0						11994130.33	13716888.0		17016674.22								22065762.0			4690176.0																27470488.0		18029099.0	14002560.0	140633676.24		58891169.4					11264400.21		22816794.0		86887062.96			67387004.82	67128707.25				12330996.0				5839299.82				108331425.0			216764604.0		34544563.76	7905048.0										11147364.05															5994560.0				36804360.32		27217520.0											21129216.0								26532989.74		15203208.24								79336370.0	
20200807											2521945.68									1130512.87																													17451354.0					6549585.28													42328116.0					10889817.77								13354473.91	8762258.0			1333570.0	21358321.95	9583112.0						7969654.52	6278178.0		17430623.56								11787694.0			3100995.0													7641013.35			32211280.0		15594210.0	41585170.0	141010884.24		58606874.5							21985527.0		85236675.54			64252846.64	59846241.25				14804790.0				5048405.63				109458376.0			229951045.5		35589849.46	16025698.0										5792129.12				2561169.0											8483628.0				30907958.4		26907310.0					3394386.0					2159340.0	19250504.0								11262314.09		16624275.52								76599310.0	
20200824																																																																																																																																					6940059.85																																																																																							
20200907											3142727.38									801599.94				1379008.0																									15489320.0					7141060.01									5983000.0			413208.0	45997389.0					10883952.12								12877358.16	10255896.0			1332800.0	22382504.41	6291790.0						10082244.06	3689568.0		12263597.99								9143960.0			1581750.0						1506456.0							8382144.93			35986076.0		16131096.0	46889136.0	153913494.32		55784721.3							23731600.0		92394068.42			66551196.96	64426291.75				17094378.0				5398940.4				114078842.0			250734220.0		41084977.71	18839502.0														2464039.5											1812616.0				37109132.16		26765640.0					7044905.0	1849736.0				2160326.0	19811480.0								9580308.3		17113224.8				1384140.0				84278220.0	
20201007											2114423.22									629407.64				5056793.0															1149624.0										15719928.0					7139325.48									6586506.0			491940.0	48394272.0					12808025.31								12940303.85	8775765.0			262444.0	20437595.68	3841173.0						9054823.08	5189109.0		15253364.61			713286.0					6202560.0			1170285.0		1094058.0				7126750.0							8302774.42			43137163.0		16156944.0	48653184.0	165109146.54		51085553.6					1900990.93		25856490.0		99072024.36			62677131.72	68918712.3				17700948.0								115479470.0			261326119.5		42678952.89	21089592.0														2584816.0											1143100.0				32873929.6		27561312.0					8762398.0	1855652.0				2397360.0	18689280.0	1306458.0							8328423.7		20527439.6				1292680.0				87058950.0	
20201108											1835630.33									608382.44				8386175.0															2161610.0										14633958.0					5198715.93									7128660.0		588476.0	433224.0	49132000.0				3685794.0	11889733.45								13025680.3	5782815.0				21471382.96	3644466.0						6861561.75	9147018.0		19025061.08			824772.0					6096090.0			8949768.0		1045912.0				11149350.0							7675567.0			43784640.0		13528415.0	45110130.0	163929036.66		49137963.7						96327.0	26494746.0		96571037.1			56501060.4	60751546.8										65085.83		113277780.0			255998731.5		39834013.09	20898000.0			1627320.0											2607137.0											1854405.0				28394058.52		29449854.0					9065454.0	1654508.0				3890880.0	13924268.0	1501920.0							8278963.21		18731815.52				2367128.0				87443750.0	
20201207											1156690.1									644458.59				7838584.0										2191294.27					5298582.0		271859.0								14660602.0					4912017.63									7289436.0			412110.0	39660058.0				3556254.0	10833852.13								10083080.35	5224500.0				20645243.36							4577494.74	15437005.0		19122010.02			647502.0					5976900.0			3411224.0		1034470.0				15352114.0							6717817.63			41816050.0		6647207.0	45107118.0	159718663.08		48056353.7						96600.0	21312855.0		89292488.96			54364853.14	56726599.6										64637.11		108804627.0			248802225.0		37725184.82	20203680.0	594270.0		4455668.0							960165.07		2451232.0		2828137.0											2229680.0				27595996.89		25676742.0					7311982.0	4887036.0				7414556.0	13397543.0	2363140.0							6114076.47		17497814.4				2243236.0				84082500.0	
20210108																				678036.22				8277892.0		1725742.0								687295.0					6254118.0		741919.0								15274768.0					5162908.04									4881480.0		1542496.0	471042.0	42428691.0				3811524.0	12285296.26								8298685.47	5866020.0				24915302.54								15922389.0		12662587.25			830370.0					7145136.0			3393756.0		907570.0	1218228.23			20855223.0							7280118.19			48994050.0		6304716.0	55027450.0	171622528.8		51017010.0						101661.0	26541746.0		96571037.1			61245241.56	62622518.35				3033240.0						73619.2		118917635.0		937008.0	246681724.5		39654443.25	20686740.0	670595.0		5828634.0							3282012.62		8049202.0		3021733.0	279252.0										1889206.0				29582099.01		31699360.0					7941706.0	6394000.0				10796625.0	15263320.0	2506925.0				5369429.3					25112099.68				2504859.0				87976482.0	
