000729	000858	001800	002511	002714	0151	0291	033780	1044	1717	1876	2579	2580	2914	2992	300498	600519	600887	603737	9618	ABEV	ABI	ABV	ACI	ADM	ADV	AEFES	AHLN	AKO	AMZN	ANFI	ARMK	ATDb	AVO	AVP	BARE	BETR	BF	BG	BGS	BJ	BNNY	BRBR	BRFS	BRFS3	BTI	BUFF	BVIC	CAG	CARLb	CARR	CBY	CCE	CCEP	CCH	CCL	CCOLA	CCU	CDSCY	CEQ	CHBT	CHEF	CL	CLSJ	CLX	COKE	COST	COT	COTY	CPAA	CPB	CPG	CPO	CRESY	CRON	CRUZ3	CVGW	CVS	CZZ	DANO	DAR	DEO	DF	DG	DGE	DLTR	DMND	DPLO	DPS	DPZ	DROG3	EL	ENR	ENZY	EPC	ESSITY	FACE	FARM	FEVR	FMX	FO	FRLD	FRPT	FRUT	GCC	GIS	GMCR	GO	GURU	HAIN	HANS	HLF	HSY	HYPE3	IMT	INGR	ITC	JBSS3	JDEP	JNJ	K	KDP	KFT	KHC	KMB	KO	KOF	KR	KTII	LISN	LNCE	LO	LP4020	LSF	LW	MATK	MDLZ	MGNTq	MJN	MNST	MO	MRFG3	NATU3	NESN	NOMD	NSRGY	NUS	NWL	OCDO	ONTEX	OREP	PBG	PEP	PERP	PFGC	PG	PGPDQ	PM	POST	PPC	PRGO	PRMW	PTRY	RAD	RADL3	RADL3F	RAH	RAI	RB	RCOP	REYN	SAB	SAFM	SAM	SBUX	SCAb	SDA	SEED	SFD	SFM	SJM	SLCE3	SMBL	SMPL	SNMX	SODA	SONC	SPB	STKL	STZ	SUSS	SVU	SWMA	SWY	SYY	TAP	TBEV	TEA	TFM	THS	TSN	TUP	TWE	UL	ULKER	ULVR	UN	UNFI	UNIA	UNc	USFD	VT	VT/	WAG	WBA	WBD	WFM	WFMI	WMT	WWAV
20161007							9501994.83						5804861.55				16990394.51				3995100.3								8284247.46			42012330.04			22941382.8		3462168.07		87367466.7							381120233.1	16204689.28	17285398.92									8175227.82					10360397.9	93080444.94			26488571.4	32963432.85											321595160.2					9557917.7					5276995.92				24862957.97																		38744532.75		17211082.5					10598404.56								22231216.0	135246144.7	5446647.92	215627187.4									53474756.0		114721403.7	112801985.6	142810246.1			19732262.31							9596194.05		168730971.5	34410985.57		428523155.2		141511872.3			16955895.51			47695773.0	8126252.94			166417544.1		14945826.98										26671667.37		5781368.14						18869191.0												36300536.0								5348013.6							169831919.0				25608096.64	
20161021																						22492963.5																																																																																																																																																																																																						
20161107							8311911.35						7159893.89				16361535.55				4102893.9	23841058.11							8839847.64			27079109.38			22102656.58		3230766.0	14203536.0	80982395.19							379117691.7	14934965.76	15459340.42									7960678.52					10446445.88	85573944.94			26111422.08	39068181.68		19690697.0									312978097.0					12693600.0					4723830.48				47914413.84																		41677451.34		17029272.9					9910573.62								21897904.0	130151689.8	5484675.0	203413542.1					51340044.03				50559630.0		112380110.5	116112616.2	136630229.4			17253493.31							9592824.83		159872103.9	35479807.67		418456233.8		144285174.2			15968381.17			50458704.0	8486383.47			156642814.5		13993859.3										24446068.85		5577913.69						17542394.45												38834426.0								6161395.24			7090083.0				165297120.9					
20161207							7901567.27						4480942.12				16196079.63				3974889.0	26694299.19							6960106.15								2889740.7	13823298.0	86204007.63							391056377.9	15789829.12	16410088.77									7399424.74					10605773.4	77163066.56			24902429.4	20830151.16		96488961.03									305334637.4					8839666.0					5015100.16				125496737.1																		42602836.01		16669402.8					9949539.74								30295768.0	130397723.2	5185366.29	211703564.9					33405772.34				46852556.52		106349333.8	113855969.4	137175527.4			15844144.78							9092597.43		101756169.6	31638362.68		223536821.2		206922628.4			14387627.31			50595413.0	8071646.62			158785890.8		4372406.55										13563087.35		6198688.91						10360060.2												38963592.0								5062268.94			17635797.0				139881869.5					
20170105							7341527.75										14348157.16				4054923.9	59891356.05							5808974.6								979735.0	12487938.8	87006677.64							349478215.84	13752847.68	16131514.16									5838209.63					5426101.8	74448368.83			26618957.64	18984111.48		80913209.87									258850415.67														140127210.3																		42872801.87		12576685.3					9261575.5								33567363.5	113065461.3	4058874.1	178453914.7					9469307.06				42929107.92		94030807.77	98622869.25	126392486.85			13732428.32							14013554.04			26063407.39		137688492.06		252762501.48			6393390.66			56648136.0	6933239.9			127363464.3																				12457170.45		21295626.0										66287873.88											17671145.76				72090317.52					
20170210							6870776.19										13960349.17				5297939.1	70512185.7							5903873.69								3407981.11	12369530.56	92052759.12							344696513.8	13750303.04	15764017.73									5735762.91						74688046.24			26941606.3	4558011.48		79183371.07									240983485.7														137945049.1																		39181592.52		12348391.4					9708398.82								32577379.92	116175812.3	4100172.66	178851146.4									48814334.14		89878432.12	95042878.68	133687782.9			14617793.03							14985672.7			26919186.73		132237744.9		269464673.6			6163098.27			38836768.0	6733325.27			127088800.9																				16539627.65		31413219.0										65177391.21											14131397.64				66110674.24					
20170307		7066536.8					7043902.08										13455835.48				5815863.9	70021706.23							5728454.16								2743952.94	11179660.8	86461492.23							326842947.2	11898893.0	17751706.96					1647081.0				6255536.21						85083891.68			25433719.92	4667328.6		82072262.4									234767345.4														142396781.2																		38340483.88		16276082.0					9411282.1								25808684.58	125463165.3	4002088.58	170726089.2					47668189.49				48759276.24		84618232.4	90035185.2	133608063.1			14949776.05							14920347.1			27881368.87		119693223.6		294695262.8						2372932.6	7142204.31			136364197.0																				19622335.95		31988736.0										64889464.92											21999795.2				67971196.56					
20170407		7570756.66					7871563.46										13883936.51				6139566.9	73353629.17							5808974.6						11593120.0		2855078.76	9516391.68	78793966.55							331182257.3	11992121.44	17677661.19					1654713.0				5888087.64						107878744.1			25920280.66			78398931.66									240040003.7														136921141.2																		42161143.08		16360068.9					9673979.52								19281518.3	139987707.3	4235038.27	169613886.0					69168985.87				60581403.36		21125785.6	87583522.88	140628211.4			17114683.32							15268766.65		7594144.0	27248584.07		112130939.3		335222375.9						6190800.0	6481813.54			149708871.1																				19965090.6		33921816.0										64912551.72				5146832.0						13997878.59	20304790.8				71654283.12				8781134.0	
20170522		7489202.57					7216233.67										14336289.16				6215097.6	75671578.64							5699573.23						13767160.0		2393479.2	8357102.24	77249570.1							331778533.44	11285548.0	18301569.9					3889608.0				5993152.66						111277783.24			24709626.76			75128852.61									243436585.5														140127260.81																		44329975.2		17971655.4					10639156.86								11366777.02	146728575.92	4626729.3	170253732.3					69866443.33				65109302.64			97580387.34	97227259.9			17799656.72							15778307.99			28201816.33		80329224.45		355137223.9						13224300.0	6439344.54			166588517.46																				20101541.05		34618152.0										64592108.94				5348456.0						14681255.02	20621707.68				71283808.2					
20170607		7390550.45					7176720.0										14584594.54				6182727.3	77878088.54							5757521.0						19188055.0		2563542.0		87852514.05							311393224.8	12159130.15	16000208.68					3985584.0				6214944.31						122964787.8			23948230.68			76048086.45	2370.0								254945947.3														144010962.5																		44079725.34		18643354.6					8800959.37								8946781.5	142123931.7	4691903.59	174142455.5					86061731.06				66917191.74			99123624.76	89053498.1			17537954.86							14440441.57			24830559.22		81535654.5		363543118.4						27470800.0	7301655.61			190279450.5																				20784076.65		36336924.0										66388448.4				5565256.0						15490389.41	17862444.0				74279358.96					
20170710		7431603.43					7523355.0										14507837.07				5837390.1	69984652.86			3559248.0				5503591.23						21365600.0		2606267.7		71711897.95							302127916.68	15991310.79	14291420.46									6409760.48						132694742.72			21914281.5			70990851.18	2316.0								242690834.49					2548128.0									140874767.46																		41135873.38		17471969.8					9194726.32								14147575.42	147946557.46	5187486.31	179780966.6									64035998.22			103228453.12	86842378.8			18018333.71							14676421.67			24687546.55		90930902.5		386785201.8						31102269.0	7422611.6			203684715.25																				23233632.25		37153075.0										62350557.62				6029208.0						16844445.02	16406575.36				72377110.48					
20170807		7117534.09					7060000.38										14178184.76				5612481.9	70763271.43			4994566.0				5681287.9						38480118.6		2745838.32		74132631.0							285444357.1	15528386.51	14281602.48									6405826.87						128819555.8			20011019.58			70316175.72	2356.0								254712463.4					6536500.0									141708615.2																		45841218.12		18396720.3					9193443.03								14105783.94	141892752.3	5463670.43	161343384.4					14385775.49				59362841.02			101431755.4	80728831.15			17770340.12							13541330.42			24342912.54		81515752.5		377518478.0	3797085.0					34093040.85	6954072.26			202285391.8																				22557841.2		39385309.0						19659618.0				65994001.71				5866608.0						16323172.53	14329043.52				69956202.44					
20170907		7187934.06					7071301.28										7572764.74				6215644.8	77288064.25							6107714.82						36107587.88		1460550.72		74637862.65							374641409.4	15228847.27	14262322.03									4856545.95						128593976.0			18041322.96			72003522.56									251036390.8					14311500.0									139787639.6																		27888577.86		17153594.1					6876587.26								16805674.64	142274433.1	5483674.42	161654720.4					130747366.5				59183041.16			104777430.5	70430403.65			13948677.64							6964721.54			15417409.83		81315687.0		371078394.6	2595840.0					21172621.12	7270960.6																11031950.0			4267185.0				25305025.2		39308055.0						21728916.0				66342064.97				6177716.0						14819997.39	14818610.4				72064447.08					
20171006		7301458.05					7022038.78										7889300.44				6399660.6	75877560.37							5202759.33						32190139.83		9678473.28		71057835.05							375715799.12	17536660.96	14790475.16									4674190.03						127596571.2			16050006.96			57048414.26									242901970.02					19892400.0									128103299.61			7867384.0															25087868.52		17798369.1					6830339.63								16823413.66	141374354.9	5280408.07	144183879.9					8515304.94				59874208.28			100403545.64	68728453.0			14009225.2							7098354.2			15180052.71		82613944.5		371777882.63						22873992.46	7239357.02																24566220.0			4267185.0				31658033.8		40680330.0						21916950.0				56074582.41				6309964.0						15139556.68	14450119.2				72805906.0					
20171107		6763411.72					6535933.74										6811695.51				6737022.9	66927699.92							5085287.02						31680234.11		9517389.12		70837739.1							369593213.7	20555762.85	11593296.74									4203402.48						129751678.0			16212318.0			56876374.41									239568964.0					19675392.0									117733133.8			12523717.0															15809788.85		16266312.3					6119159.04								21541794.72	139698347.2	4977121.77	132250966.2					2663543.85				79366612.28			95444485.5	67481733.9			13093072.42				32224384.0			7124665.75			9044207.04		74180543.0		347637916.9						14795001.2	6815275.56																24606085.0			4216771.0				30494897.6		38653410.0						17119908.0				56694006.07				6282864.0						13595514.04	14055307.2				58519169.28					
20171207		6420206.42					6252723.87										6376284.13				5888862.3	66447227.18							3869440.1						34895479.8		8577731.52		71052147.3							349880434.4	19281006.03	6302550.55									4092065.01						119763591.0			16949480.64			52988273.8									205754677.6					17929275.0									115705348.6			15375424.0															12758247.98		9121798.2					6348904.58								23670528.86	142708953.6	4416364.76	130264479.0					28976310.77				82953548.94			95405032.86	62431151.9			12739836.2				34919914.0			7478137.66			6175347.46		68670519.0		322457682.2						12454975.5	6187371.38																26364030.0			4148352.0				32305378.08		37836843.0						16958439.0				55563976.42				6140860.0						13360692.42	14360628.48				50220996.48					
20180108	7824963.59						444921.03					3824606.16		2563354.08			1283708.44												2613883.92	12238200.0					24781947.3		7393091.8		14963417.85							66608329.41	19051593.41	5568216.47	20946310.96				36347179.82		1872641.9								65985069.15			19480338.68	79083584.0		72741562.31									103885149.8		15251475.0	11242031.15											41487250.5			2809093.59	30655583.89			3370474.25					669718.47						31540098.9		22273868.82	10904419.0			7104024.0		12011494.91			29316157.6			59398635.34		224818486.86	3479479.5	22233652.2			3663498.84		71026355.57				92959002.52			89712230.34	98749966.35							1554694.0		6776695.52			138466542.0			221213058.04		199658354.25	13724749.15					3180161.7					6091757.54							7095369.83				7950579.42	44264598.0			10123145.12				52833312.0		44301324.0					20950043.81	11185872.5				31876167.18								5094922.0		60460102.09	22996529.92				57875050.24				23004618.0	
20180209	15591027.27						581618.74					3670357.22		2494248.06			1442114.29													12162488.0					26909690.25				15001435.8							56775766.74	8776932.09	5628007.89	32550647.0				34364767.05		1909773.66								44114106.0			21815309.44	79305732.0		78201453.33									100448967.5		15132639.25	12709130.0											29677330.36				31951542.71			3929129.03					6615104.97						29995121.61		19625933.2	11158033.0			7171740.0		14700656.6			34962114.0			63910944.0		225780893.84		23600686.5									92061002.4			89973190.58	103240650.45							1551180.0		6646950.05			192351680.0			232571250.0		193687194.15	14744703.0					3116874.9					6474567.11							5400909.41				8705125.0	47136656.0			32544557.02				58953687.6		46536852.0					29107889.0	11358488.0				34258914.14								5227547.0		59108580.0	25215631.88				57763690.88				23364250.0	
20180307	17194604.63						611953.75					3560329.55		2565020.82			1635503.85													15089256.0					30539369.4				17763328.05							53460270.6	6608124.58	5333954.87	32307600.0				34073872.48		1963548.9								40986419.2			20524186.88	77421851.0		64638423.17			1197703.82						108545222.07		15543603.79	12996540.0					2438000.0			27868225.0			31477935.44				33154227.85			3215560.19					7353993.95						26987825.86		19204715.9	10845439.0			7368732.0		15680018.83			33952835.0			59709663.0		217477638.62		26102617.2					3950545.34				89064535.2			113296051.46	94842587.3							1327288.0		5941360.53			179198880.0			200710281.0		182547386.93	14082187.0					3449130.6					6701965.75							4230199.88				9984975.0	45451998.0			34023120.0				57583287.54		42182134.0					30133591.0	11628368.0				31661290.44								5050360.0		57048520.62	25373575.08				55438322.24				25221560.0	
20180409	16241963.6						623909.69					3804667.26					1531664.48													5747310.0					28031684.05				16868788.05							45383239.56		4882222.09	29557953.0				32258183.06		1910855.53								38076957.6			18911803.84	72446550.0		56793014.04			1208852.42						89268343.19		14404017.96	12751190.0					2175968.0			34096125.0			27485739.16				30298347.02			3159063.34					6486766.25						24610293.22		20032671.0	15407168.0			6701832.0		15171587.67			31901780.0			52661070.0		188707941.96		23316962.4									84141286.2			97292087.74	81101317.75							2348066.0		8125904.73			156167736.0			174404698.0		168433498.05	15406074.0					3116874.9					7501071.64							4051211.58				9209200.0	44722830.0			33716907.0				64941210.29		40941200.0					28590245.0	8303625.0				29022909.18								4527287.0		51772489.02	26368617.24				48555325.36				21296366.0	
20180508	17212403.6						706196.18					4150402.06					1484783.08													3328882.0					30269955.4				16535571.9							44330495.94		5027833.0	30171528.0				33042753.98		2160020.93								39573094.4			17499068.48	69003066.0		53794625.1			1178497.01						79131306.63		14643460.53	12127300.0					2011880.0			34720854.0			29725259.08				30572492.75			3416223.87					6453857.34						21672873.93		18890660.7	15516928.0			6613596.0		14077747.66			29215494.0			56303931.0		183001772.74	4278092.0	20582893.8					6942.83				77190401.34			91713465.42	77491492.4							2328872.0		7520520.22			149917525.0			169940644.0		156037225.4	15402008.0					2658045.6					7976536.19											8390525.0	41816172.0			32136438.0				66730846.3		43304800.0					26550288.0	8203437.0				28234036.93								2589282.0		55284360.04	24850015.32				46144827.28				21050302.0	
20180607	13952182.79						602969.98					1848326.02					1400847.76													939678.0					22982608.55				13964587.05							38235420.12		4490524.48	23472724.0				25760397.6										27447479.4			13882745.16	57590436.0		45899372.95			1071914.6						70842744.49		12645007.32	8583712.0					5293128.0			29150280.0			24174063.51				18068382.32			2165961.24					5846413.54						17017716.87		12974128.3	12467064.0			5364287.0		12415648.55			21192220.0			44145540.0		163157416.78	4660440.0	16843797.3									58264791.0			61242610.0	68630665.95							2182770.0		6252257.23			102575228.0	8039500.4		119480361.0		131609262.0	10041734.0					2284175.9					6409208.15											7736773.0	31873952.0			24263712.0				40109157.9		35948646.0					23596342.0	3925324.0				24203371.5								2345542.0		45790063.51	18809800.88				34509079.8				18090070.0	
20180710	14182547.46						677072.72					1808121.52					1576361.78													977772.0					15912603.0				13084789.25							33982771.2		4885254.27	22480596.0				23907924.41										25436626.2			10223888.04	58976400.0		57442685.25			1073198.11						14218567.17		13086982.03	9410032.0					4558968.0						19373252.16				12590491.09			2215360.5					2604221.9						12310822.48		7230663.4	11876276.0			4934577.0		11919615.47			22542939.0			46064472.0		164329574.0	4150660.0	8629121.1					471126.75				62425869.66			60292162.32	69588324.3							1862820.0		6627215.83			101252500.0	8130836.24		116453713.5		130691458.14	9700994.0					2188432.0					6253579.03											6707470.0	28777750.0			23000675.0				68644886.31		32636604.0					23508345.0	3396915.0				28854228.69								2374718.0		40980612.66	19107210.88				30722333.36				21683258.0	
20180720																																																																																									29825000.0																																																																																																																																			
20180807	10745475.19						679871.52					987196.86					1486230.39																		14321342.7				13114890.85		510840.0					32990566.7			21359394.0				25215209.92										25747716.8			10843371.72	59559300.0		72194777.7			1066106.63						14433898.05		25955285.43	9105040.0					6332500.0			30048600.0			18498188.91				8589428.09			2481969.87					2606738.2						14375490.2		5023894.4	12274614.0			4904010.0		11927611.43			24105150.0			49602672.0		158901183.48	4006530.0	6309356.5					614.69				63138278.0			64348014.6	67213520.55							2037410.0		5344405.18			104232138.0	7907360.67		117780831.0		125767971.34	10855724.0					2366242.1					6712866.79											6821837.0	28353224.0			29523764.08				71074614.38		31561054.0					24324898.0	3749004.0				31157281.09								661230.0		40335196.4	20253215.12				29114716.86				22500255.0	
20180907	11358630.32						629630.34					889124.89					1434496.94																		22079749.65				13005772.55		535464.0					33910244.28			20983436.0				24465753.72										25449057.8			11645009.28	56470922.0		69328318.77			1074047.65						14191562.58		26693471.99	9201220.0					6800360.0						15995652.66				8698016.02			722392.34											13386679.56		4503168.6	12953899.0			4487590.0		11945918.53			23432797.0	15294370.0		44591025.0		171613228.34	4436790.0	6431330.0					2142797.55				60895022.04			62240860.04	64145748.6							2069010.0		5713846.37			115598000.0	7807492.72		158787660.0		124141773.3	8249168.0					2749217.7					7283608.48											6642559.0	27246624.0			24109255.32				74229464.63		28296958.0					22885005.0	3691700.0				26943878.91								499100.0		39139276.4	17311260.96				31363778.88				22414576.0	
20181005	9362103.78						595763.66					3076005.76					1298116.53																		17169814.0				12225012.3		637200.0					29634007.88			21006300.0				25296307.92										25221189.8			13606172.64	58165935.0		89834914.92			1073167.52						16462737.72		26774257.74	9059240.0					11247247.0						14059500.68				9013367.74			771110.94											8973523.44		3300328.8	13258588.0			4477401.0		11471734.06			23683521.0	14523600.0		41663050.0		156067114.26	4289820.0	11244555.0									57302813.76			60329933.78	61132625.4				4639125.0			1715880.0		5425986.26			90246457.0	7640520.83		148575892.5		106599552.99	7090254.0					1873844.9					6959386.46											8181877.0	25348776.0			26017182.0				73787673.15		28023720.0					25476210.0	3677374.0				29559403.9								550405.0		38274645.19	16686601.44				31463829.44				24080032.0	
20181107	10142278.49						562442.92					8072240.8					1429742.97																		18886795.4				12926755.85		578448.0					28562087.38			19417252.0				26975213.91										25426271.0			14626876.32	57193280.0		89159634.32			1109821.2						14492588.16		26422469.94	8848560.0					11392535.0						14581263.48				8742547.88			102330.04											8521076.88		3181356.0	13453800.0			4649728.0		11545258.57			23099598.0	15998885.0		39403650.0		157014498.42	4348040.0	10391396.7									56241427.68			56374360.56	61157053.95				4507850.0			1603700.0		4028826.09			87449960.0	7940328.07		144716162.5		108341464.14	7147116.0					1750745.6					7463296.84											8472431.0	25159972.0			25950170.55				63482037.28		29022452.0					24941625.0	3388650.0				27148128.15								464225.0		37025554.93	12177475.12				33455559.6				23590192.0	
20181207	8607911.69						486486.14					7901125.54					1058589.77																		16826417.72				11626743.0		478440.0					25837148.4			20028560.0				26227395.97										22258599.0			13852521.72	53613735.0		79917273.35			982462.1						13327216.17		23403187.88	9462280.0			3798058.0		11776710.0						13790592.16	2227383.0			7939485.2			77349.71											7817271.12		3106123.2	12257960.0			4482274.0		13690904.21			21261356.0	17953000.0		37852342.0		156755193.84	4046290.0	10623427.2									52935016.84			49235165.7	63514486.8				4249750.0			1254520.0		7135679.14			84610902.0	7389771.04		167450010.0		112711193.37	6445818.0					1641324.0					6672502.4											5068765.0	25823488.0			16060997.04				56518255.95		25142826.0					23902683.0	3526400.0				27124556.04								336815.0		34445747.61	11525533.72				35579334.48				24789216.0	
20190108	8641835.16						474182.0					8637845.22					1092011.35																		18200002.84				10736864.45		504576.0					20759017.62			18194484.0					20287438.62									23742505.6			13376858.88	52963120.0		69868324.98			1067510.75						14765060.6		24676273.08	10021040.0			3784759.0		12121769.0						14314361.74	1699057.0			8909279.25			66324.61											3641109.3		1707195.0	12389520.0			4627578.0		15129639.51			14257600.0	18643500.0		36990432.0		161149867.2	4294790.0	15348160.2					24106433.19				55390980.84			54302951.36	52293838.35				4498950.0					7835330.94			89662482.0	7736862.01		171417512.5		108144415.23	7053075.0					1518224.7					6868682.51											4339270.0	26336520.0			17213051.68				48377536.62		24704912.0					22585740.0	3623927.0				31315883.4	7592936.85							334955.0		35240552.42	13109948.88				37409238.08				24139080.0	
20190207	8668012.15						488985.38					8997019.07					1153944.11																		13049058.64				10053934.4		478656.0					18686718.36			12017136.0					17283295.05									21920025.6			9834656.72	43716166.0		56997196.32			1049673.25						12062428.56		22948507.77	8811920.0			3685528.0		12617704.0						12351563.9	1711185.0			8539062.05			60989.92				4833648.0							2789758.14		1757889.0	9860560.0			4049020.0		14864625.43			12770240.0	16973680.0		30308768.0		143125697.3	4319640.0	14230425.0									45284257.74			46134004.44	44532246.55				3720200.0					11204025.71			75932904.0	7946601.18		155579196.0		78876339.16	6497577.0										6318696.54											4431635.0	22923748.0			15615161.1				43732932.75		19748696.0					20690332.0	3094416.0				28086189.89	17680740.0									33187563.37	12501470.24				29383539.92				22691340.0	
20190307	9386949.02						492064.95					1355244.43					1384489.73															2154930.0			18621502.38				4330429.45		568296.0					20353949.28			11151092.0					5750185.74									41562074.4			9569435.2	44213780.0		61321824.72			1067378.58						3369466.65		20855744.08	9741660.0			3936163.0		13527151.0						12037564.38	5868120.0			11588722.81			73377.41				12398859.0			8270284.0				3224228.67		1069824.0	7596760.0			4385700.0		20566289.76			11613168.0	16195900.0		31354344.0		145382344.34	4415490.0	14659925.1					2172181.97				50227165.08			53599650.48	62178285.75				3231579.0					13532880.46			74305865.0	2821438.99		146562047.5		91664365.52	6766578.0										2032494.69											4520230.0	21678696.0			10261095.21				61445592.12		31154604.0					20738480.0	566185.0				29177607.24	20167344.0									30305662.75	10979771.52				27474986.24				22960868.0	
20190405	10106916.64						521672.67					1132122.19					1517317.29					3554372.46										4378350.0			14200734.63				4173945.8		546912.0					10964171.24			12042561.0					5697010.42									42036916.6			8661219.84	44447968.0		72643967.0									1087377.49		23111301.0	8627150.0			4039486.0		13457301.0						9422520.66	5679944.0			14508878.3			77290.77				17019738.0			21411159.0				2582651.33			586604.0			4095535.0		15762100.02			8225212.0	14964250.0		15244167.0		137761872.12	4286980.0	24560062.1					3334855.98				49416983.28			58289683.66	85179090.45				3543630.0					13376002.57			72390640.0	2204287.11		143345902.5		108143883.54	7427052.0										2681887.58											4395820.0	20472403.0			9567075.54				60524086.83	800280.0	30347304.0					21940240.0					25174564.22	20082662.0									32766982.18	11474707.84				27068146.56				23718004.0	
20190508	7196909.5						589430.51					1115979.43					1711657.02		1405396.27			5993612.75													12794606.58				4878990.45		591840.0					12450332.72			14294422.0					6252934.22									44172659.2			7927989.52	46563522.0		67250815.5											23561600.2	8497625.0			4068130.0		14674088.0						9177926.45	5562334.0			25802747.03			85562.42				17372732.0			24203475.0				3035632.88						2717603.0		16412195.08			6145398.0	18966457.0		14996145.0		140477751.48	4686000.0	14483742.0					3138044.59				50601807.36			53946981.16	101108099.35				1488760.0				6190406.81	14311465.98			74718735.0		2215876.0	143292457.5		108444895.49	7975260.0										2922363.23											4060290.0	22519450.0			8917508.41				61205639.22	1064988.0	31454202.0					21683648.0					22221918.45	22613351.0									35274108.7	11367254.56				24056772.48				23368188.0	
20190607	6662195.31			2895923.23			639786.87					1081089.82					1945570.39		2320510.18			7068118.11													12730834.26				4016440.35		612360.0					11698299.2			15860934.0					6476512.27									46438564.2			3752146.32	42378478.0		54276333.54											24747792.24	8560425.0			4299669.0		15545816.0						8751829.59	5928782.0			28808829.21			89211.13				17551380.0			24072519.0				2864944.18						2719325.0		13481172.63			6458130.0	19712367.0		19604952.0		149408207.08	4552520.0	26261312.6					612353.92				50135964.3			77348999.2	99105797.85				1514240.0				6161595.57	15978762.28			74230585.0		2289105.0	144413500.0		105126340.96	8221662.0										2841029.36											4037670.0	25188202.0			8954779.54				64297489.43	1092690.0	35116053.0					22856176.0					20647187.82	20492732.0									36238010.53	11901264.8				20368599.68				22172304.0	
20190705	6040217.58			6114214.13	3096397.54		612535.16					998469.29				3223171.06	1733985.52		1192801.29			11638960.69													15052810.32				4007244.15		539568.0					10346429.42			13794581.0					10479076.2									44416167.6			884587.29	41351508.0		44043088.88											24442334.45	7418250.0			4340248.0		9701845.0						8202707.17	5065896.0		11190534.0	32719287.61			73011.75				18262710.0			23123088.0				2677186.61						2185792.0		14047067.37			6958944.0	19115639.0		20524595.0		152279319.34	4423300.0	24551999.7					10081700.26				50135964.3			67415151.72	89492553.7				1544816.0				5237188.47	11428109.38			72601600.0		2199665.0	139571687.5		93673690.83	6200900.0										2862149.84											3779425.0	24968424.0			8568041.51				54961092.33	745201.71	29273055.0					24947250.0					16705527.67	20733148.0									38736298.03	12556200.96				18760252.16				20247424.0	
20190807	5879032.1			7204220.77	2889500.93		664900.09					1113722.58				2949895.99	1927790.53					12662971.14													15533219.16				4269335.85		570240.0					10406114.62			16609476.0					10687144.5									42276699.6				45267738.0		47698613.2											25908937.22	7806825.0			4608956.0		10255745.0						7771005.29	5494608.0		22346697.45	29799630.63			64055.87				15732807.0			20703384.0				2875448.1						2367463.0		13199122.38			7092668.0	19597090.0		31682528.0		154756980.56	4411940.0	24796510.7									50334946.2			73066328.66	85719835.75				1555008.0				5139685.74	12372005.04			72816489.0		2237677.0	145664542.5		94651502.23	6134230.0										2815446.58											3560765.0	23602431.0			7305847.92				57082178.23	643494.39	32672346.0					24058944.0					17336831.9	22058168.0									38801997.41	12992180.16				20786846.08				22053804.0	
20190906	5481381.27			7853643.78	4561990.72							1089180.99				4052047.65	1887062.13					14386792.44													17014479.75				7533672.05		501828.0					10626949.86			18081281.0					10456377.84									40517317.2				46030210.0		48672750.27											27719073.35	7979525.0			4570082.0		9717125.0						7816839.41	5983776.0		26787255.13	27934770.35			61816.02				15608355.0			20935962.0				2858379.23								15583908.71			7708328.0	19081734.0		32672607.0		152717418.34	4355140.0	24168317.2					2292368.07		3027112.0		48716445.42			71967989.94	83094789.15								5252815.03	14468182.2			69209115.0		4766495.0	152914918.0		98266080.51	6325980.0										2756558.24											3191305.0	22782831.0			1350580.77				53196725.89	557434.35	31628974.0					23327514.0					19016037.06	22315650.0								36675329.45		12850486.92				20718405.76				22031848.0	
20191007	5385952.61			7649686.21	4618326.63							956746.84				4007505.7	2146675.33					13525732.6													17414820.45				6886418.35		559338.0					10474752.6			17251388.0					10121650.02									41878437.0				47043696.0		58878586.35											28631949.76	7300500.0			5322669.0		9696115.0						8402497.61	5474700.0		24507301.44	28353075.25			59839.3				16966956.0			19647760.0				2501245.95								17096145.86			6788680.0	16834488.0		27166040.0		151553630.7	4189000.0	27046585.6					1016022.69		3174589.0		49253920.76			66443892.34	75230394.3								5466831.77	14450867.75			69062323.0		6648859.0	150293511.5		85584599.19	5881710.0										2786785.16											3383575.0	21547284.0							59311536.13	449859.3	32839045.0					23629507.0					16231248.35	26116328.0								39259822.57		14696132.2				19463666.56				22806296.0	
20191107	4941541.81			7016274.76	4054439.14						669946.54	989388.9				3595449.32	2164268.68					13620192.36													17614990.8				7300299.7	2155740.0	551031.0					11011919.4			18662644.0					9961758.85									26263652.8				42352170.0		69320565.27											28150123.78	7508525.0			5419854.0		10902280.0						8443239.05	6197076.0		31424035.59	26532212.86			64827.39				15642711.0			20129824.0				2819646.03								18849544.52			6956235.0	16859172.0		29736807.5		147958011.92	4304020.0	29445142.6					7747410.94		3279672.0		48419272.56			71065556.12	75384630.5								5639245.01	15752888.19			69249210.0		6538021.0	155481219.0		85648356.63	6244560.0										2784234.12					2876232.0						3645590.0	21783960.0							57716590.72	352063.8	33309896.0					25241260.0					17769451.55	24179498.0								37993793.76		14932287.6				21030189.44				23688528.0	
