0151	1216	2267	2269	2282	2502	2503	2651	2801	2802	2897	2914	3382	4452	4911	8028	8113	8267	ABEV	ABF	ABI	ABV	AD	ADM	AHLN	ATDb	ATM	AVP	B4B	BATS	BEAM	BEIG	BF	BRFS	BTI	CAG	CARLb	CARR	CASP	CCE	CCL	CENCOS	CHD	CHFJPY	CL	CLX	CNCO	COL	COLR	COST	COTY	CPB	CVS	DANO	DELB	DEMB	DF	DGE	DIDA	DPS	EL	ESSITY	FEMSAU	FGL	FMSAUB	GIS	GMCR	GMODEL	HAWKB	HEIN	HEIO	HNKG	HNKG_p	HNZ	HRL	HSH	HSY	IMB	IMT	K	KFT	KHC	KIMBER	KMB	KO	KR	KRFTV	KTGSF	KYGa	L	LISN	LISP	LO	LP4018	LW	MDLZ	MEOG	MHG	MJN	MKC	MNST	MO	MOWI	MRU	MRUa	MRW	NESN	NTCO	OREP	ORK	PEP	PERP	PG	PM	RAI	RB	SAB	SAP	SBRY	SC	SCAb	SCP	SJM	STZ	SVU	SWMA	SWY	SYY	TAP	TATE	TSCO	TSN	TWE	ULVR	UNIA	UNc	WALMEX	WBA	WES	WFM	WFMI	WLIL	WMT	WN	WOW
20120706			589497.42		370031.24	1719494.36	1822291.6			1807970.41	489074.79	4480622.33	4032306.1	2424696.81	1053510.17		1171963.27	1461278.45		1193249.65	9978337.4	5380428.3		3857543.76	2479312.4			1286266.0		16861389.44	1736618.56	1131842.52	1588768.32	1975801.86		1880515.8	1427839.39	1899204.42	730063.05	1543487.04	1270989.38				8548757.8	1613360.0			591956.89	6853145.92		1040711.0	10664891.16	7582870.37	682420.52		534418.8	10822611.6	474044.01	1597834.76	2213110.5				2871838.67	4472941.44		838024.77		2471498.73			2103907.38	3079807.76	749484.78	2254483.0	1863521.92		6603000.36	2176661.16	12297375.64			5635437.0	30782482.68	2380117.38		950059.39	1006278.67	589424.06			2997794.4	430064.22			678125.99		2996907.32	1382059.92		11961224.58		943670.23		1970426.1	34046307.69		4805421.49		19374838.9	3102107.28	31183868.96	26498955.6	2534165.12	5931103.92	6238709.79	1024340.61	1123029.02	1599384.05			1590151.2	620366.4		1581284.04	935365.56	2976992.24	1112896.8	881479.68	6782232.31	1033040.84		7400273.85		9793389.8	2529434.03	4895346.96	6038195.47	2635970.28		1522219.2	20903115.6	522196.37	5807674.83
20120720			653796.22		409111.42	1698462.01	1836995.33			1831357.33	502093.0	4687083.65	3966570.91	2177776.69	1038100.02		1224683.56	1477208.49		1292592.65	11295509.75	5211346.8		3518665.92	2559080.73			1241037.6		17764159.45	1765217.52	1148161.85	1674730.2	1898810.76		1909900.08	1486055.65	2002802.93	754678.42	1547135.04	1377716.4				8766885.6	1673826.0			648524.41	7310820.0		1079509.2	10646589.36	7241862.37			573229.8	11425793.24	502155.18	1668975.0	2164583.52				3042787.97	4420846.32		1044102.25		2667354.3			2114230.29	3100965.12	742856.4		1911099.96		6836258.5	2168349.48	12092076.48			5761030.44	31231588.08	2399886.72		1011393.21	1008504.92	604109.27			3048045.0	501339.91					2901258.36	1401015.0	1936070.4	12368347.2		965232.12		1905636.81	35016190.18		4929043.52		19577624.88	3345202.99	29768970.0	26319361.2	2600126.76	5803296.57	6670381.71	997533.89	1179369.11	1589250.48			1535170.56	857260.8		1662897.08	857696.4	3132196.32	1186384.32	852592.65	6976956.57	989252.88		7710264.83		10254104.96	2741608.18	4591762.56	6436657.87	2780675.04		1504641.62	21360255.84	516755.82	6081166.78
20120807																																																																																																	678246.53																																																
20120907			687472.47		408437.9	1924392.78	1902735.36			2018181.82	544000.0	5376000.0	4519359.09	2699454.55	1021818.18		1241677.34	1544932.75		1359797.66	12344260.05	5665693.5		3345416.34	2704675.17			1299951.78		20008522.05	1910797.44	1263557.53	1766974.16	1952113.76		1994902.62	1670808.74	2152728.29	943324.13	1740317.92	1584106.63				9756876.8	1827493.14			788128.55	7962357.48		1161300.14	11090413.0	7632004.43			447917.7	12764494.99	581395.81	1870512.04	2261139.84				3164092.49	4808475.0		1154470.45		2989284.63			2465546.78	3394642.06	733195.7		2067977.24		7418232.06	2282635.8	13437308.06			6479140.5	34845323.2	2468141.76		1051062.72	1124356.48	701377.71			3214970.88	179878.19			740537.56		2849088.0	1512868.0	1944380.44	13928806.98		1127435.8		2134037.44	38891863.14		5445902.03		21750051.96	3626990.08	33817669.2	29812366.08	2897519.94	6499536.26	7734877.79	1101780.03	1399748.92	1751609.6			1690368.0	961396.8		1870920.04	790499.8	3330357.24	1316067.36	947120.54	7711384.66	867487.94		8853734.84		11463668.91	3142079.12	6071829.12	7748242.03	2880239.96		1479059.67	24541357.32	595987.73	7168191.09
20121005			786145.59		416896.55	2151490.55	2149183.91			2254968.07	571775.22	5355218.39	4490266.6	3127846.74	1053767.56		1343812.26	1361114.94		1515740.93	13566844.51	5761099.8		3543305.0	2747071.0			1351380.6		20543445.1	1848377.92	1392998.68	1892488.4	2262681.72		2114563.32	1836612.03	2567969.84	1039896.74	1796250.84	1593452.6				10006747.68	1862691.0			788645.82	8444615.08		1284577.84	11635656.4	8097525.39	576075.0		619690.8	13629051.88	651216.52	1916613.32	2697270.4				3227739.34	5093235.0		1199896.88		3190278.52			2667987.03	3570760.48	786353.6		2157760.08		7765307.89	2511227.0	14646966.52			6446228.8	33559917.6	2539028.8		1080047.93	1236416.45	774060.17			3269284.48	518284.41			813170.21		2984531.0	1609482.24	1796657.84	13706120.16		1210824.02		2251086.43	40931438.38		5761876.83		22521963.64	3771771.05	36574473.36	30291988.8	3008854.8	6937652.8	8213154.43	1134377.22	1498631.16	1853288.14	2167360.22		1949211.8	1018900.08		1919104.03	796772.8	3578551.2	1443630.48	994652.98	8584437.71	943295.76		9223229.56		11929266.09	3064550.99	6133984.32	8352727.45	3164499.0		1485457.75	24895701.6	656792.46	7606533.72
20121107			1204164.52		540925.45	2564459.54	2597869.2	1141388.17		2328431.88	582107.97	5346262.21	5016970.3	3062724.94	1018688.95		1704473.01	1679935.87		1500244.87	13720198.22	5907510.28		3608308.08	2683555.79			1395114.6		20106151.03	1839438.72	1445969.46	1979685.0	2393974.0		2298909.16	1903572.29	2578320.27	1023109.6	1767880.72	1588172.26				9584610.24	1876758.4	274295.8		632460.03	8698459.5		1272879.92	12368792.16	7580512.46	795167.06	1436939.65	617049.0	14080559.14	666487.71	1904637.16	2970629.36				3548422.49	5195961.8		1202394.69		2561496.35			2839938.25	3610341.6	809246.24		2161294.32		7367449.52	2568948.48	14724238.8			6766669.52	29494064.56	2599004.32		1087190.06	1426453.26	750169.5			3067758.8	460489.84			788825.72		3015032.32	1661927.52	1683292.8	13584788.28		1212217.69		2304490.71	40884314.96		6158238.52		22079107.68	4538350.22	38310024.96	30429220.32	2835129.44	7395363.59	8249180.33	1137544.59	1523951.51	1797683.7	2343540.25		1929302.84	967135.6		1792595.43	797742.2	3693112.08	1433491.0	1025859.88	8633505.41	964980.72		8891165.63		12181862.88	3209494.88	6272198.56	8362647.71	3358741.6		1568435.64	24870304.8	646931.25	7480469.33
20121207			1159794.82		520205.18	2296177.43	2376769.57	1057525.33		2196121.61	544076.07	4769132.99	4880168.82	2827393.97	909796.07		1556561.99	1569358.28		1564769.55	13168758.99	6126331.68		3466869.12	2650409.15			1318260.96		18842092.37	1728138.24	1392490.99	1891051.2	2466604.8		2257044.48	1813295.35	2945980.07	980677.24	1729451.52	1588615.95				9129000.96	1832371.2	761412.96		644410.28	8320091.04		1254483.36	11532441.6	7353749.79	765003.97		645039.36	13915711.25	720647.49	1783245.6	2892689.28				3502869.42	5119578.72		1142970.31		2618243.31			2816552.03	3610707.84	795183.84		2042366.4		7301461.38	2531450.88				6453355.4	28140203.52	2709233.28	5252485.2	1087020.55	1431241.22	728214.99			2973568.32	335501.88		9195154.56	754768.29		2468373.12	1606063.68	1363685.76	12629433.6		1171443.96		2101307.13	40011309.28		6161134.91		21118338.48	4245082.02	37340647.32	29241803.52	2650302.72	7551315.99	7814766.44	1130327.24	1509546.34	1751333.91	2489836.69		1862156.16	1043236.8		1476285.38	786794.4	3570315.84	1335614.4	1086345.54	8073964.13	985200.48		8856897.92		12364520.58	3275906.32	5900038.56	8307011.75	3192022.08		1458825.46	24674303.06	635230.9	7487546.96
20121221																																																								1458547.75																																																																																									
20130108			1048512.19		625900.33	2109773.18	2201667.95	906656.97		1915678.43	528070.81	4816005.82	4294212.13	2573898.39	970837.88		1368109.62	1498286.33		1545776.04	12848761.62	5815496.82		3209286.6	2458603.96			1104756.3		18604229.65	1624047.84	1397711.2	1927844.6	2299071.5		2252698.12	1904964.26	2802479.89	948988.03	1596041.84	1519345.05				8781556.0	1800638.4	690571.68		604271.9	8179645.42		1216351.5	10757018.84	7063936.64	688715.97	1278634.14	610938.16	13507353.85	687787.74	1736861.1	2544593.0				3546452.55	4872235.36		1081749.84		2607138.6			2743391.0	3415467.04	777048.58		2022545.08		7212469.73	2497031.04				6168582.64	26707207.68	2623055.36	4859793.4	1129054.06	1333968.16	659190.7			2889908.32	474856.86		8347039.56	682910.69		2540213.88	1565838.24	1478636.4	12495229.32		1138542.02		1951720.44	38407214.81		6110548.91		19927142.62	4157360.82	35043696.69	27616708.56	2589448.16	7316486.29	7705616.88	1111708.3	1345373.17	1646893.52	2407109.86	69121.89	1789899.64	985623.6		1418628.68	768067.9	3384397.8	1194462.6	1070735.95	7596769.62	1045493.46		8525247.39		11892949.64	3239515.37	5284602.22	7951568.16	2927396.16		1400991.44	22042657.26	576981.73	6978926.98
20130207	1653496.07		895888.51		483721.74	1531764.6	1832824.29	814664.89		1586306.6	454519.17	4063609.55	3721438.37	2184884.06	844503.56		1247672.47	1369996.87		1473507.42	11274245.97	5144614.8		2912104.8	2294520.33			1004625.6		15937927.97	1561460.4	1282478.59	1540770.0	2345743.2		1943460.0	1726875.3	2622877.94	866916.72	1420234.8	1251713.55				7514335.2	1546406.4	660385.2		569548.91	6886244.4		1034139.6	9909816.0	6505786.33	708297.35	1140776.88	493318.8	11753861.46	627048.04	1510956.0	2312990.4				3106875.39	4247899.2		965228.15		2283641.16			2371570.02	2997052.8	685371.6		1767945.6		6193302.61	2238468.0				5379879.6	22650450.0	2160700.8	4337838.0	1076704.38	1204034.3	697359.45			2464070.4	566722.91		7301739.6	607993.46		2174370.0	1364624.4	1307193.6	10312044.0		1007479.36		1689335.58	33988310.48		5543071.48		17195090.4	3790436.59	30175747.2	22753425.6	2197447.2	6552486.28	6970716.6	1036819.52	1189460.32	1454606.81	2153542.03		1531622.4	840866.4		1179305.35	705510.0	2997568.8	1078308.0	948296.39	7096036.87	912576.0		7508803.55		10533493.04	2894614.45	5120703.6	7212332.56	2520708.0			18487600.8	553684.84	6142453.02
20130307	1593707.69		866804.73		474413.76	1531865.24	1957878.98	871794.87		1631821.17	456936.23	4492307.69	4025059.54	2415253.12	999605.52		1275476.66	1365084.88		1607202.38	11282853.47	5765791.2		3033309.6	2522061.67			1187920.8		16414583.6	1567850.4	1379522.01	1576092.0	2466864.0		2153617.2	1887025.73	2928701.53	893179.48	1560781.2	1294025.93				7756408.8	1674837.6	747735.6		558327.58	7135144.8		1088084.4	10493952.0	6850569.63	841710.16	1223959.51	547102.8	12066632.63	730691.64	1541394.0	2368958.4				3370913.57	4408732.8		919816.57		2412685.71			2552816.54	3150334.8	760035.6		1944936.0		5982810.56	2344680.0				5703577.2	23309260.8	2300208.0	4442666.4	994365.45	1196167.25	664157.38			2475475.2	310177.37		8013524.4	677695.9		2508000.0	1339278.0	1184088.0	11053776.0		981942.03		1572530.5	36760922.57		5951858.48		18305748.0	4115004.28	33407116.8	23983046.4	2332699.2	6955188.86	7581143.3	1018963.81	1111742.92	1402588.98	2407837.69		1574068.8	780523.2		1318410.21	750750.0	3007983.6	1138536.0	986228.79	7354263.02	1040524.8		7945972.32		11261417.42	2880497.05	5562432.0	7393504.09	2679600.0			18953652.0	561153.33	6573021.1
20130408	1527859.34		769953.39		549317.15	1843846.95	2297492.09	903631.04		1611846.95	483291.78	4603403.43	3904928.7	2721122.91	967108.17		1408562.76	1366786.41		1642975.55	12316561.25	5536449.38		3446423.64	2498759.32			1390943.4		16596914.45	1595080.08	1384076.33	1627704.1			2265893.19	1793422.41	2764606.06	925724.21	1588882.46	1340813.15				8293771.97	1789076.96	814844.25		573202.35	7157556.56		1215207.84	10410230.16	6950040.58	819863.88	1184259.58	500141.4	12306612.65	768514.97	1493679.66	2512976.4				3518621.7	4885526.25		975048.79		2605492.86			2573726.85	3812353.05	828369.63		2036996.28		5899838.95	2445047.0				6011952.76	24432900.8	2445811.72	4697760.87	1017094.35	1304796.56	673572.36			2462243.52	350156.02		8052979.55	671086.77		2492630.25	1457000.93	1238712.09	11119107.45		1003483.76		1570143.7	37020204.14		6088519.11	1067793.97	19161475.3	4307949.03	34022825.98	25078853.25	2320237.92	7077305.12	7638024.55	1027254.16	1122288.52	1427544.59	2457485.5		1706632.4	1092020.16		1164990.37	938294.5	3089739.84	1139424.33	952109.8	7392695.68	1075283.44		7867847.83		10894150.89	2812094.53	5746338.4	7984670.09	2424244.68			19346934.42	570337.78	7295170.23
20130422																																		2390336.85																																																																																																															
20130508	1917760.04		903763.03		564720.27	1997309.1	2822011.87	1067411.19		2041682.62	637933.42	6945187.19	5066993.78	3146054.03	973532.23		1587811.1	1797965.03		1937959.7	14960345.41	6066269.97		4168049.83	3064202.16			1633793.49		19585821.97	1907724.96	1684451.05	2034543.0	2812060.35		2732696.91	1951435.02	3190350.71	1112077.11	1883399.96	1578300.31				9794483.49	2165797.92	948237.15		646418.65	8613585.36		1538429.76	12864195.63	8002640.01	1063388.66	1744300.46	627497.43	14820537.35	782062.31	1846872.15	2883655.08				4070378.33	5983620.57		1135336.48		3022617.61			3230074.52	4369805.55	1051056.84		2457667.34		6521593.64	2991227.18				7163709.72	29314349.4	3187670.32	5737298.67	968077.46	1593042.85	806967.55			2899672.05			10241279.53	633424.59		2960526.25	1829997.55	1293992.7	13049973.3		1149515.43		1882379.62	43925343.1		7418607.11	1196424.77	22971249.81	4754172.12	39535555.94	28827525.53	2702456.07	8663486.12	9278013.5	1206757.24	1368480.9	1665291.01	2973770.53		2039919.52	1350879.84		1267159.66	1190361.25	3881572.22	1448670.51	1144603.58	8650716.91	1352392.16		9577944.81		13221040.88	3367804.43	7687923.2	9151952.43	2821630.5			23496694.83	671699.94	8255764.16
20130607	2111125.43		1081623.04		614310.65	2386374.62	3339979.18	1166861.72		2031372.55	776111.28	8731115.9	6252031.41	3584149.47	1058987.78		1914382.51	2095425.96		2152837.63	15352345.1	6455280.48		4480623.04	3356759.69			1998337.44		21701878.51	2068649.28	1797049.89	2138970.0	3362478.6		2926230.84	1980469.5	3674658.37	1217046.07	1989595.08	1737506.13				10550589.96	2297700.0	933985.08			9452059.96		1675957.92	14491707.12	9349575.78	1300574.43	1905269.14	705347.28	15372625.03	933212.01	2045195.72	3325471.2				4371146.11	6566700.8		1210866.83		3013202.3			3366968.54	4662399.6	1117756.68		2705114.4		7168178.45	3253560.96				8033135.12	32671140.6	3546503.28	6126898.08	1027234.91	1682493.04	868047.92			3281771.24	693231.74		11236204.4	813039.51		3300363.0	1905834.48	1627704.0	14751500.4		1326936.94		2172615.02	46345834.76		8877014.61	1503671.57	25582853.76	5025594.1	42141509.64	31647554.84	3087990.4	9443337.42	10162767.41	1320355.4	1540633.17	1885453.93	3216891.68		2261149.92	1504582.8		1505947.99	1083212.0	4096468.32	1626638.4	1241090.66	9196616.07	1428934.08		10492574.1		14668646.94	3481147.23	8543841.68	10520864.32	3058698.24			26110811.2	742265.94	9486945.26
20130621																																																	717897.42																																																																																																
20130712	2233060.24		1078437.24		569249.81	2364683.46	3178828.11	1097638.03		2092092.1	679772.22	8062768.01	5766874.82	3328804.16	1297426.1		1698796.73	1776758.56		2003596.13	15242241.63	6007255.65		4365456.81	3519768.4			2089174.09		21996152.08	2163775.64	1823303.4	2130323.1	3258617.75		2869175.16	2114349.08	3754900.07	1198755.32	2059295.72	1497774.07				10471874.16	2258114.4	890247.68		772118.51	9820180.81		1577291.64	14632978.14	9238353.41	1352063.56	1921177.82		15239515.21	979835.12	1964863.34	3316068.72				4261871.5	6277317.64		1230297.48		3052681.23			3518339.82	4752966.6	1100346.06		2758400.05		7398305.65	3204386.1				7720062.24	31532994.78	3553834.83	6709651.78	1005199.25	1693279.07	1002030.48			3332388.8	516870.73		10769721.66	927481.55		3390914.89	1888025.48	1632131.82	14952367.3		1348711.75		2044038.65	43881070.5		8622032.39	1471290.77	25673148.35	4988241.72	43140808.72	30831762.86	3196428.4	9458862.14	9727467.04	1280938.16	1516693.95	1891985.95	3169398.45		2256254.08	1648929.06		1596370.09	1129215.75	4072832.4	1589173.83	1201910.21	9155229.29	1479800.0		10450420.11		14434607.24	3373784.59	8423335.68	9055231.24	3664842.48			25765915.2	791714.53	8193327.1
20130807	2027345.34		1010381.03		656676.9	2316389.77	2997334.11	1097377.56		2110676.0	683077.47	8133110.18	5781790.15	3424774.75	1070559.22		1626496.2	1887654.24		1830243.61	14017229.76	5598914.4		4394736.0	3082152.55			1792765.44		19534305.03	1990236.96	1655404.77	2013530.4	2873014.56		2867054.4	1866706.17	3472557.79	1023812.82	1787253.12	1249781.73				9866712.96	2154988.8	789580.8		733605.05	9473637.6		1573741.44	13734178.56	8817635.94	1244473.56	1641534.86		14058982.66	897192.33	1851897.6	3096977.76				3860544.44	6149721.6				2657089.38			3272718.76		1016660.16		2622689.28		6772297.77	3209444.64				7329795.84	30184539.84	3511474.56	6524722.08	926874.66	1571399.16	895695.15			3251888.64	7404418.13		10007867.52	801182.97		3160326.24	1833863.04	1732674.24	13805654.4		1260282.21		1851436.32	41476086.46		8010996.72	1319012.22	24839295.84	4401018.25	41452647.84	27840360.96	3029896.8	9075403.18	8840613.6	1141519.58	1395234.44	1861048.66	3009000.38		2168625.6	1568603.52		1442686.09	1127730.24	3979503.36	1474853.76	1157880.99	7952321.29	1431095.04		9581368.61		13240278.9	3024659.8	7478640.0	8283653.13	3491579.52			23952408.48	742890.94	7390912.92
20130909	1949621.87		1134659.14		660159.63	2418787.07	2826554.79	1124416.65		2002867.16	669264.4	8026663.62	5960214.53	3218057.04	1205845.15		1528503.89	1973818.47		2049836.92	15196112.27	5663373.12		4747518.72	3410123.26			1948769.28		20328994.66	2068241.76	1781255.16	2161378.08	2835960.48		2972116.8	2080119.69	3890700.08	1152884.16	1908233.28	1238838.77				10362778.56	2264690.88	887634.72		795313.01	10049407.2		1644364.8	14787115.2	9279403.85	1321206.7	1690529.64		15353596.21	982458.3	1904748.48	3110234.4				3716518.09	6604416.0				2948005.9			3435699.57		1116007.2		2786901.12		6549683.83	3309880.32				7497734.4	30231221.76	3992345.28	6607638.72	961289.1	1749116.51	947353.46			3178522.08	572468.14		10991530.08	872118.41		2905441.92	1866443.04	1738946.88	13868614.08		1351793.08		2043623.34	42814284.88		8164121.22	1248804.0	25430912.64	4723280.0	43338873.6	28727375.04	3096295.2	9132012.21	9027432.43	1151518.16	1544972.29	2406073.95			2381823.36	1567700.64		1539706.54	1229254.56	4020276.96	1564274.88	1177738.45	8810001.29	1539207.36		9602442.17		13565049.07	2941464.99	8516772.0	8318551.44	3769657.92			25106656.32	792647.83	7359018.4
20130923																																																																																																																									3203861.75																								
20131007	2046580.01		1011163.43		605238.75	2281664.5	2553682.92	1040819.45		1773612.6	644590.53	7508551.19	5238426.8	2825684.15	1203608.01		1434643.02	1890586.03		1902326.07	14087507.58	4996425.24		4392517.92	3176347.37			1615129.92		18455275.09	1910699.7	1613536.22	1913636.34	2943538.62		2660281.2	1949858.15	3801317.89	1016390.25	1821903.6	1125960.51				9598601.04	2088505.8	750101.76		739214.75	9201083.76		1453956.96	13394224.8	8375892.88	1229822.78	1615235.79		14428539.2	897733.33	1748057.04	2985514.08				3398903.71	6003033.12				2779233.89			3254513.04		1046273.22		2588576.4		6189671.04	2907159.06				6824226.96	27629796.96	3565864.8	5815427.64	933031.49	1719684.75	811838.73			3029610.6	263222.92		10331434.86	904851.87		2868096.78	1689761.7	1568124.36	12862135.44		1155730.7		2005929.72	39847500.0		7810925.92	1117687.19	23281797.84	4427558.53	40351070.28	25792972.8	2859228.9	8368518.41	8425784.48	1058250.3	1476183.77	2166627.47	2854136.41		2153156.04	1579651.5		1380629.9	1183060.2	3574776.84	1461065.34	1104964.47	8597136.21	1546103.7		8650818.4		12149983.98	2483651.92	7827718.8	7931042.31	3428644.5			22559577.6	707804.34	7492575.67
20131021	2081017.13		1523712.64		529783.45	2391682.51	2644593.01	1073661.17		1801070.1	665335.04	7889212.89	5499500.34	2990614.07	1351875.69		1681773.28	2075094.74		2010270.17	15064545.93	5495631.7		4577701.56	3457547.43			1693320.0		19365060.41	1957408.05	1631175.01	2062772.01	3011106.56		2414972.98	2090290.31	4042280.11	1130059.03	1900525.65	1210877.08				9830161.0	2026410.84	1023611.94		715335.01	9415549.68		1360853.88	13046030.5	8409533.77	1226897.39			14944377.57	1019775.9	1719295.2	3370857.6				3568773.56	5790365.28				2866141.34			3474931.53		1055990.52		2597862.5		6900483.73	2832195.52				6841314.2	27125830.12	3901765.48	5898293.88	1022152.74	1650708.48	837058.14			3165587.76	1092440.35		10507382.14	1081304.19		2838439.98	1604365.9	1324276.25	12946068.45		1099177.43		2011450.45	42308077.13		8004584.82	1176324.13	23057305.5	4715223.99	38989699.95	26394796.75	2907044.1	8965002.54	8891972.55	1126829.33	1561693.91	2158407.74	3033789.28		2086619.6	1792946.4		1427055.78	1450650.53	3510371.55	1510918.2	1050650.3	8750805.61	1491628.6		8921163.46		12590313.62	2686688.38	8756272.8	8440660.5	4071366.0			22656314.72	647827.8	7752080.05
20131121	2244690.81		1633824.29		540801.15	2603758.05	2781912.9	1171154.84		2043196.43	732035.48	8456171.72	5927081.29	3401111.03	1360692.09		1961818.38	2188817.97		2568381.86	16785320.67	5681035.2		5416059.8	4051736.45			1533000.0		21559460.27	2191153.4	1870052.05	2376082.84	3065018.88		2698315.06	2160307.67	4600096.14	1316523.76	2101940.1	1375067.38				11510806.44	2422864.16	1025682.12		768606.69	10336800.0		1516513.68	15362032.4	8857385.6	1326533.45			16047073.16	1146641.62	1935668.0	3646776.32				3701229.56	6522129.52				2980379.71			3891573.41		1161164.28		2999231.28		7451518.8	3278247.5				8372808.0	30376622.76	4415775.84	6518313.08	1042295.56	1853603.45	921377.11			3842889.36	504351.56		12042850.88	1364094.12		3326338.44	1847549.7	1570849.04	15018507.54		1168929.61		2138801.29	46898882.43		8563378.9	1396404.61	26125753.92	4865806.56	44552520.5	29041712.64	3262508.7	10257229.94	9731699.19	1249518.36	1663786.66	2328378.35	3644940.46			2173706.4		1423009.55	1686577.4	3800920.2	1734480.0	1193775.98	9429556.66	1555330.7		9802126.96		13669864.68	2857298.63	10352900.88	9517168.44	4700659.8			25156347.5	713500.89	8342578.67
20131206																																																																																																																											2354315.7																						
20131231	2206368.14		1670416.65		597841.06	2689856.81	2984364.66	1093137.3		2125140.43	700317.49	8061446.78	6037634.84	3428608.41	1389756.26		1975050.07	2206590.4	7045693.2	2719904.95	16846557.08			5439505.75	3958093.67			1594002.0		21314481.65	2243819.31	2046673.87	2492689.54	2963788.8		2855911.31	2388476.75	5046747.96	1335864.73	2137178.52	1234664.45				11904107.66	2512701.73	864605.28		791399.63	11213442.0		1419609.42	16851220.56	8864073.53	1218301.01			16376590.78	1174753.13	2027788.68	3931502.08				3866587.45	6657466.02				2994142.14			4164677.18		1227560.34		2988378.27		7753861.55	3225623.52				8587835.52	31444615.81	4416732.5	6498116.48	1058188.6	1895950.89	837667.95			3946455.72	606564.17		12250118.44	1466846.34		3513165.21	1881423.0	1657750.16	15218675.24		1115460.7			48453945.86		8544377.29	1317260.42	26729562.96	4705295.84	47321449.38	28409630.34	3284950.85	10807194.65	9811774.52	1178919.75	1787821.34	2241519.01	3741339.73			2391968.52		1328763.71	1724685.43	4048782.96	1710826.94	1231952.7	9388343.94	1817896.85		9991231.46		13913905.13	2875381.04	10549676.8	9228917.08	4317900.8			27025827.11	671154.43	7931537.53
20140123																																																																																																										2098238.12																	2252105.2																						
20140207	2166693.54		1668200.37		635764.24	2786140.26	2801234.46	1123162.55		2172113.6	739260.74	7812587.41	6563480.9	3306693.31	1314444.6		1792493.22	2237279.15	6911572.5	2952106.25	17677745.84			5924100.0	3943505.45					21542905.13	2276607.0	2070032.91	2527816.5	2864595.33		2957175.0	2443619.44	5371078.71	1429264.53	2283727.5	1210796.45				11894304.0	2518434.0	933196.77		788432.39	10728751.5		1616508.0	18153730.5	8856786.95	1447171.07			17132238.22	1152723.65	2060856.0	3976896.0				3908723.47	6633039.0				2992616.95			4286854.64		1239916.5		3018991.5		7940171.32	3270298.5				8273232.0	32562607.5	4209945.0	6656424.0	1007075.37	2066717.56	843611.29			3922632.0	774544.04		13004520.0	1426012.38		3505356.0	1891854.0	1911114.0	15904977.0		1172781.18		2099588.59	48955726.09		9026960.96	1326739.91	26449566.0	4758303.52	46098412.5	29171124.0	3276844.5	10740656.27	9822653.01	1209180.71	1630419.66	2267356.24	3963021.21		2253735.0	2406996.0		1380660.48	1672143.8	4391565.0	1836105.0	1292338.69	9182838.08	1932315.0		10242082.3		14328580.33	2883462.48	10321968.0	9349707.81	4441344.0			26451643.5	656470.59	7854126.93
20140307	1988079.54		1605343.92		640339.27	2675446.13	2641407.81	1085492.96		2110035.79	751345.79	7385529.24	6517387.6	3314016.77	1287320.68		1697269.21	2047751.27	6027715.26	3188254.1	15594098.0			5282068.68	3584153.67					18868246.57	2731157.1	1980255.6	2524599.0	2378525.76		2734162.53	2105286.86	4569964.06	1313930.93	2195841.96	1124650.43				10946638.17	2349129.51	770672.16		784486.67	9928017.24		1508656.89	16836072.36	7957446.57	1561644.42			15000073.35	1038360.84	1985104.8	3591252.56				3596972.49	6255085.2				2647165.9			3920483.86		1222654.08		3025239.0		7342546.25	3043254.24				8490174.36	29219353.8	3768298.5	6334297.65	1008956.14	1959024.03	799860.62			3734026.08	470794.13		11825468.25	1282117.01		3153950.91	1726891.26	1876891.8	14301820.62		1080410.95		1876900.24	47480405.23		8272717.34	1292213.12	25117884.12	4389593.61	42524100.0	25641562.86	3116028.0	9944657.74	8441063.9	1224280.24	1498359.11	2136354.63	3621966.64		2054842.02	2587152.48		1345660.08	1590490.88	4182763.8	1687217.28	1176891.45	8576536.84	2116989.6		9387121.27		13007212.75	2583602.29	10101055.5	8523149.17	4006460.64			24604968.96	613839.28	7556337.25
20140407	2225884.38		1540524.18		591622.99	2693647.15	2640625.68	1016822.61		2271287.9	762308.33	7413032.87	6016108.18	3523592.81	1407136.63		1729897.61	1962525.33	6591182.4	3582002.88	16957244.13			5395252.8	3985095.15			1355357.64		21361008.33	2719511.76	2030617.07	2729030.8	2439955.98		2426098.4	2266541.99	4719696.59	1437698.06	2346137.64	1107444.61				11156848.76	2307159.52	705443.36		762683.52	10250601.6		1574838.22	17600336.46	8454058.29	1555237.72			15905352.36	1076353.1	2145889.8	3572176.44				3381405.17	6449817.57				2914768.12					1268148.7		3198938.6		8170830.8	3164012.46				8508426.4	29313534.0	4348339.2	6642459.14	1045059.68	2185771.22	849864.13			3678028.2	491219.34		12110834.61	1238302.14		3322510.1	1774606.4	2031744.0	14624673.28		1044908.04		1864522.77	49239993.19		8467317.83	1310173.66	24835311.9	4782141.23	43245694.8	26237656.62	3243665.62	10882969.37	9132821.56	1275978.14	1507455.62	2195520.3	3838073.12		2117611.74	2715801.48		1406880.18	1871751.0	4251836.82	1809239.88	1010244.74	8926503.02	2180480.4		9940155.9		13721184.59	2275980.89	11916459.45	8878822.31	4068019.2			24421521.6	636705.25	8198933.27
20140423																																																																									4011490.34																																																																								
