year	month	ABC	AD	AMZN	ANDE	ARDNA	BC	BG	BZH	CCU	CHE	CL	COKE	CQB	CRESY	CTB	CVS	DAR	DECK	DHI	EBAY	EL	ELY	EPC	ETH	F	FARM	FDP	FLO	FOSL	GM	GNTX	GRMN	GT	HAIN	HAR	INGR	IPAR	JAH	JBSS	JNJ	JNY	KMB	KO	KOF	L	LEXR	LTRE	MCK	MDC	MED	MGPI	MHK	MIDD	MNST	MO	MTEX	MTH	MVL	NAFC	NATR	NUS	NVR	NWL	OME	OO	PBG	PEP	PFGC	PHM	PII	PNR	PNRA	POOL	PPC	PTRY	REV	RYL	SBUX	SEB	SNA	SPTN	STKL	STMP	SUP	SWY	SXT	SYY	TBL	TEN	TIVO	TOM	TR	TSCO	TUP	URI	USNA	VC	VGR	WBD	WHR	ADM	ALV	AVP	AXL	BID	CAA	CHD	CLX	CRI	GPC	HSY	KTII	LANC	LEA	MAT	NLS	OATS	RAH	RCII	RL	SAM	SAP	SHOO	SKX	SMG	TAP	TPX	TSN	VFC	WWW	WWY	BWA	COL	LEG	PG	RDEN	SENEA	TRW	UVV	WMK	COLM	EXPE	HNI	JAKK	JEF	KCP	LNCE	PAS	PRGO	RGS	SNMX	SWK	UL	DPZ	JJSF	MOD	RAI	BDK	HLF	HAS	NTRI	PBH	ICON	IMKTA	K	THS	JCI	JSDA	SEED	ADY	CROX	CENTA	HOG	IBA	BARE	FACE	HBI	SUSS	WINN	WRC	BGS	ALCO	G	WBC	ETP	HOGS	DAN	DPS	ATVI	CSKI	DL	CHBT	LO	MJN	PM	SVM	CZZ	BRFS	DOLE	SPB	TSLA	PRMW	SODA	TTWO	WFM	CHEF	BTH	EA	ZNGA	LKQ	POST	RNDY	BNNY	CG	HSH	WES	BDBD	LFVN	MDLZ	NGVC	WWAV	PF	COTY	CSG	ABEV	ENZY	SFM	ARMK	ESI	FGL	KATE	CPG	SC	GPRO	NHTC	DPLO	FRPT	SFS	VSTO	BETR	ENR	BLD	KHC	NOMD	UAA	RRR	TPB	USFD	ELF	ADNT	TPR	TWNK	NBEV	CELH	WOW	ROKU	APTV	DLPH	CRON	HFFG	KDP	VNE	CPRI
2007	9				2.9862699054668984e-07	0.036802170971778174	-0.035255110194672624	0.07206836880087387				-2.002672922516319e-06	6.639074685510769e-07		-2.6040612623697473e-06		0.010433550748289899		0.05200335850105638	1.1760023604120029e-06	-0.0015713640318113728		-0.002693409605506952		-0.061010084857349475		-0.21783539973676708	-0.008763388292387025			-2.0434453954694285e-07		0.039110949035753836	0.030710061309020077	-0.025390650076262972					-0.0017295326175938927	4.469422992894085e-06	-0.08632958667216586	-2.0062761815282958e-07					-0.05939268450326621	-5.306670794189572e-06	3.119146816356114e-06	0.0003220883599309071	0.017107343018552705		-2.0013964364018032e-08	-1.7192816145290284e-06	0.04110267677343305	-1.9059319991855317e-06			-1.5400445783028166e-06								2.7943557977486285e-07		4.961886687933679e-06			-0.0036589032160549077		0.04637318264234577		-0.028575145568573507	1.7170102866625128e-06		0.04992094019344695	0.014091123997198553	0.03732321208847605	3.062050961969774e-06	-0.005601492318940885		5.025921289081594e-07	-9.419979030998197e-07	1.831499083593174e-06			-0.013873477029835723			-2.8752845075599426e-06	0.02237739056220466	7.25266072516681e-06	-9.047946789622999e-07	1.82175730008643e-08	0.015440783749572666	0.08795153147463365		0.011591525614795772	2.5384267537275713e-06		-0.0018801341809735058	2.3759538224867324e-06	-0.05709673111055841			-0.002388006637194903	8.753938911214267e-07	-3.849306513355595e-06	0.15063940180807958				8.872883706022795e-07			-0.012068343100725533	0.10750895335588974	0.05049832386833332	1.2178567983232773e-06		2.598920697395724e-06		4.425620929755435e-06	3.570526030923263e-06	0.007943749896574067	0.1122258865602623	0.05067371922246014		0.042624868458345844				-0.01957063129906814	-3.192447166190146e-06	0.015209570755752883		-0.10854616768780657		0.011360088550667767	-0.03744271197799884			-0.039513878230360754					-0.010266632695155866	0.003467132504697233	0.1128426781369866	-4.099427644499881e-06	2.7395307016352566e-06		0.13206579567580803	0.00013977578494929103	-5.332659382542593e-06		0.03390731932525779	-0.2125901221690995	-2.1484795509772387e-08		-1.5144652436286855e-06	-0.027791316617069347		1.1118298101720957e-06	-0.49999752699908184	-1.1826699325368805e-06	0.16497458426456116																																																																																												
2007	12			0.022416502631759955		0.029243122135895742	-0.06885847630312626	0.08807768308479938	-0.028534375964827177		9.560097833660496e-07	-8.035030170181085e-07	-7.896041675756093e-07	-0.030863118732924147			-4.4049897056927896e-07	0.04246458204586393	0.0678275079160103	-0.015154647967793883			-0.011154107213788882		-0.08489396581278383					0.025246596177064484	4.650466813550467e-07		0.05536420921089183	0.026313107198769056		5.80839777635403e-07		0.02133951274035085	2.8329074453057815e-07	-0.0025078746657817936	5.586662162906751e-07	-0.14202064388826638	2.021467023632633e-06	-2.9683198979786306e-06				5.481032494885424e-07		-0.00401831244040145	-0.001378713478374926	7.230436455673977e-07	-0.015294823871253109		1.2947487890446894e-06	0.03594244884712762	1.0829779280283875e-07	-0.011108148866608764		2.5685119719403474e-07			1.0055580732524986e-06		0.020599499589065616		4.611728905175613e-07	2.064868493872837e-06	-0.13052489836846026	-0.03558026170078007	-0.015037279719558337		-0.004419894590740857	-0.008962754059029165	0.046739116397239	5.566697180277332e-07	-0.045266169529007694	-0.010845901733957665		0.04568520986205558	-1.7467281532879215e-07		2.810702050161897e-06	-0.006442205120595821		-3.3363902593949377e-07	-2.747609248733112e-07	3.3854307531833806e-07			-0.0060309398723563876			1.1657626947900013e-06	0.007054349426512655	3.5355735184511818e-06	3.651165537434371e-07		0.017238393070231343	0.1109400464093905	-0.021860364842655113				-0.0038939517963045922		-0.08284766643689695			-0.04243100109893624	-1.5414986472004328e-06		0.1479713255123918				-0.0892175577872996			-0.02774157898505422		0.060375999267511006	0.0088774689501467	-9.510420461373325e-08	6.141412670241076e-07		0.0853932099995905	0.04853586037761067		0.026201627216780314	0.01490265653921999	-8.91057461598265e-07				-4.379259527814267e-07		-5.228440787801828e-07	1.8852745091770156e-06			-0.008411399639719609	0.016657330416144474	-0.0689232861546307			-0.08155517066622882		0.007889626681465178						2.346833106370335e-07		-5.956921939566327e-07	0.009710586568060588		-1.0010012478429024e-06		-0.03515883446001828		0.18065094525509504		-3.2527964414506204e-06			4.28444627409379e-09	-0.49999944750165787	0.20831035750592872	0.1629626723478793																																																																																												
2008	3			0.040233016950800254	0.07294680813410252		-0.09181358627572882		-0.03781879976998358	-0.003626324848202118	0.0756376811473865	5.175826989924989e-06	2.7399127396880557e-05	-0.012736407990352276	0.06446228909195767			0.06780278632830349	0.06827104046389162	-0.03683435248213623	0.02017905208458322	-0.01640350461589455	-0.022277712147326545		-0.050771664946996684	-0.06239374064993252		0.054194476208531225	0.10571738683089972	0.09243173009509269	-0.011683654190118098		0.05922444684903647			0.013273896621648204					-1.401083796572097e-05	-0.14962478222628986	1.7263705915884086e-06	1.317804752691304e-05				-7.484804852158559e-06		-0.04134413787739857	0.01515682521038343			0.0580330925194374			0.005627017813328242	-0.02234506066959394	0.03427807577990726	0.01806900912757925		-0.011694413278422822		-0.02874324851616617			2.254693096715509e-05	-5.177674398479413e-05		-0.0972589292236208			0.01063448990439434		0.061568824525305904	0.013462476861721006	-0.0363456505272797			0.031940589107747476	9.793142523819815e-07	0.0327949115441866	0.06033992424710435	0.006376068302614849	-0.08954238400170866	8.284074142974558e-07		-0.04863246548708561	-0.07118099345527279	0.023637164292183682	0.017702958008559703		-0.23579328229547852	0.03775083976111499	-3.793885233780239e-06	0.005363386301317701	0.012527378068665567	-0.014219728570253304		0.15741982905029261						0.024939271345184456							0.16598468310874598				-0.08314746351413936				0.03750483931843308	0.07475546937727122	4.136265482958163e-06	0.02225363911940218	7.690160771111024e-05		0.13238107715774028		-0.01265455366646122			-1.0292134039509417e-05	0.18878562897043646	0.19551332810583158	-0.04688014002557652	2.3173179905725486e-05			0.0318058291190263				0.02236781101281652		0.022324296881895453		-0.14019520025353338		1.5270928500746747e-06		-0.1316576680904946	-7.509623952129472e-07	-0.004042385370974901				-0.07270980146975722			0.08104581589167295		0.04275918844022785		0.16155963389936157	0.04352856812027035		-0.05193608430491772	0.14191900130490306	3.431629059324593e-06	-0.49999769233246544	-0.03298100547847859	0.042729628279768686	-0.5000000583177302	-0.49998561676516307	0.4999819508291459																																																																																									
2008	6			0.018989461209334712	0.06574760469867238	0.05780920479104289	-0.11180314564663277	0.08398227717556184	-0.023059000633012573			-2.6008417983159568e-05	4.760045420035909e-07		1.49697879000358e-05	-0.011891066266709988	0.057482055432240026	0.058190422714636335	0.06749719759102582	9.764064237819853e-06	-7.145594379825918e-06					-0.08731639280451815			0.07671298255305019	0.024474844061872097			0.02688517149766639			-0.006681084590129453				-0.0009978233277345527	-4.852538512596661e-05	-0.19009988183621263			0.09015109668336588							-0.00048267831858854194			-0.025429526374368013	-3.994950927653447e-05	6.759642544261893e-05	-1.9540218437921085e-07		9.350123301712572e-05		0.031026800554818483			0.05002559515040279											6.844984289393187e-05				0.044326422802743196		0.03474210261243841	7.14796634497448e-05				-6.834350698668978e-05	-0.10200350718877316	-0.06311796789163215	0.00015005107163043225	-0.0030774673719491364		-0.24696066260006086		0.09926226446880682	-0.020928348118323618	0.00903773752087263	-0.01856726554107255		0.08348501693532942			-1.212435756106856e-05		-0.017415603454845413			0.14592204081932078	1.8097087674314747e-06	2.1922333018438874e-06			0.21841575037526806	5.766516931532903e-06	-0.03436634577931051	3.215282250693127e-05	-0.11411507175316299		0.053605291071574065	-0.026832382219031947	0.04038966841457798	0.05955607756014716	-2.9856251482956963e-05			4.800574763868623e-06	0.09286816060520105	-0.0012321503072031856	-0.01435771982205132	0.058932573798098416						0.062495779371098355		-6.550936003042016e-06		0.027970019163672477			-4.342778383645894e-06			-0.03735101416797345	-0.07830322904313963			0.04435917788292812	-0.17887731016077243	-3.10658415175743e-05	-0.0323622164377638	0.158542570676046	2.918391445133343e-05		-0.08405647010702129			2.7588270016422976e-06	0.028091921706586837	7.383215642524253e-06	7.597315660757782e-06	1.2890445714636852e-05	0.04722596032143457		-2.059984914644207e-06	0.04775364488404467	5.0326636043107355e-06	-0.4998862253125569	-1.6323592599138495e-07	2.4051150487298756e-06	2.552598847523412e-05	-0.1613781463536392	-1.413605956644938e-06	-7.780053871072684e-06	2.074079650934283e-05	7.000037567520107e-07	-8.352746348094434e-06	0.12680831769720013																																																																																				
2008	9			0.018498646018350058		-7.624029513514136e-07	-0.03498727371207416		-0.006653277416593817		0.048237751319075435	6.983979795456061e-07				1.2046578854249654e-06			0.02656726813099981	-0.010306381454590367			-0.018829106363601727					1.123259447249697e-06		0.0017792763341753829			-2.5651760705982093e-07					1.72239903497241e-07	4.3122871790985583e-07	-4.761068303706093e-07		-8.245530059370277e-08				-9.85571879262353e-07		-2.4224060563284225e-06	-4.1513888544678593e-07	1.8436786408304023e-07	0.02328732338228434	1.3217738675976833e-07		0.01417036547692171		1.0380994429903828e-06	0.005137481478235239		0.04105340650873519	0.024468302313592757		-4.4559969300665627e-07	-1.291456059092994e-06		3.5322971047521214e-08		3.0121317096248083e-07			-5.377414226301682e-07		8.981872412589515e-08		4.934759921807567e-07		9.736349517281848e-07	-0.006373902908513282		-1.2651678178235606e-06			1.992123297086114e-07	0.017129419271995478	-8.18787547555366e-07			0.0456574342330498		-0.021828620502757714	4.738597710039619e-07	3.9049774919909853e-07					0.05597250851147064	1.651417496778628e-07		0.006840795534265724	0.0959096625310054	3.438996543457227e-07	-6.157530755026844e-07				-1.9355362522754877e-08				-3.8236378284061826e-07			-7.316629537905633e-07	-6.93671627713551e-07	-1.21266079295101e-07	-9.362106946020702e-08	6.4108800887598975e-06			-1.1700133742911596e-06	1.7150478026355578e-07		-2.810928496578089e-07		7.517824477064785e-08	-0.014975710414181755	0.18791931696049852	3.422616723172202e-07					0.04643454990490118	8.27792333348949e-07			1.041444345281546e-06		0.048248070537387944				-4.609552629477602e-08	-0.028584651673733526	0.03461880588656495	0.027226918075240813	-1.8532247368761246e-05		-7.530279023062368e-07	0.003376348490825883		-1.3015522250845032e-06				3.2126141207515326e-07	-0.08878887236882443	9.0528138195372e-07		1.4481304858104136e-07	-4.832681215889367e-08	-2.9516282313842954e-08	-5.339936669204681e-08	1.489839127820969e-07	-6.094323784261735e-07		-3.3190240958335165e-07	0.11900935880759625		-3.101994662661269e-06	-0.053706032230324344	-8.551531034954331e-08	-0.4548780596564394	-2.1588756279377434e-06	5.790714495622835e-07	-0.2629884149771132	-7.317822156529903e-08	0.42156204324642216	-1.0240072346326104e-06	1.7776103879984348e-07	-0.31017809139157915																																																																																			
2008	12	0.00866779910217656		0.018205887295674242	0.049005199098900935			-2.54436140689256e-06		0.0031457859529322473	0.02200503603790969				-2.3881531897695495e-06			0.04848260936898271	-9.342610110187735e-07	-0.010910789936125164	0.003707403083791845		-0.015322553266151994			-0.060694806489618676	-9.803826216762658e-08	0.007994245430727012	0.10347070452172752					-0.0014676997083602498		-0.007680065948235789		-5.301701325502183e-07		-0.0002478141932870696					-8.90379326367238e-07	-0.02454423128744908				-0.0024042454466590086	0.010072187716304293	-0.013689714208062172		1.2864350038819124e-06				-4.1194740719903866e-08	0.029774065821172084	0.01718531561815848		-1.3530320127421845e-06	-1.1866563195930413e-06				-0.03413336739738485						0.02945137066584829	0.010169290191358515		0.003970503947590498		-0.00022889305583417545					0.012463971735228282	0.012010080963311376	4.7344160910058204e-07	-0.03046727916620855	0.03754051250333859		-0.02368696338575346	-5.3280791533113e-07	0.003240938512802372		-0.08283680652873977	0.031055347783806947	-1.516232851555284e-06	0.004077606810997387	0.011117721868808801		0.02226425469112118	0.04846560328123851	4.5816672621560426e-07	-1.5733480173453926e-06		0.026140892353756617		-1.6130140933896909e-06				-0.011768287651902005		7.738993465765079e-07	-2.6895388737789935e-06				-1.4366396367894077e-06			0.012368939354359414		0.05227531034295205		0.0213440820947896	-9.947273429196741e-07		0.07372813740894474	-0.012333910497372855	-0.015155650288979909						0.002277892051097722			0.01814559626962947	1.7361454488965167e-07	0.01488634919325428		0.0009288114326767867	0.005793506784608695		0.013983334178204255	0.018663402143851	-0.05332283097914618		-0.014547428817093987			-0.03661570987870729		-3.6029145999980275e-06			-0.06250379896709767	-0.07031448795368536		0.026886095644545444	0.06888206857015916	3.6464299890683367e-07	0.04180233071582205	-0.01893580939994616		0.09190785719832957		0.05739865159971774	-0.017009506970523933	2.8954973015612596e-06	-0.025109298996995478	-0.013702023123470424	-4.199810153285861e-07	-0.08341863395544885	5.215639914174508e-06	-0.08466682221826458	-0.26722125101594296	-7.991845719291209e-07		-1.6492824255596774e-07	-8.708855930959808e-06	-1.8549156082940097e-06																																																																																		
2009	3			0.029411446958631262	0.028475611712530387	0.11214936014318903	-0.11639921316468821	0.026493315205653345	-0.05212341564576649	1.4721049646300867e-06		-2.5014078621728707e-07				-0.03393630251471743	-1.5227650816791907e-06	0.037879365906802506	0.09001399802955372	-0.005170744043199848			-0.012570148516854332			-0.11198441039483385			0.07243044868162538	0.03308799916972547			0.029571824487731952			-0.040817174250384516			-1.1665062991698712e-06	-0.019725468369982044	5.057644258593922e-08	-0.08093378654534472			0.06740594637512073			-2.9405547963781123e-06			-0.005368615113652489	-0.03404457125351689		-5.621764097178987e-07			9.006460140936172e-07	-1.2620252814772485e-06	0.05600423166642183	-1.1114438963274768e-06					0.022078637231808366					-0.020081101526675905		-2.0032510160092773e-06		-0.0361116423488556		-1.4108265731239578e-06	-0.013478025776824039	-2.014777971047041e-06		0.03214416234064551		0.042106187675981156	-8.16579647852129e-07	-1.2984826989944932e-06		-2.679425448601271e-06	-4.228532355126528e-06			-1.8728901975452387e-07	-4.344076873541384e-07			-6.04508466390376e-07	0.03046165618136048	-0.05240881014009581	3.3143327373342466e-07			0.05114118229040929	-0.011092760197546885	0.004792942042881011			-0.0785393381771263			0.21334934002360798	1.7039599622124036e-06	-5.725423340493666e-06	1.360357440078506e-07		0.2541371797027284		-0.06739390336324888		-4.9933049407053e-07					0.0489622542482802					-4.299257031149163e-06	-1.8343204867771779e-06		0.021258101019641814	0.05060044041353605					0.060986245097536924	5.238410401741352e-07	-1.9241556449729242e-06	-0.005661547826586981		2.677926123295079e-07			-0.04742613142489205		-6.597894902056793e-06	-0.13997934802145023		0.01269628566664833	0.08117134812151186		-0.12466550220997731		0.050036492575937556	-6.839325767169861e-06		-0.01638847860111168			9.037221000131924e-07	-6.063120558393047e-06	-0.010623958023719807	-1.490281585211501e-06	-1.337120214954604e-06	-2.0902587120940904e-06				-0.0661210975534561	-4.466308005389826e-06	-0.09208286560647475		-2.4822530932958287e-06	-0.052799284619514206	0.06310935813583574		6.787512472971136e-08	0.1120646029695896	-0.13511299274147512		-0.2509009841388101		5.7548435373840365e-06	1.0930681078905805e-07	-1.046952691005002e-05																																																																															
2009	6	1.1011443696609315e-05		3.61823916994168e-06	0.026940623201709646		1.1942142652134458e-05	1.367577593394794e-05	5.676181952174742e-06	1.0258543535650903e-05		2.0596666346819137e-05	1.0878719810407358e-05	5.304326781044151e-06		7.289877301450844e-06	1.0071879606383899e-05		0.030138446571912194		4.352009831009496e-06		1.406164699104024e-05					0.0006547918994308099	1.0913728527203229e-05	1.4185845899337368e-05		1.4925570228382574e-05	9.282342588924877e-06			1.0651790760358969e-05		0.00020491093243815033		4.277269458264052e-06	2.7628103613959173e-05		-2.394366455308316e-05	2.6175653713587784e-05		-0.02381616888982048		1.2264015217077278e-05	1.741072310149798e-05		-4.550657707940006e-06		1.538162646958432e-05	0.029325834353142458			5.93856428422514e-06	5.7342597489090065e-06	0.035128076925089104	0.0011012719481717852			0.022430117818941706				1.4359933951937637e-05	8.908836492668378e-06		7.268871975996798e-06				1.2792113841580206e-05		2.111886678898066e-06	-4.352360199949605e-06	7.5414732448643764e-06	1.0565104336628846e-05	0.0327911270574267		0.024295845395559974			1.534937938698986e-05	1.2729961486304748e-05	1.1091991076627957e-05	1.4285180958564791e-05	1.3404274781234791e-05	3.866373239733136e-06	0.004357033600436984			0.009907530938191349		5.037679895585617e-06	0.0034505433058702436			1.3852119443631401e-05	1.3534775557335929e-05	6.414051097288899e-06			4.929576741184359e-06				1.207962767951994e-05		6.167587764323508e-06	1.2661486330222487e-05		1.0053954779456877e-05											5.940520265523803e-06	8.328950789798473e-06				1.1802748571175868e-05					1.3899702986146508e-05		-3.5478554502953514e-06	8.635406408599753e-06	1.1285888243433285e-05		8.434494754848582e-06			1.3844165820188018e-05	7.82612737084931e-06				1.5909893226274778e-05			9.922435984389337e-06			1.4569040451593061e-05		9.682827634038519e-06			1.1396524780852251e-05			3.282796869176348e-06	1.4736484634249084e-05				1.6162676662467132e-05	6.899337826608935e-07	1.7303200246759224e-05	2.1826218050761303e-06	-0.013459554913427827	1.3670574799528016e-05		0.05035092104875781		-0.1878611847607054	0.0007760121213068416	-0.03496886358147519	0.014071981716583516	1.3720607756512482e-05	6.965984298977453e-08	0.2050971775723233	4.6797475228159245e-06	1.559271847618866e-05	-0.24128976463214868	0.009582135824325938																																																																													
2009	9	-0.034609225037939687			-4.471999083971874e-06	1.541224225024776e-05			1.4313003633722397e-07	4.4798024938381225e-06	4.89554884201151e-06	-1.0568356185977518e-05	3.463444552496535e-06			1.6525575783387854e-06		0.020879142311632445	0.07010043852462694							-2.9381051777425e-06	-0.2012711277038551	6.895581859631727e-06	1.4596030823414373e-05					-1.0212639060430685e-06		2.008158773120886e-07		3.8498056096940487e-07	1.5953776493361778e-06	-1.8401098305712672e-06	-6.219909862865596e-06	1.4436031974945903e-06	-0.032431869615443594	1.5973286282343146e-05								-2.393286058696397e-06		0.06611321964376013			-8.210961636272497e-07	6.13991368625104e-07		6.689327139488171e-07		2.8971254160820454e-06			-5.097710282315818e-06			2.711352181520496e-05					1.638470354266945e-06			1.978665764659597e-06	-6.224021175302433e-07							-0.014553996122995943	-0.09411291062985305	-0.040526422421668006	5.540163623359513e-06	-0.0027271181108579528		-3.050458772177183e-06	-4.107109421598243e-06		-0.15975351847086036						4.1201910305775204e-06	0.05580326590696375		4.439941051139821e-06	-8.285000073414196e-09		-2.1389843142887724e-06	-8.93062203634085e-06		5.5342905145604146e-06	5.383846234742607e-07	4.481918763882463e-06	-0.0011420676294683824	-2.2928554004946003e-07	0.1566923485443633	1.221735435676339e-05			-5.212857416829378e-06								-1.2188837134529608e-06	5.163625271817653e-07	-8.675095969084097e-06	0.028913276363364472							-0.047709323119173766	1.3703196133792456e-05	1.1940716958646881e-06	9.133782742529598e-07	9.176958626264088e-06		2.6387966731877987e-05	-0.07237789906677065	0.02131311882620835		-0.046363926816881014		-1.0775518527622086e-05	-3.7485906162203834e-06		1.0287690359468153e-06					1.607545218008348e-05	-1.4340858487468583e-06	6.820892090970424e-06	-0.011513989407709821		0.013032756117598514		-0.034449892031108945	-0.12420066304746127	0.02202315548269188			6.040347219905582e-06	-7.694835514499325e-06	0.02465538958952218	0.01012590234890805	0.09451378709703757	0.004445053643556278		-4.997373704333691e-06	0.1330248981899669	1.4273258099870835e-06		3.371853100931872e-05	3.1507884164693578e-06	-0.1500851445998381	0.23510426624549802	0.15189826192394995	-0.08569699502479673	0.11705279931327217	-1.431704462063451e-05		-0.25314190292339134	0.1808325061913236																																																																												
2009	12	3.0989175918188798e-06				2.137784614738503e-06	-9.527953033296052e-07	2.877565889199998e-06	-5.099770079639317e-07			-3.902620808337024e-06	4.502767356820897e-07	-5.018036868744307e-07	2.8173171669152576e-06	0.01475122048193947			0.04027351851923777	-1.48814833029602e-07	5.026831468009505e-07		-0.019207763589936654		-0.03995049674153968	-5.759163459048366e-07	2.3738754779000607e-06	2.4689710954636687e-06	-1.5980940237648891e-07	0.002640547677437876		-0.006493021907794885				1.1486608517980737e-06		-2.8360270044246076e-07		-1.1492117289107397e-06		0.006412742428248478						-0.02284431260154514		2.3341131203726043e-06	0.013329661459786977	0.012712777352047311		0.03914664971882943			-7.056140459208463e-07	7.613525355372132e-08		0.004690323627101989					-8.687229627765754e-07					-0.0023729253181315898		7.081526406070875e-07				1.3742727098055018e-06	-3.3670751337335564e-07		1.6718935527697934e-06	1.9832456640961585e-06		1.465535201465588e-06		1.768299406950568e-06					-0.0399225137162622	0.005892912732659785	1.3820766301195955e-06			0.031598729788754054			0.015870095579090894		5.001353784008906e-06	5.706470950743796e-07	-1.6030944189710826e-06				0.012969243002984231	-9.987803327857887e-07				1.4636877024500306e-06							-0.014260631552860573		1.0920906946513796e-06	2.0829811976703475e-06	1.4622489677970375e-06	0.01997617422423272			-4.8276235224188426e-08			0.0033308618581292483		1.375166231587441e-06	-2.3417255591257632e-06		0.0019074264728157415				-2.147458680244501e-07		0.017531793240353862					1.1672597648450152e-07	2.7044783642254814e-06	0.013741211151273401	-0.04172743731667502	0.006607293923617614		0.0023699653363873597	-0.10341775184117875	2.1854403733858643e-06			2.200388801908889e-06		0.0025719955466622594			3.944294303091533e-07	2.4479562357084015e-06	-0.017874188744357325	-5.484865525348739e-07	6.263269901382689e-07	2.8635334799212718e-06	-2.797573053380309e-06	3.486140179651564e-06	0.005597509812851216	1.2438496163720235e-06	-6.218830849769515e-07	0.02835959822889581	0.020405231234669665	0.04695861310829396	-0.20217780019298523	0.0009200237219468789		-0.22034324624983243		3.580991417722539e-06				-4.588313122298043e-08	5.371414306098126e-06	-0.05752249845714774	3.2766740204113845e-06	5.698141219204708e-06	-8.147371447798761e-07	0.4174979619449243																																																																											
2010	3				0.027566824432637447	2.9674323911350522e-06	-1.1659730648633502e-05	-2.762852507710194e-05	-5.5166332916749375e-06	1.753614099854994e-05	1.4922354286453628e-05		8.446560696590292e-06	1.858597779901286e-05		1.004791254973552e-05	2.142173891234918e-05	0.0683543465131554	0.10251256857621774							2.7424213947511478e-05	7.445053994171022e-06		-1.657488888901757e-05					-5.877629581615679e-06		-8.821422853947323e-06		-2.010932912841678e-06	-2.9491877834435474e-06	3.723792608465881e-05	5.288987443427547e-05	4.720689401297826e-06		-4.527876674437578e-05				-5.473019511745281e-07		-4.4546418169462296e-06	0.008822748629610178	9.842346558426005e-06		0.08009870900977147				2.1410283493829323e-05						2.5526745054839444e-05				-4.861686955048388e-05		-0.00574757363489042			9.741793705438564e-06		-0.036557302252486296		4.383802497535857e-06					-1.2892201368691967e-06	0.0008241867597189601	-4.560859544877707e-06	-0.02388889492687811	3.726421266725989e-06	-2.7604254924639587e-05	-5.745632497017958e-06	-0.005679205922230231	6.851046293467405e-06			-2.2153298731311063e-06		0.0645846857739174	1.1263893911822944e-05	0.027345155739658268			0.09901159577399311	-2.8285935232301407e-07	5.319458782164602e-06			5.274188156652212e-06	0.004319534790954134		8.762315891913973e-05	3.380545130337262e-05		2.8812418976069606e-05	-9.377730841369946e-06		-8.422480670186952e-06	-0.1853688444437597		1.3041624943925218e-05			-2.742413533692076e-06		0.08342182847168718		0.0936068364278504	1.0835740334876725e-05	5.372377172375103e-06	1.2023217103973303e-05	0.0019403695975772357									5.4838954831921595e-06	2.3829558083112528e-05	4.983563070092994e-06		4.943410745155378e-06		0.035752275842214284	1.8633434845324167e-05	-0.018406750560478847						-0.13810878020674172	1.3111424634101441e-05			-1.1088133706978432e-06		4.47910753332415e-05			2.696933812133416e-05	-2.867560211825286e-06	0.02156294364030374	1.6169438498820544e-05		-2.6115059708473275e-06			2.0925829917687904e-05	-8.131305866850306e-06	0.02032918309279492	0.06011305752874552	6.618693710181782e-06			2.7093612707157928e-05		-0.474928937246673	8.281810937766303e-06	-0.02601757759544849	-0.05609956782517246			-0.31003365881761813			-5.70275238055012e-05		0.15646933293509185		-9.459120417886351e-06	0.32382458934581376	-1.7316185720061073e-05																																																																								
