year	month	ABC	AD	AMZN	ANDE	ARDNA	BC	BG	BZH	CCU	CHE	CL	COKE	CQB	CRESY	CTB	CVS	DAR	DECK	DHI	EBAY	EL	ELY	EPC	ETH	F	FARM	FDP	FLO	FOSL	GM	GNTX	GRMN	GT	HAIN	HAR	INGR	IPAR	JAH	JBSS	JNJ	JNY	KMB	KO	KOF	L	LEXR	LTRE	MCK	MDC	MED	MGPI	MHK	MIDD	MNST	MO	MTEX	MTH	MVL	NAFC	NATR	NUS	NVR	NWL	OME	OO	PBG	PEP	PFGC	PHM	PII	PNR	PNRA	POOL	PPC	PTRY	REV	RYL	SBUX	SEB	SNA	SPTN	STKL	STMP	SUP	SWY	SXT	SYY	TBL	TEN	TIVO	TOM	TR	TSCO	TUP	URI	USNA	VC	VGR	WBD	WHR	ADM	ALV	AVP	AXL	BID	CAA	CHD	CLX	CRI	GPC	HSY	KTII	LANC	LEA	MAT	NLS	OATS	RAH	RCII	RL	SAM	SAP	SHOO	SKX	SMG	TAP	TPX	TSN	VFC	WWW	WWY	BWA	COL	LEG	PG	RDEN	SENEA	TRW	UVV	WMK	COLM	EXPE	HNI	JAKK	JEF	KCP	LNCE	PAS	PRGO	RGS	SNMX	SWK	UL	DPZ	JJSF	MOD	RAI	BDK	HLF	HAS	NTRI	PBH	ICON	IMKTA	K	THS	JCI	JSDA	SEED	ADY	CROX	CENTA	HOG	IBA	BARE	FACE	HBI	SUSS	WINN	WRC	BGS	ALCO	G	WBC	ETP	HOGS	DAN	DPS	ATVI	CSKI	DL	CHBT	LO	MJN	PM	SVM	CZZ	BRFS	DOLE	SPB	TSLA	PRMW	SODA	TTWO	WFM	CHEF	BTH	EA	ZNGA	LKQ	POST	RNDY	BNNY	CG	HSH	WES	BDBD	LFVN	MDLZ	NGVC	WWAV	PF	COTY	CSG	ABEV	ENZY	SFM	ARMK	ESI	FGL	KATE	CPG	SC	GPRO	NHTC	DPLO	FRPT	SFS	VSTO	BETR	ENR	BLD	KHC	NOMD	UAA	RRR	TPB	USFD	ELF	ADNT	TPR	TWNK	NBEV	CELH	WOW	ROKU	APTV	DLPH	CRON	HFFG	KDP	VNE	CPRI
2010	6			0.03252225172558581	0.0225386200468213	-4.880131241491008e-07	7.189290858073625e-07	-3.9662559357804384e-07	2.2006055370996075e-07		0.0026345925341791595			-0.007467535666212329		2.9951465600698e-07	-5.546652319106765e-07	0.02452325858067954	0.0578768375883366			-5.871910726174932e-07	-0.05107868497982807		-0.03900975431370281	4.826549583563608e-07			1.0164521221139557e-06					-0.006384152080207724	-0.10553977006348933	-0.0005780080655774842						3.905824341835736e-07				-0.08740443544465719				-8.879637731439094e-07	4.990108148625411e-07	1.1765029934136638e-06	-0.09480429511068605				-2.77856055509053e-07	5.548371346174354e-07			0.002178417627035925			-0.0673503373966644							4.689962223300286e-07		0.00963675523723845				2.0730090029461165e-06			0.004821707198105209	-0.013319010859678205	0.0035433269971541464		-5.767408104648496e-07			1.078827111532961e-06			3.020594471695725e-07				0.030281474379639597		-0.030987753133321087	0.008780559082221686			0.03971331952130926	-8.20553733788371e-07	-2.35693875984032e-06		-0.02999209945065238	-1.1659893010380306e-07			0.028363347644238826						-7.982000285559421e-07	-0.08106311248509801		-0.009016481734324566			-1.1902505686306644e-06	0.013248850369074113			0.042890362424086954	1.2651918377141114e-07	-6.165022986953314e-07	0.0203799943353051	2.3307102488499346e-07		-1.3115115443891754e-06							3.210959643699275e-08	-1.322477678194156e-06	2.2942142953841114e-07					5.665619411853648e-07			-0.10055609261524957					-0.062492898410062926			0.009879542892046669	-2.401749319276603e-07	2.0633887615549553e-07			8.772628859908192e-08	-3.6009771097134637e-07	3.590600275899006e-07	-4.0738018992153175e-06	-2.660196034984981e-06	-8.939252168897209e-07		0.03929731055565802	9.866185316511568e-07	2.294069687026381e-06	-2.2273343862047137e-07	0.011989494694165704	6.375344906056033e-07	0.010991721598648549	-0.18627751332884684	-0.011581290171435716		-0.273634518670255	1.6519140723219848e-06	-0.04979084718357913	-3.3144180618590483e-06		0.012270815682362535	-0.179337040722621	0.03198642243223369	-0.025913381157602833	0.09393618710452004	-9.100129527292879e-07	0.0302163134486016	0.3275383210695205	-5.290460506267686e-07	2.4988801272582757e-07	0.05051809975144578	0.5000024341205558	0.05103421663485005																																																																						
2010	9	-3.0393512326034083e-06			0.015527842837804746	-3.518573721042567e-06	1.081720615330333e-06	-0.016005027705902706	5.889672124429243e-07	-4.5183396915680666e-06	-6.620642875012626e-06		-3.2911177321372457e-06	-2.695016440708803e-06		0.006682265782541746			0.04566314948234275						6.846735508629149e-07	-1.839129977697422e-06	-9.59456332349242e-07		-2.9432510546010096e-06				-3.6892263702382013e-06	3.182494262451126e-07		3.37924735640233e-07		6.85868154746887e-07	1.5079176688812258e-07	-1.7171613926973605e-06	-0.0034314129155094877	-4.527956644368279e-08		-0.04886114164450982						-0.06506924341109631	0.022646515600390695	0.008580960056847612		0.017491166939359357				-1.4263647316994185e-06						1.1317853461946676e-06	-4.66778884429949e-07								-7.24746590429291e-06				0.018603498779935734			-2.6529533090071106e-06		-1.211326279645312e-06	4.31872439143452e-07	-3.2206760226028676e-06	-0.04936379342555669	-0.026695622923390862	-0.008807689576714352			0.0073738455132404635			-0.063570618010024		-2.291394371564807e-06						-8.171044110678605e-07	-4.436876199542729e-06			-2.1761597076630502e-07	-1.2899690858673714e-06		-1.2000852082061732e-06	2.43725262029706e-06		-2.835839671937679e-06	-2.0717716006472057e-06		-3.055228017763922e-06			-4.536583498833053e-07			-4.183700766864678e-06					0.013681088602551201	-4.775690865259203e-06	-1.2552719369863057e-05	0.03143003463046272									-1.3998941378307906e-07	-8.805993831633877e-06	0.016649748195750262		-4.706707654257206e-06		0.002949846297875598	-2.3030029292748784e-06	-4.4803407117771604e-06						-0.10555839271129824	-5.300496733079067e-07				-5.10385311469286e-06	1.2173297821028775e-06			0.040195510742906816	-4.518247770380892e-06	-9.036234201010028e-07	-8.955571448016156e-06		-0.0011434159560630864			0.019047531721523007	-2.6616327254565485e-08	0.01383310515254037	-3.4408636929701115e-06	0.008244583809578635	-3.2267167580238274e-06	7.538233810736553e-06			-0.07327942753020507	8.16468140301668e-07	1.1006631276949033e-07	-0.023063941800131795	6.306415058032421e-06		-0.07155675648140736		0.0018303210914296336	-2.1059501388796886e-06	-0.010034777495137674	0.003661276826851077	0.34533842462738096	-0.051943847595725894		-0.06286768571856359	-5.168616745017131e-06	1.2263933718870373e-06	0.2539126278986721	-0.39088569964997283	0.17892279500146405																																																																			
2010	12	-4.31321693272718e-08			0.054919863266162564	-7.74448899635604e-09	-3.492380226962224e-09	7.496367913713307e-08	7.276617313866485e-09				-2.530470024206785e-08			2.967534286136462e-08	-9.469901321626838e-08		0.13485051510379803	-0.015075868259848756						-7.237372902140436e-09	-0.1567900281765209		-9.598858510619242e-08	0.09907969840695752					-0.05106318071148078	1.4334432758358522e-08		0.010667777489032452	-8.844720414407613e-09		-1.8397976752180659e-07	8.341714398289916e-09	1.2368759694424912e-06					-0.02127267535971266		-0.049957099339553425	0.028394367915864954	0.00509992710066328		0.09868366980898276				-5.433761627080848e-09			-7.814822023696063e-09									-0.0544483053396515	0.03778978427904362				-0.0902616703051703	0.03693289793919294	0.007018333695942096					2.5294873451499582e-08	0.027059056107446956	3.9887224436001975e-08	-0.07914827204706047	-0.052720455951120015	1.3595717251696765e-07	1.5452217879325906e-07		0.0034675228838590435	0.024291752783707557		-0.14054585904773806	0.16160324652180164	0.05845238360576355	1.5132998529045592e-08	0.039424339712156344				4.499060461150875e-09	6.384893030286783e-08	0.032282829059131844		-5.034645677757279e-09	0.019634614243774023		-5.486854529954856e-08	5.920662825644763e-08			-6.400627154159538e-08		-1.6757857211204374e-08	-0.22488277128068937		1.6790738737228262e-08			3.4192999118427525e-08				0.13651494005087533	0.013142813581012849		7.300595677630126e-08	0.05006772059531017		-6.740138823388257e-08			0.09698841385066514			4.8394730181896286e-08	-7.852201886176701e-08	5.878692723147574e-08	0.020134284808650225		1.7132779884705142e-07		0.035383540515218984	4.08809006313295e-08						0.18168783231672242	-0.1977911297127721					2.4153456766980597e-09	-1.056597143133815e-07			0.04623153084312115	3.03499706670222e-09			0.016458689739913376	1.498317917703253e-09		1.179731078434236e-08	1.168256102867451e-08	-4.412352722245443e-08	0.01491480981105634		0.029203794446545306					-0.08282922576782205		2.8408957585370013e-08	-0.1671989320877222	0.09034922901269739		-0.3843751151567999		0.06884939489272747	-5.613120525674802e-08		0.011959045961846675		-0.07197209863464023	-0.05330411686638218		-0.323077264680936	-1.1695476412088484e-07			0.4996813729448231	0.02549259296334826																																																																		
2011	3			0.052213853091655056	-6.017232318701143e-07		5.177547384129963e-07		2.7405085872824355e-07	0.015248375468306387		-1.4427427999317226e-06	6.588926581055342e-07	-0.043870731810518156				0.07595541050777825	0.11700983964504323	-0.016365812924641756	-0.013525180097397504	-6.480691337867758e-07	-0.10028014859402169		-0.07504320465128336	0.005362805086463245				0.0669811635111961	-0.1542944252187037	0.01516021609958265		1.3779884518135359e-06		7.399661862788896e-07		2.667082845454328e-07	4.4087688880224677e-07	2.0328137886948447e-06		5.251923011674797e-08			0.07896195385141981					-0.06164670786748347	0.03243992638628343	0.031554647290104584	-0.18438974661427696	0.10295506132297677		9.390803784829085e-07	7.200613237879477e-07	-4.410422822135519e-08		0.01845717786930337		0.030538764648216123		-0.10466991437729334						-0.06313101970266784				-0.011706156925039181	-0.04628760457772036	0.0009798165614379438	-1.664237151785977e-06	-0.04831469497810369	-3.455228369132214e-07	-1.5818843018892065e-06	-1.7413272254116543e-06		0.05582762197921867	-1.114738520744349e-06						0.01967355239118186	-9.99175927710021e-07			0.11676305974813182		6.709992501719898e-09	-6.699373063991554e-07		0.026713925729241726			-9.509879667714786e-07			1.0649480242171714e-07										-0.14352551532266047		-0.048493933436985784		-1.1624840930522887e-06	-9.933113830199853e-07		0.10360693518860177		0.10488228318357307	-2.554711273733966e-07		-3.975973459773869e-06	0.047847265416815145	-0.012178196221139925				0.06447401974885253				-1.1480239474802514e-06	8.583451883514411e-07	0.05780722449584494				0.037501980392288005				-0.08211861253264707	6.224583664755276e-07		0.04977587825229104	-0.2634178338638353	-2.942818596964604e-08					5.113800661996613e-07	2.056853506704239e-06		0.05169075174518414		-2.0715594282541577e-06		-1.7358673652484115e-06	1.3250143315510726e-07			0.033956756923355466	2.407251209893806e-07	2.1959977964367042e-06	1.3977004675706993e-06	-4.4366358299306245e-07					3.4741803436077953e-06	-0.018124597245864578		-0.13463785613436055	0.04550290472227636		-0.4977604126899416		0.11696636990633122			-2.090185229129125e-07	-1.5146943847495503e-06		-4.488122612774784e-06			0.07115716236009556			0.2859286341245211	1.9770420193867987e-08	0.1898928546863816																																																																	
2011	6			0.048311158382889866	-2.668343221237234e-07		0.010577042735458042	-5.036112121326743e-07	-0.005983832959237526				-1.8630018791219316e-06	-0.03918314621133673	4.9449988332136e-07	4.745504643917161e-07			0.09848140631062198			0.031108982711863492			1.0009511968192168e-06		-0.2924489044581517			0.09449238706209759	-0.1629947741985195	0.007445478950837943	0.002404531973975338							-0.007120041984113248		-0.013261634830399707		-1.4433768793843625e-07		3.1118121920873114e-07		-7.505497735991156e-07	-5.559148584069858e-07	-0.15236092029267326	8.783007363786981e-07			0.0787629882408201		0.014418802769703238	-0.011392276497705306			-4.838938584914382e-07	-1.8237111626745866e-07				0.04123787356651395			-6.671126550591372e-07		-0.08104815650521771				-0.04569323015846664	-0.054413803520713976		0.011324954948092178				1.325657497182761e-06		0.03189065837213551	-0.016529175088500093	-6.507775966803448e-07		-2.480061876123238e-07	-5.773863822130814e-07		1.0045320740156358e-07					0.06478303920991532	4.7292750521672417e-07	7.352772609921518e-07	-2.097680216862049e-07							9.409675381699242e-07	0.05268422402474866		0.034379897411066694		-0.04113460217943206						-0.07447538329760003			-3.969666311484704e-07	1.0668493155016531e-07		0.08007686523749998	-2.428095558000596e-07		1.363947987411433e-06		4.4173999186811777e-07	0.06411342826967878		-8.326598229502942e-07			0.07148996146842146				0.035869847451050756	-0.011437580324968277	-1.9245379985458817e-08			-0.02943065902863464	0.020929592783395866		-0.038320100336769726					0.07482932721202919		1.2728470900164011e-06			0.0251979783213629	-3.978698250623091e-07	0.006651833862797376	-4.371592434238024e-06					-0.0030208662108426793	1.4461642209094301e-07	-0.03734017121402508				2.996246461256459e-06	1.0353325292178973e-06	-0.00017583854306690424	1.0256627834424229e-06	5.386173256489058e-07	-6.519191460454377e-07	-0.01777213160609929			-0.05471417996685395	-1.0513584459245056e-07	-0.14597686507055835	0.01136943492952536		-0.30124932587708225	-0.04253000727323194	0.09727032772312863		7.332038167129338e-07	3.468701482684489e-07			-0.1233486755248019	-2.272270599996019e-06		0.23698977892869805	5.41015042968487e-06	4.0886655689236206e-07		-2.8447835086635945e-07	0.4562509029678147	2.80313286521585e-07																																																																
2011	9			0.0457296829295321	-1.8424841627772172e-07	1.4246201140291346e-07	-8.005730349391902e-08	-7.564873352775162e-08	-7.139275764816928e-08	1.727672637326943e-07		1.6415999783022855e-07	2.3982221643747767e-07	-0.02975629768230758	-2.900535139146172e-08	-6.784879449105961e-09										-2.3685660218249962e-08	-0.3064379219782385		0.002982925623357538	0.12518919622170904	-0.1318900181168693		0.0022064756483128963	-1.9871827859521108e-07		-6.204198194105259e-08			-7.640559079217429e-08	-0.018861690056997067	1.2973412194275742e-07	-0.004418175919962315	-6.459019540843884e-08	5.437815209539742e-07	0.0697281370352501			-3.7671687605953955e-08	-1.2864812115397809e-09		2.342612530765451e-08		-0.14930097824913868			0.015898943344647865	-0.018644210870882586	-1.7734731198384596e-08			0.04423113676490096			-0.09939925618311662				6.703479812479562e-07					0.04588112220068102		-0.05528245643879252							0.013504803027325249				1.1910801440736063e-07	5.809617292261637e-08	-9.824945518945733e-08		2.593806423412612e-09						-2.8229724148726402e-08	6.346454190943913e-08	-0.04241188395466126	3.95319212999284e-08		-0.0023265311318304252	1.0517087078614913e-07	-6.04543026081032e-09		-2.5559172904180453e-08	-8.897691576428924e-08		-2.8021128885768824e-08	-7.651277279398944e-08			1.4271320165152065e-07		8.690929879785244e-08	-0.10504535517446663		-0.008288569466809505		0.009835107022318138						-2.86195095791196e-07	1.7314148608068028e-07		0.08540517746002058		3.727962806643597e-08						2.5164683172255563e-07	-1.6628519887363334e-09		-1.5257807093438456e-08					-0.026507319846621732		-0.023853066734605154	-0.09279654403322204			0.07873957318646596		-1.0890131113143329e-07			0.04297552452582831		5.0533218584569935e-09	-1.534238505361048e-07				9.275573994961995e-08	1.2503761212934898e-07				0.05909341672049726	7.891417850496018e-09	0.014802810183209827	-0.004058127264678414	-0.010531568906091705	-9.589387806214972e-08	0.0011566044468058888		-0.011570593199580884			-0.01372731518896468	-1.4507830072339554e-08	-0.07587160744764213		0.12696433318648956		1.0938473133291302e-08		0.03852324088513681	-0.03212097551805192	-2.593194095799561e-08	0.15462355207968245	-2.0985853018489726e-08		-0.110128248305413		0.23185963990118091	0.16389569731716053		3.655817955134409e-08				-1.9530578320510476e-07																																																															
2011	12	-4.0938225374883006e-07		0.0568097962659485		1.0572768026364616e-07	-2.22059965021429e-07	-2.0714336661570996e-07	-6.833841075556922e-08	-2.405278619083914e-07	-2.1274065888336837e-07					-3.9790899573228423e-07	-0.009526545939972268	0.02986972809631378	0.06496371250624602	-0.030235188116739465		0.055996347543194075				-2.9676427419417543e-07	-0.1832837298317414		-2.7524126090490715e-07	0.06355374030622526						-1.9549476712578349e-07				-0.02079165920434125	-5.391927486968109e-06	4.8695050944136185e-08								-0.11289408009796466	0.008757548247745111			0.03496707852446258			-0.021380358710731334	9.913684691124021e-08			0.024721374921529114	0.05462320415281076			0.008370026552364023					-0.05943730957984067	0.05869741345407045	-0.01803620858087336	-5.944160675276249e-07		-0.045115552255745046	0.005992154534717582	0.011073873515032799			5.251059564813592e-07		-3.285699907033439e-08	0.0007715287078387559	-2.2897271049523057e-07		-0.07468328021248656				0.0037726498706655417	0.016254500272894698				0.037152471950614704	-4.829173434613029e-07	2.039241055431147e-07	-1.4128904826908225e-07				-5.1725138154967225e-08	-4.436593878546778e-08		4.4539499967799944e-07	-1.3228699874959465e-08			1.2591685241355686e-06			2.2498157442078343e-07		5.123214951129826e-08			-3.523984451539094e-08			-7.271679657846157e-08				0.05252953394420759	-0.008219267248161098	-1.3526018263864604e-07	-1.1298628618906772e-06	0.045466156677399255					0.04091033530359338				0.026177353204696253	7.174607579029986e-07	0.011317307464921066		6.788162967129567e-07		0.012674588255613252		-2.603116945836139e-07					0.10208650039394504	-0.10718890254261958				0.046248294071821926	-3.975794265604917e-07	-3.195803500744781e-07			0.05879969955208585	-5.117993158979759e-07	1.6518479707805555e-07		-1.1610417638151822e-07	-0.023049957781281143		-5.520835968638385e-07	-3.296537666768299e-07	7.399479138612345e-07	-1.2260000105194609e-08	-0.0029093079411033397	0.02374970313143467	-0.0023582167708415683	3.552278975731676e-07			-0.03579470252034463		-1.4252074006551381e-06			0.09189593690923437	-0.18742468457654482		-2.766435351613557e-07	3.514243919809416e-06	-0.05086507117535752	0.010359858438516136	-2.2741001047479323e-07	-0.022247415566747034		-0.08864526517379077								0.045525943419065705		1.1842733624104834e-07																																																														
2012	3			-7.178930223113787e-08	0.01692310882379617	-1.4793852014854172e-07	-1.330398084599998e-07	-7.874481814036175e-08	4.102392825723027e-08	-9.869664128997812e-08	-1.627659518174498e-07	1.8004865083127753e-07	-7.892926666417486e-08	-9.635183016890127e-08	-1.4062645968418e-07	-4.226380447784499e-08	-7.819032673537928e-08	0.04999162151947752	0.10028086517566484							-7.774344450664158e-08			-1.9978584713050156e-07					-6.696313427029754e-08		-1.2796353402948376e-07		-6.371751345017984e-08			6.092804163069602e-07	-1.3506693475072533e-08	3.223711021330059e-07	7.566209014844182e-07				-0.06646349166311152			0.0043819740372309625	-5.513663315993518e-08		0.09637245487836082		-2.795822543055932e-07		0.004893080921286885			1.637023731480635e-07			7.043122314994523e-08	0.0033023031767127			-6.51987501620852e-07									0.026953853900728398						0.0007866784683068309	-6.651149611350683e-08	-0.0831002415804547	-0.08092010221070783	-8.56017775258464e-08	-5.874272047729002e-07		0.004440780893387809			-0.22252497911631686	0.14853003767234635		0.007519289285671383	0.002695613743829069		-1.6607350339365492e-07		-1.2020354167464375e-07	-7.249165554287696e-08	1.943923034860401e-08		1.869778272096071e-08	-1.3517266780655666e-07		-2.0370399324702425e-07	1.7735181148045116e-07		9.992967876591949e-08	3.7928471926685584e-07		-2.493771873302719e-07	-0.1553129523528483		-6.526703190750418e-08		-1.1339398162343238e-07			0.12266460377676536		0.10429425688944917	-1.401832664408924e-07	-1.4893004693698722e-07		0.086701201988384		-2.692078575287628e-07						-4.3997459607177554e-07	0.16411093737096655		0.00956802542190695		-1.3105408775273146e-08		0.03385400834993877	-1.2911659803241786e-07	-0.05196944398721835						-0.1725559423565473	-2.1445507512879363e-08					2.6955735164574546e-08	-1.9744659780669343e-07		0.09170244543570891		-5.355780189187369e-09	-1.5150174025370983e-07			8.299213045945273e-08	1.2448557924223174e-08	-2.1794731725673952e-08	7.51784336770278e-08			0.02528136097373652							-4.756536904138589e-08			0.19202334288050527	-0.4555833550714705	-0.006420432745783739	-6.44790817264459e-08		-7.614271633266482e-08	0.020967143161095974		-0.030197154572905047		-0.19261263157858907		-3.9274097696419026e-07	-1.942006153123184e-07		0.14677737293864934	0.14414514114276472				-0.09149747306590628																																																														
2012	6				0.008584704432027275	-4.8058322393785774e-05	0.00213984571766233		4.136344249089371e-06		-0.005751985077015633	-2.700105875076364e-05	-6.031628239360846e-05			2.0419668940487485e-06		0.025516933221206385	0.04076030410608389								-0.10397725738917987	-0.009341131503959064		0.05996222669375006			0.035745745347315803	-2.8490008173846016e-05		8.478333808193857e-06		0.005485137252741568	0.0036218943650382185	5.2689396439270914e-05	-7.053003140516153e-05	-1.5832200128045844e-06	3.504383507685366e-05	-3.8394663022864705e-05		-0.0840908670020376		-0.031292517067956646			-3.0593778764164277e-06	2.846578467042195e-05		0.04967887891445555	7.54042456450765e-06		-0.030438334974636997			-0.010062650593824477	0.04403569769663831				0.005775940207991826			-1.085639268709236e-05			0.07918923767523703					-0.0013092829714702204	-2.723294614215217e-05		0.04996031725450348				0.008291864823026358		-0.0417081832591182	-0.05839090906652532		-0.010914241524327926		0.0009572665576065573	7.861007300780421e-06		-0.14890747800082305			0.008751898039853977	2.3142750741812588e-05				-7.046143459888749e-06				3.81358872839516e-06	0.00398557751152987		-4.854736571706858e-05	-3.2044379760112036e-05		1.2245429518476142e-05	-1.3574344672676582e-05		-1.652011591128538e-05			1.5011888305366767e-05		-3.4910183614823415e-05		0.09351952991276999			0.05029926516152936		-1.988017112307859e-05		0.0463771298151459							-0.016949166677362897	-2.2880652975148227e-05		-0.03410498068523466	0.0041485879840865835		-0.05413767964309145		0.021634626887062993		-0.027243436290021572			-4.7053295273461706e-05			-0.08024713954836521	3.86479017026063e-05			0.08222827389453355		7.287231013899881e-06	1.974701973267495e-05		0.04391872493752205		-0.009290444848119465		-0.035675836595278204		-0.040485453325774835				-0.016294640580362185	-0.04323060517385185	0.01747819580997115		0.021169931686990925				5.3887646637694526e-06			0.018796667073350527		-0.20970154759469625	-0.0033855958638615282	0.01265557586800163	-3.294837622541458e-05	8.992694198384965e-06	0.011820831616133974		-2.7380235973560416e-05		4.150972737530423e-05			0.4999407491364894			0.10302067565133541	-8.278552775504819e-06	-0.052672292230005406	0.006787742202483459		-0.2303630156760116	-0.0655900254176317	-0.010421350976534283																																																											
2012	9			0.02909904374850624	0.0076644494744716836	-0.025600974661385993	0.01776075295359647	1.0533327204134432e-06	0.0036237752300752103	-7.397370927640471e-07	-0.039405544322588665		-0.002281968383303989	-0.036720290154874005	-0.04108755716090701			0.023846038281769007	0.021628070209768376	0.005387951077265874	0.00362659966724646		4.026682249925762e-07		0.01750069193341907	4.5731419265370395e-07	-0.07498803845124667	-0.01564923167254031	1.3716777962431015e-06	0.04672110401506954			0.01606466521633877	0.004437280760200249	0.026444597240298878	0.00912758106185031		0.005834322950642263	0.015077392350339607	-1.2329576209729079e-06					0.08236633972337083						-1.3365946550924615e-07	5.146858752709277e-08		0.04558374983861613	-1.0563590231518858e-07					-0.010914678312678127	0.025154350716547525	0.060575171354771064			0.007687634315715958						0.09386557786918966		-5.674657053258506e-07			-1.637958548306954e-07	3.481986671421354e-06	0.0045122350953723704	0.023138029005080274				0.009431331864843538		-0.036127641407483244	-0.06974659822635608				-1.8856929544900725e-07	3.2742114360619646e-07		-0.17484763887136598		0.044780841837921956		-0.002723789949165376	5.066669356909171e-07								0.016166497828305742				-7.477448715970176e-07					-1.8287483526855195e-06						0.03098273919839698					-0.03020206511194409	-0.06772280370695415			0.03085326728383366								-0.05539826237985982			-0.12201123905907135		0.026018064638580755	-6.269500781944643e-07	-0.041000493035053966	-0.0272588720990241				0.075106522662873		-6.648142255428833e-07			0.05034335579510204		0.009490273299354632			7.15553867098742e-07		-0.010010133686497799	-6.328131919246271e-07	-0.0042934112652616005		-0.12063227995343166		-8.445759093945504e-07		-0.010328513489240845	-0.011810365483313467	0.010077476327798065		0.04468014870244292	-0.022212856377828077				0.03958882954810447				-0.04669288632383674			-0.17816889909190334	-0.06426449265739267	0.005960518401537702	0.0021090014438793553			-0.014840015974419512		0.1961496294262569	0.029894050886337193		-0.022541875490948198	-7.126444449359498e-07	9.028366162006385e-07	-0.054450659101523566	-0.005459229338176061	1.775854960308657e-06	-0.2789691560893775	1.0865370255544746e-06	-1.6482404890463797e-06	0.49999846643924967																																																										
2012	12			0.0421053806833627	1.3687563479447138e-05		0.03597813421123272	-2.7087250726934484e-06	0.015498101449258663			1.7215135198306066e-05	-0.0011232918188485742	-0.02079317962461496				0.01636991768422738	0.015330491740879278	0.03900374353030224	0.02708345353075803	2.1655246668147463e-06				4.4983277506828245e-06	-0.10192388498797128		-9.920480325300589e-06		-0.04013263653621547	-0.0008450013789331312	0.050822867098882694	0.025143066970489597	0.08181887205395216	0.034977381727734465	-2.494564340013641e-06	0.03208702513932492	0.05385895867866172	1.6827325834377397e-05						-0.01612367926987037				-6.749956060820136e-06		1.0877737977508264e-06		0.06700767833032094			-7.582589595359963e-06			-0.045143211391497844	0.057533513582426817				0.00831879266696485					0.01262316008792685					-0.04123731327238294	-0.004084243891918109	-5.851588062132241e-06	0.026201787963264608	0.0396055943416142	-2.097343717927478e-06			0.024286183121127597	0.00452016203884658	-0.04126843319201021	-0.08617813207598508		-2.6966179840763886e-06		-4.8742187098187355e-08	-4.37199059734921e-06		-0.09023579840877195				-1.5664707316725204e-07	5.2251999081945885e-06												5.850052505086864e-06					-0.016945935207224618		-0.010814060432596482				0.055604096632812496			0.04280930361971947	4.307212514956645e-06		-4.303463307544889e-06	1.0970438244160137e-05	-0.031624215913551794	0.15791838325974425			-6.139872214937769e-06				6.558153636288296e-07				-0.22351142555414358		0.0444426734678412	-0.020497376906179168	-0.07431029416690513			3.7488806631614213e-06			-0.06129303270109838				0.10808615245324707		-4.041891984035249e-06			2.2394143219243504e-06	-4.039397629457331e-07	-0.023894372901103723	-0.01752375205956154	-0.04161886697495521		-0.12992718055505312		-0.01617979554531859		-0.018948665841453213	-1.6574005588996806e-05	0.006701472254367561	-4.518377355574616e-06	-4.289560817393763e-06				-1.33572327131717e-06	0.05251190828304197								-1.497790627457221e-05	0.0074642512561388765	0.026346046301719262	-0.09856791072752998		-0.04435926777320536				-1.5499243171000746e-05	-9.046582415440933e-06	0.01891138923964052	7.696140621212254e-06	0.017536919362704035		-0.06989415826455772	-0.24913782395725848	-0.01688940240914745	-0.014690555663198566	0.4212422453532628																																																										
