year	month	ABC	CCU	CL	CQB	DAR	DECK	DHI	EBAY	ELY	EPC	F	GM	GRMN	HAIN	HAR	JAH	JBSS	KO	KOF	L	LEXR	LTRE	MCK	MED	MGPI	MIDD	MTEX	MTH	MVL	NAFC	NUS	NVR	NWL	OME	PFGC	PPC	PTRY	REV	RYL	SBUX	SEB	SUP	SWY	TEN	TIVO	TR	TSCO	USNA	VC	WBD	AMZN	ANDE	BG	CHE	CLX	CTB	HSY	JNJ	KTII	NATR	NLS	OATS	OO	POOL	RAH	SAP	SHOO	SPTN	STKL	TAP	TOM	TPX	URI	VFC	WHR	BZH	EL	KMB	MDC	MNST	PHM	PNRA	SENEA	SXT	TRW	BID	COLM	CRI	EXPE	FARM	FDP	FLO	GT	INGR	IPAR	JNY	KCP	MAT	RDEN	SKX	SNMX	VGR	AVP	COKE	CVS	DPZ	GPC	RAI	STMP	SYY	TBL	TUP	ARDNA	AXL	CAA	HLF	JAKK	MO	RCII	WWW	MOD	NTRI	PBH	PRGO	ICON	IMKTA	LEA	LEG	THS	UVV	PAS	WWY	BC	JSDA	RL	SEED	ADY	CROX	FOSL	PEP	PG	SAM	CENTA	IBA	RGS	BARE	FACE	HBI	LANC	SUSS	TSN	UL	WINN	ADM	BWA	HOG	WRC	BGS	ALCO	G	HAS	WBC	ETP	GNTX	HOGS	DAN	SMG	WMK	DPS	HNI	JCI	ATVI	CSKI	DL	CHBT	CZZ	SVM	BRFS	DOLE	LO	CHD	MJN	SPB	TSLA	K	PRMW	TTWO	ETH	SODA	WFM	BTH	CHEF	EA	ZNGA	LKQ	POST	RNDY	BNNY	CG	HSH	PM	BDBD	LFVN	NGVC	WES	WWAV	PF	COTY	CSG	ABEV	ENZY	PII	SFM	ARMK	ESI	KATE	CPG	FGL	SC	GPRO	NHTC	DPLO	SFS	FRPT	VSTO	BETR	BLD	KHC	ENR	NOMD	UAA	MDLZ	RRR	TPB	USFD	ELF	ADNT	TWNK	NBEV	CELH	WOW	MHK	ROKU	APTV	DLPH	CRON	HFFG	KDP	VNE	CPRI	TPR
2010	9		-9.549520993111692e-05				0.20917283521888694					0.024067831615448305				8.793504022773611e-06									0.053351297085859346	0.0239958699934222													0.05616981985765965					4.5965437362914675e-05	0.013944423946206564									-4.592991231711522e-05			0.01889126559206997	3.983723158153581e-05				-1.3155575152132804e-05									-6.498502870974986e-05		0.18674497586304908			0.07751317576504535	5.65510533439462e-06						-7.117333562677082e-05	-7.190003376633982e-05		0.04387545940743854				0.049577963133387096	-0.1857730757671418		-9.922159009043442e-05				-4.878312552305696e-06			0.04899963288379563	0.06059500482990408				-8.979901644499238e-05					-0.005069264359781648					-1.1729005349224759e-07		0.12164456769425148			-0.013138497784097333		-1.1924778861169939e-05		-0.0975294470904918			-5.830665889480698e-05							1.3898533776333873e-06	-3.54764681792292e-05		0.06789271461006341	-1.769065298027419e-05	0.041224780596182516					-3.062631853873772e-05					0.014771075640378398		-7.564022689199125e-05			-0.2714661262691101	-7.163375183793285e-05					-0.3519801652425493						-0.0794824176000903	0.06126287666000269	-2.7394237333358443e-05	3.5140654954114576e-05						-0.16859628118284745																																																																													
2010	12						0.12182144778210982					0.001008576900254305													0.026660824671528832	0.011229929507003321											-0.05749536779626345	0.03412237741888593	0.011296489360975723					-0.007239255296872412	0.006576609899202954	0.0275988592612413								2.3900399583784534e-06			0.005119317344460684	7.537409355340325e-06	-1.8582565377972652e-05		-1.2951649411995905e-07								-2.055791959564529e-06				0.061295467958011524				-1.9605746962830956e-07			-0.004398589190258944		-0.02528811739716143		-9.862501158332356e-06		0.02756855144065497	0.047861629359555916			0.042997628252756284			-3.5156809461585444e-06				-4.682810090072377e-06			-4.469172437517943e-06										-6.131716741914705e-06				5.724970880925358e-06	-2.1348527032131695e-06		0.06236941643653374			-9.051452404386008e-06		-3.4483017864374997e-06					6.465014758235819e-07	-0.14137098877560736						-3.926934543968412e-09	3.001246972855568e-05		0.018580363147950127		0.032940869318504505									-0.04734317163934037		5.925060276701318e-06	3.890313552140443e-06			-0.14250611981787675						-0.28268919053618957							0.01564706626891316						-0.026946794146857418	-0.04582490141064128		-0.22965404087382155	0.027174086860961382	0.42888733884278374																																																																										
2011	3						0.07099695165931975					0.001939960489757907	-0.10377018983210974					-7.728813121540932e-06							0.021212710147907175	0.019228268634989786		-8.178304517637684e-06			0.01581782799856944						-0.032361330945080355	0.0022227444354558524	7.507692297262382e-06						0.01233494779747241	5.467021351033095e-06						0.0323187034339513	-9.552845457025096e-06									-0.032985636126177366											0.02804857957318158				-3.5356696303735945e-07			-0.045490185129069105		-0.04190303319742836				0.03527692651099686								-0.0015148586965679466			-0.0022892076142018523	-0.0669779992746297		1.452971907283582e-05	-2.6614127130154616e-06	-2.1066891524032297e-06			1.013916775452413e-05												0.03293478279878268						-8.660637125584811e-07		0.030576862467097524			-0.09729790308331378						5.913320098102712e-07	-8.011769713402782e-06		2.292157561925759e-06	1.1767557227042588e-06	-2.4105525886586014e-06	0.03691515029614019			0.06422083383434918					-0.0008016137378823558	-0.023709028825978015					-0.07609114122851267		0.04088954975071933		0.006274711705243438		-0.2980207770512855			0.06790271966344998				-1.5828169673734659e-06										1.9724665425906345e-06	0.18545931405881352	0.11863939888637827																																																																									
2011	6						0.10764934637346872							-1.9185934695755776e-07				-0.04089593171592486							8.191487517454268e-08		0.07345080917696267	-0.02918910171176282							0.036029988148445546				0.020089400148512633						6.804490683264e-08				-3.927838221908811e-08			0.04986205242508797	-7.925694461069931e-07	-3.7823072440663166e-07			1.9607338380190954e-07				-3.29904892058675e-07									0.021686401725484698	4.233505806894568e-07		0.076999648707242				-0.025494079111783474							-0.09840977121218673		1.4346979823952708e-07					-0.4975807084091402						-0.03681917231417207			0.03317785984021984	-0.006698781212430424	-0.024551965796724754			5.515776058498975e-07		0.006082853132157172		2.386327831204729e-06						3.760868272308119e-07				-3.217314541059983e-07			0.002175743464791623		-0.05444557387669427	0.07537765749371987												5.246058998908186e-07	-0.024289685308817137	7.411441373818921e-08	0.1044945136994054														-0.2660673932180712			-7.095891470325658e-07	-6.907374269084995e-07					0.09295124351980089			-0.04900518042257848	-3.7061383251296295e-08							-0.17251652324089897	-1.310116239401419e-06		5.4184737284229195e-08		0.4829956470319277	-4.6963952527315694e-07	0.1429434585780269																																																																							
2011	9				-0.20141106904052647							-0.02286487308803471				-0.11856265763918022									-1.595705610283176e-06			-0.08596915922969314																	-1.2174501170236814e-08				-1.611167303803286e-06	-0.1659785169436899		0.10109506699541489		-2.2607502605298598e-06			-0.0032567572408591914		9.516794600276114e-06		0.14746977322804128	-0.08354540754998525				-6.0241846466330185e-06			-5.060101643123016e-07					-0.007004957974183523			-0.06211253562060604								-4.864304344765685e-06	-2.9316083205359327e-07							2.6629984530128935e-06				-0.10230757800436688				-0.06691036276980598	-0.07647984814120909			-2.494024318774285e-06		0.08195581285079853				-4.441038135891771e-06			-3.6187446906269597e-06	-0.015398013474970471				2.785419209432908e-06			-0.00341826812475078			0.14859335376824132									-0.016948880102209785	0.036843555933953276			-0.08837959623552805	1.699485235725942e-06	0.25424849848804254	-1.6137088177342623e-05				-0.15688971460190845						-6.813122613395064e-07				-4.955124920252019e-06						-2.2234452312669383e-07					-0.23940096023192825	-3.3650482672736875e-07			0.2801560552826478								-3.3773621475333115e-06			0.434413308607701	3.937228533572227e-06	0.0321005652418891	6.873657996933342e-06																																																																				
2011	12						0.18327507363313544					6.909842241653472e-07						-0.05198746506233955							0.0280543302106248			-0.056625377773126324							0.037418183153724284		-0.1125614182519351		0.04184766119465054			-6.196345894118105e-06			0.012611904890701074	0.062167155474489366			-2.094006763791243e-06	2.309924985461789e-06				-9.627363211167993e-06			1.360952140913369e-06				0.07585902688198358	-4.925770514666328e-07									-4.7304377854545e-06		0.14890256522664222							-0.2785002780256716		-0.14383472177879658		-4.797261565826529e-06		0.037447866778985976				0.042253124064051885	-0.4417985722086937		-8.764635111723212e-07							0.19425667871025912										-5.49923673749511e-06					2.731249717995985e-06		0.1923937408607392			-4.906614790700012e-06		2.9179461796257053e-07	-3.068046494482559e-06				-0.04613637371195141							-9.485392796164978e-07	-3.991455039474553e-06			-0.010026021750548182	0.06456833830390515	0.21566637068391772				-4.416032164337821e-06				-0.09606035961503902							-5.967088761072055e-06		-1.0370117053535819e-05					-5.899050224636296e-06	0.015869166991221467	1.3969384791659878e-05		-0.1392148676025327	0.024213209739369728	-6.458902377773634e-06																	-6.486028666346641e-06																																																																			
2012	3			7.141688237390869e-07								0.012409417441607853				-2.605610597810447e-08			1.95013051051204e-07				-0.05071155743550872		0.012852748847663789	0.012081919665368665													0.03926958615722131					-0.03567061666441703	0.011720172268447526		-0.11582216953387221		0.0032487305788899004				0.03030681261089099	3.227705892221497e-07		2.5465041567125015e-07	-1.2757602300666976e-07	4.301804422919564e-07	-9.005442168420085e-07		8.893232720003218e-07	6.904051978045782e-08												0.04284023699128769			-6.992358421467101e-08		-2.1595966387360676e-07							0.026649691219261137	0.01770442478165001										-1.1085930977314082e-07					-1.2083452154765153e-07			4.860670238969214e-07						5.121986108242712e-07			4.434330498511232e-07	-5.6385757871629386e-08		0.11770291190750722					-7.363187863432713e-08	9.545328399452168e-08											-5.683100333977107e-08					0.02852189988300353		9.606599887214186e-09	1.3039954092973984e-07								4.083938959433797e-07	3.7178063622149307e-07									-0.3648142540651113			0.039734300392367146				0.024066875573185757		7.631523792683964e-07				-0.024264401414097015		-0.16223583469426925		0.20102153551483146	0.13338253438971676			6.197653937371244e-07	9.755854815073706e-07																																																																						
2012	6			-7.342256337540909e-08		0.03221842790726003										-2.716312107620154e-07							-0.027233845620793253			-4.844286007607425e-07	0.06292855993202179				-0.009032421532500225								-5.392250431307073e-07					-0.05298069879339208	0.001212392340332924		-0.13274114780239074						0.01320811298148738			1.4746371650607433e-06		2.8885251581286897e-06	3.937040390356202e-06		0.054424354059426604									0.01424550977809836			0.05624412169483226	0.013974242285893087			-7.711413620781221e-07		1.690782762070679e-07					-0.034637118804347784		0.005858121727461724	0.009996388994913306			0.028001858138104057	-0.11258342811597091					0.015040842555455122	-1.377363201879098e-07								2.410848961247699e-06						1.6420014974119832e-06			2.5284306082515936e-06	-9.885505621436618e-07							-1.5686398397837844e-07	-0.009819536384849122											0.008704906218223358			-0.017904666835287596	-0.05021453789405145	0.02164748191716831																					-0.229358232043625			0.022461376413344798				0.015201671339131057		-0.028828392083272637								0.13444428542989975		-4.5924143851244816e-07	-0.061743132144713254			0.5000009637090801	0.04908843366593182		-0.006273642319073859	-0.24913893493492126	-0.036425865243646424																																																																
2012	9				-0.03768574226936396			0.01628259651271803						0.024473005997346222		0.013098446270905678	0.03129698679944583	5.460271039937961e-07							3.9829436443742846e-07		0.0566440252210736				-0.006576205349363859				0.013356063087203966			1.741123755889135e-07	-7.352086740890006e-07		0.04474471921337979				4.19015580907284e-08	7.480440575833764e-08															0.03187770624787146									0.016487683889063773	-0.0295412657840919				0.08161248506895231		0.004388573390280587				2.399249417656694e-08			-0.03720464592675939						0.032448119797773345	-0.07402273891673508			0.008883103152642013		0.019237554482253942											0.05997616946568864																-0.008066983596906217			-0.0021667966944814558								0.02046965294420052			-0.012930531588945205	-0.005580418039243434	0.013761005493379021						-0.01715494783887131						0.06124947166238484									-0.03333126783900355						-0.058157093382792964	0.0072748287696087904			0.07349367575326815							-5.689116961854131e-07	-0.014915920010191722	-1.1904959095722143e-06	-0.04997515667576264			0.09607706017432031	-0.019984522821371933	5.220748112140624e-07		-0.31156402304595193	-0.026081203354578714	0.01780675897558216	5.610654348580571e-07																																																														
2012	12							0.0397408724428578				-0.0006270051667023125		0.05038822912642846			0.06554389926588369	1.3188785014313494e-06									0.07055364820009893				-0.057234039385960424						-0.044949597977540334	-0.008407346301017861	-5.939281057367175e-07			1.743342308153813e-06	-0.06212753194374397	-0.13145747403167804	-1.5351014902232963e-07	-0.0007696067397574411			2.2220788696888425e-06												0.05563063062356881	-0.009899306442815135								0.029535755429236588					0.14195967001674545		0.02645042413739114			-4.677891389906606e-07										0.04955741047100652	-0.11678101318607385				1.8969823122658368e-06	0.04205458317691261				-2.6648685167943448e-06	7.236390543527666e-06				-0.04178435069703341		0.10618100608238801										-1.1141195047144023e-06					-1.3932476582061193e-07	-0.0328506219284898			-0.05583115327664937								0.045732031256475826			-0.023625819138990724	3.7462094493201324e-06	0.011460028033969326												0.049696793176838824																0.011589935520892432			0.012671313881731395	-0.029787671885213113	-0.025739570649792112							-0.020254289775296128	0.028690827775126052					-0.11398439992089968		-0.282239555694512	-0.03336388242870488		-0.021463575582584913	0.27572546323715663																																																													
2013	3											0.0133292696165168				0.08300103619647535							-0.05200952293413373		0.01891646742083852	0.006346753805233397			0.06877067736208017										0.005464262566233957						0.009891057889387708									-9.407056092696988e-06		-0.031523311208413445	0.029677249292950146	-2.1199558811478555e-06	2.2394245001885278e-05		5.3444210789789715e-06	3.4860013672951416e-06											0.0675489220532486	0.0730234016737281			0.03913527237732873		6.36731101941097e-06							0.043470554638069765	0.05318933467585738						2.6500590596603893e-05		-4.580413578172067e-06		3.1045481849942007e-06			0.2484682973920442					-0.016537538708817297					-6.465216892698134e-06				6.093783446615446e-06	0.007292051665487876		0.02397883597378033					0.0014405295287005409	-0.0666169481780621	0.05942706968291293						-1.0426802692344398e-06				0.10421748228260137					0.034997495366643046			8.354358872864438e-06								1.2483893527638214e-05	6.2975398741141985e-06				-0.03269974315693604								0.10013678668760638	-0.2089658921876165			0.026299056888631937						-0.309588305786452				0.17128714889131066		1.2867919140042267e-05		-1.2162045637513284e-05	-1.290927448333597e-06					-0.49511222115042297	-0.07633258902874664																																																																
2013	6				2.523530465705338e-05	0.05031976784215061	0.0379796423534975			-1.6606500317829694e-05			-0.001324924086632095			-6.379205648079217e-06					-0.13281176641122883		-0.06132787550414848		0.013943023822680407	0.0107549603294057	0.13051708593464742	-1.2517738850547713e-05									-1.7731698918416316e-07		6.1652393984569e-05						0.00874842314663771			0.022635185979547858	0.017766778297956504	0.0001083395198025394		0.0319134510175796										0.033540352553846374											0.01449065796763743	0.05811090665578582			-3.2113340667809684e-06				-0.05196200187343954					0.0382093798866244								-0.00011804688534795943			4.611482769913633e-05					5.663350340519633e-05		-0.05691785540226669																		2.808106559610603e-05		0.0502953318471952	-9.566282553307326e-05			-6.802947259940627e-05									-0.05216059383409331			0.02682485492153107			0.05530137515647517			-0.18736663811884144					0.06365823065522298								0.0016520117254998034								2.8698346397743794e-05								0.07891776757019829									-8.31237421368355e-06	0.0104834899346284		-0.12513203499492628	-0.06300092868448877			0.002138371843521893	3.6162556641968057e-06	0.00019933076613926447	-1.9976074100202062e-05	-0.026398979225006326																																																									
2013	9					0.04749797176122347				-1.635336554853874e-06			-0.0012580889390857895	-4.813665837100758e-07							-3.1584771583221235e-06		-0.07094582119995962		0.017398173261963717	0.025224713325972224													0.014704795717451915				-0.03129658371222615		0.016926758469289805			0.07344756971382099	0.014504216535950005	3.0071583380180435e-06			0.05112550308058905	-0.014107799110619301			0.05427340771690557		-0.23507076057382661		6.211909991860574e-07	0.07208364526137265											0.050607803376429734	0.07307359252746122												0.039890114185339665								2.1084775529887095e-06								-3.1358017094471888e-06									-0.07609478467795752				0.07666646844667838									0.08238093216259561				9.670444876868147e-07											0.027987647688765774		-0.12910129603031245	-0.1241650889047663		-0.05566835137261817		-0.07421142952488488																													0.03499018913873692		-1.5726494489398678e-06	-0.058321411739347205						-2.202997129278537e-06	0.00867063479536561		-2.9637239778974184e-06	-3.693103783644599e-07	1.1201836135501868e-07	0.023079217337477444	-7.015043112305293e-06	-0.5000049641375681	-0.05258954694648616	0.11831512735159776		0.5000008444367559	-1.1303734979473571e-06	-3.45608259040006e-07																																																						
2013	12															0.027573808046875148							-0.07518019828551846			0.01875140081791833	0.07865338886661344		0.01676868735551949						0.03082855474585804				0.00601777314060678						0.018391139258512407										-9.100454702258714e-06		0.052201143077270085					0.03847745224340416								0.0388027487984942	-7.660371226534384e-06		0.014903990509537545	0.056829682273743465			0.009442668629330539				3.882093634118578e-06			-2.2432405096157826e-05		0.04270222618315397				0.02025143221168739	-5.658429180501287e-06					0.06053349028085576									-0.05226593935486456		0.03383345863117717								0.047850338940915574			-0.02309268692649407				-4.740157390559707e-06	-0.00011356563924086907											0.024416270018278112			-0.01681701302307161		0.01812582032216609					-0.023901211024385038											-2.7673317261642055e-05									-1.7800585299538222e-05			0.012567176268894148	-2.2716131322154774e-05	8.014159817410653e-06									-8.189167263898244e-06	-1.8980344978088045e-05						-8.524815649992209e-06		-3.094953083588904e-05		-1.1992286894218754e-05		-7.586761791177357e-05	-0.38775458525086787	-7.554862910856559e-05	0.14319038421473818	1.2467872368699686e-05				-4.2666580416985525e-05	-0.1325492017608579	-0.09906682659185391																																																			
2014	3			-0.09929390910150712									-0.01938391300603249	2.6685008759996285e-05				0.006610423909067471	-0.07445293697875295		-0.04131612826461391		-0.07233435986964287		0.002938333577108201	0.010306093984716937		9.611647697238013e-06																	0.008829102661381821		-0.1445898653023454		-2.5261683197010135e-05	-4.983834756466969e-05			0.03333872961024124				0.010107548891942106		-0.11185633231979601		3.8895611158834694e-05	0.03887333086881145												0.060861702061786975			0.046303664890953306		6.40067302808267e-06							0.02068314362283255														-2.8134626022633396e-05	-5.301203512935197e-05				-0.06472724781108248				-6.711427126283147e-05		-0.0007981915146743223				0.03548386829539624				4.332836313436586e-06					0.0486360324767772				-1.8183839250314272e-05											0.018555107087583487		-0.05728015283553911	-0.06885791720372195		-0.08529345963422358		-0.13871754346433282			0.09458073561970372																		0.01655713976441828								0.04520607194358012								-0.023004229565097435		0.004392078161879109		-1.1485235144620664e-05			5.585776082464996e-05				6.629526813227054e-05	6.871651275052631e-06	0.5000955502461846	1.1541263509319127e-07			3.5361021471449614e-05		-0.00048655650473359625																																																		
2014	6							8.914185233746845e-08						-1.4065741851972942e-06		0.03637017840849303	0.04476199454037741										0.06324499812708811												9.639187567671019e-08	-1.0802177080244092e-07						-1.518296149619639e-07			-2.2166022057094112e-07	6.055791474232443e-08											-2.1006272789356736e-06									0.02581835527705301	-1.1780223697103078e-06				-9.939169515941236e-07		3.117729575744019e-07					-2.958595348695396e-07		-6.800218320007195e-07						0.003044084670248128				0.0019024358371439538		0.011919042219971176									-0.010556655450676624		0.02266469437339209										1.1370670079868378e-06						-2.7102311652636885e-07											0.012470246479226423			8.764578045595814e-07		0.004568180935230201																												0.0005259743353415534		-0.035229240903602375				-4.654765056803431e-08		0.04893195596070437			-0.050730496543193816						0.09756805526897258	-2.2378870776517596e-07		-5.320434470912085e-07	-1.3248888248510734e-06	5.651900898924393e-07		-1.4786489840121347e-06	-0.4266414746454913	5.210778643855399e-07	-3.0234258492996347e-06	8.005731880205854e-07		-1.3273212260717646e-06	1.85563748132114e-06		-8.015500631091586e-08			-1.202658896355447e-06	-9.167347580371671e-07	-4.220056401042974e-07	-0.02810947214118609	0.17748759635138614																																													
2014	9						0.04676505117427821	0.01165662773059745				-1.3026000226169936e-07		5.786308643142946e-07											-2.255401423604367e-07	-2.9754153239503933e-07	0.09401575000138002	7.392371815255127e-07				0.03680855087426225							-9.764172002699488e-07						-4.904433665978241e-08				-4.909467799617663e-07			-4.634667211609402e-07					-7.418048035115224e-07				3.5158720706681783e-06	2.651435078808488e-07											0.0591523095322039		-2.6599064618975134e-07						-0.06722657158069299			-0.12627511769962751		-1.3559252052333475e-06				0.04175478355234464												-2.423489156890397e-07		-0.08343698983834495			0.04557905510198657			1.1068660599358742e-06					4.418897442185229e-08				3.408330901881193e-06			3.164059679914057e-07			0.011188832384976309												2.8237193328207224e-06																						0.015904885008634746	-0.0713989853599903											2.5685464178687333e-06							-0.11678778911815131	-1.1696256126793333e-06		2.0344653395430264e-06				0.056960774814324634			1.1553315666427802e-06		-0.0660765557614578		-0.49999768021832963	0.027209343766707132	0.0678695384640005	-0.027646418403693813	-3.221956470547901e-06	-0.01890423608496021	0.06288353060084839					-1.5287441061544721e-06				0.4999953719518576	4.51417191457287e-06																																												
2014	12															0.03828946479242652	0.12150261354063514						-2.0093849488187076e-07		0.017280333339650455	0.008120525769171823									0.027215112737265176										2.293512296295507e-05								0.057014595859994285				0.014400585174573658	3.485661424497951e-07				0.0034540805570095773								0.051101803508231014			0.03539332860453369	0.04188132350801458			-5.42464296345459e-07							-6.027224548649942e-08		0.014642330279743584				0.06580164517729906						0.0641410302092732					0.043554443800004394	0.010059226978186826			6.62677154730095e-07					1.2514754056742258e-07					-2.900200982794409e-07			-1.5886062998194157e-07				-3.0135227494195265e-07	5.358365577964889e-07											0.016938813906589634					0.004332659040804843					-5.613057865759204e-07					0.23922512518553443																		-4.952486009635843e-07	1.989589471540949e-07	-5.283055183892557e-07						0.05026836641286877			-0.022491429839054528	3.045732822620656e-07						1.495679886558766e-07					-1.013199150557139e-06	4.768991332052597e-07	-0.05839013379548859	3.2625061578624175e-06		-0.07807783480438261	9.233844876755049e-07		-0.15852336012598928					-1.65973217006225e-07	-0.15220017397617194	1.5325175753067041e-06				-0.45496164027184993	-2.8940008277429417e-07																																										
2015	3						0.058074154854785974						2.0774974789718458e-06	0.025428996007477972													0.14204636262089174	-1.4524286159270026e-06																	-1.5454299786154198e-06							0.0010349652943926774									-4.262347285222411e-06	-5.684453048262615e-06											0.054521781046065115		0.12723791400774193		-6.734663697655344e-06													0.06407979463451026												1.4159202963452027e-05		-0.01864404665012446			0.09104078614202994		0.04806200084812823	0.004510834368092064					-5.4697385165382495e-06				0.02830600115696504			-5.076311852051127e-06			0.0284401643839816												4.4053701531818426e-06		5.315083005989364e-07				0.11456238159375572																0.018048357580460396								8.404047662624764e-06			0.19438199957380367							-0.035618474937475844	-0.09784964528702478	5.323552950681867e-06			0.016685355963168537			0.03994579317043689		0.04560273426420766				2.2552773290809845e-06	-0.17516405061005272			-0.04450565814760817	7.341820362918327e-06	-1.0042938101196721e-05	1.4743104521736723e-06					8.516777213758007e-06	-0.09418145637155986	1.017290946339053e-07		0.22437264266444404		6.990303668216803e-06	-0.363949726907223	-0.5000146342064615	-0.11288849642868387	0.16988842029824486	-0.05345841139962739																																						
2015	6						0.032375625118805255			1.2388195270647089e-05			1.4733832557303426e-05								-0.14277608550267684													5.412317027628792e-07					0.005537464150868088									0.0406193389243182	0.010623596877610976	-1.0612910796346045e-06		0.010272567028276721										3.217865333821345e-06									0.025406721478505936						7.435646322304086e-06						-1.3184393118239747e-06						5.157339374932132e-06											-0.03012771689937487				-0.10505867470650761			0.12221514876688423			0.0012121492900547448					6.023270031089475e-06							7.637405640916524e-06	6.389158712130815e-07					4.471857362404222e-06						2.3061989435382728e-05					9.06029983302412e-06				0.05353127070727141			-0.16107199601384764											5.353998934443912e-06										4.8119727193227124e-06								0.040736690341307134		-0.06886149264359878								1.2094604977642333e-06		2.0533335569887678e-05		-7.066004522111207e-06	1.6744788876005184e-05	-5.602227563035658e-07		4.077951967435936e-06	0.128524526536564	6.918389764753135e-06			5.497822375827314e-06					1.514615468599535e-05	-0.20788051757410192	-3.386353982435159e-06	-0.16758398798467	0.052094127478126064	7.971012802015043e-06				-0.16292678911726924			0.5000124636034556	-3.9186673717096855e-06	0.02294190148898232																																			
2015	9							-8.483741921826545e-06		-5.233302283573238e-06			-5.72603670574559e-06	1.4668643506325292e-06					-0.10358628275410976		-0.14855972606381773				0.019719628501213112	0.043612638505924145		0.012731067127218753											-8.20674272093152e-06						0.014988457198235775				0.029939730246539942	-1.372698810029285e-05				1.2632207066021266e-05					-0.07828577651875257		-4.003008324848624e-06	0.10314273478016618					-2.296817384141164e-06							0.11363291141332187	8.741299029528181e-06							-4.057347178551195e-06								-2.825655181892005e-06												0.015338047649629231									-0.009659719944967895				0.09125395886273058													-1.4214574440443248e-05									8.534771850516066e-06				3.6589750518442016e-05					-0.15450931603871187																													0.0792169895862634		-0.0737711436859969						3.2214486686028406e-05		0.026183311121793253		0.06881849984620624	0.05945429134470581	-2.6553108895955344e-05					0.4826684637614241	-1.952053079754973e-05		5.578085510111266e-06							-0.4327348144787577	-1.4512158707366545e-05				0.346652989558498			1.1125776760934612e-05		-0.5000756515422434	-0.0001566432193021207	-1.4802102214016354e-06	-0.1047957482997605	-0.40110579976712357	0.5000723209388427	-8.027086760146554e-05																																
2015	12										0.06896035849743509		-0.07407548432108611			0.0757766039846868										0.02537028083958763	0.22183865329265082		0.036036393824837816						0.0632734387754186				0.01078500956561768						0.007711040569604192									7.111249835051938e-07			0.04991251232521725					0.03557428786635534											0.06500381758565134	0.055164986339848274			-2.443998384934724e-07			9.046821471069977e-07				-1.6673640141383648e-06						0.12068672245760036					-1.2224225265520615e-06									-0.14685722465268816											0.010170516928177508	-0.07726069797541867	0.04818793271696337	1.064988534539737e-06		2.768920665484423e-07														0.048687512891375566										-4.5974151150163106e-07		-0.07525980581557996																					0.00302198902777035	-1.3903180276560265e-06							0.06359914449632642		-0.16125279472877857		6.470844547035658e-07								-2.6134240901961675e-06			-0.04200070679187065	-0.07093476981832703		2.476464986540872e-06											-0.18081830003829003	-1.7230463025896894e-06	-0.09436254570043578	4.65128689117321e-07	3.5587194026768054e-06			9.703592565915274e-08	-1.4226702089346026e-07			-5.108522868061412e-06	-1.4558041078426176e-07		-0.08693423486963923	-4.7613623598124625e-07	-9.834974633634562e-08	-1.588165408006183e-07																															
2016	3															0.07424365359826803		0.07700763212480359							0.014058388757765968	0.026034740171991998	0.20616912731565182								0.06258269757807737	-0.14741155294217623			0.013728272317933304						0.0005555995357660535				0.02210485247335674					-1.463376145614272e-07			0.018992672906101044					0.03472436884638312								0.06813233226244537			0.07032469382195994	0.05373620799050513			0.0018566422926352521							-0.0051361868350998435						0.12818931203040812														-0.09226761866699106			0.2889737349815232								-2.9339143534672905e-07	-0.15341842653961207		-1.5126200292161182e-06		8.090339720376475e-07				0.13861286248507346		-0.03549335798911502								0.06028217171757737												-0.022247932008181065																		-1.2255878533373271e-06			-3.2043500167878085e-06								0.06031719864441785		-0.059052311939082634		-1.1794416128441148e-06						0.07626420350538678					-0.011644811061056727	-0.035092870776184136					4.718681419454198e-08				-2.2598392093153052e-06				2.833695003983024e-06		-2.330145027855779e-06	3.6423647999348783e-06		1.1686783354577001e-07		-0.19832497202438068					-3.014031315172235e-07	-0.4787298082483109	-0.2580700450600292		-1.2703085119351307e-06	-2.3900023762641175e-07	2.293412313267804e-06																														
2016	6																									0.026908175438605363	0.0816800058423397	-1.295502977996186e-06								-0.09776898506097902			0.022955660799178608										3.542222883685338e-06			0.05238184606381567									-2.1365163875102358e-06	0.04218279763439038											0.03139760061120356		0.036534694052266455					-0.08884360096263005				-0.03228960036268135						0.03169636425965557												-0.0035504324026830584		-0.11267276451789378			0.09604103748348933			0.04255975673732619						-0.1245383907769185		-0.03654708322832988	0.1472946595367591	-0.04691359500588745					0.07277023651969004	-0.055098434601912286								0.019469198278010944			-0.012587233820617544							1.0890473832776592e-06					0.06315198820344789											-0.1014290147187474									-0.14294278910766273						0.032737616665621055															-0.08891587406027128			-3.2886264628394696e-06		-0.08616428031492153		3.382222398921908e-06			-2.154855265359615e-06				-0.01334946542546953	-0.03940468621707916		0.18994645621428158	0.424452751369262	0.11990537793731236			-0.07904114152540635		-1.2186889246342703e-06			-0.0594875973411331	-8.027271690147289e-07	-0.037668211990508224	-0.20221821091384568	-0.0726305297830395		4.4201973694964816e-07	-2.030711025581913e-06																												
